NAME,DATA_TYPE,CENTER,SCHEDULE,WASTE,ROAD_TYPE,ROAD_NAME,NUM_TYPE,NUM,DISTRICT_CODE,DISTRICT,DISTRICT_URL,UTMX,UTMY
CA-Estrella-Denebola-5,Contenedor de Aceite,Via Publica,Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.,Aceite vegetal de cocina,Calle,Estrella Denebola,Numero,5,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.6833138996850545,40.39567491441793
CA-Alfonso-XIII-(Entrada-junto-gasolinera)-128,Contenedor de Aceite,Via Publica,Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.,Aceite vegetal de cocina,Avenida,Alfonso XIII (Entrada junto gasolinera),Numero,128,5,Chamartín,https://wikidata.org/entity/Q1766348,-3.667491410994397,40.45869647797479
CA-Daroca-104,Contenedor de Aceite,Via Publica,Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.,Aceite vegetal de cocina,Avenida,Daroca,Numero,104,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,-3.6307109914813154,40.418070489267045
CA-Tomas-Redondo-8,Contenedor de Aceite,Via Publica,Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.,Aceite vegetal de cocina,Calle,Tomas Redondo,Numero,8,16,Hortaleza,https://wikidata.org/entity/Q1928529,-3.627718029600614,40.46994451490723
CA-Angel-Sanz-Briz-4,Contenedor de Aceite,Via Publica,Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.,Aceite vegetal de cocina,Avenida,Angel Sanz Briz,Numero,4,10,Latina,https://wikidata.org/entity/Q794954,-3.735608846012272,40.40059627124522
CA-Senda-Del-Rey-20,Contenedor de Aceite,Via Publica,Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.,Aceite vegetal de cocina,Paseo,Senda Del Rey,Numero,20,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,-3.740123684594243,40.451764168499885
CA-Arroyo-de-la-Media-Legua-72,Contenedor de Aceite,Via Publica,Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.,Aceite vegetal de cocina,Calle,Arroyo de la Media Legua,Numero,72,14,Moratalaz,https://wikidata.org/entity/Q2076109,-3.651292460549866,40.41458023651785
CA-Jose-Paulete-43,Contenedor de Aceite,Via Publica,Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.,Aceite vegetal de cocina,Calle,Jose Paulete,Numero,43,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,-3.6544626155811577,40.39408110065874
CA-San-Romualdo-20,Contenedor de Aceite,Via Publica,Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.,Aceite vegetal de cocina,Calle,San Romualdo,Numero,20,20,San Blas,https://wikidata.org/entity/Q2001937,-3.6231736071750844,40.44060776192057
CA-Cristo-de-la-Victoria-245,Contenedor de Aceite,Via Publica,Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.,Aceite vegetal de cocina,Calle,Cristo de la Victoria,Numero,245,12,Usera,https://wikidata.org/entity/Q953368,-3.70941259291278,40.378632125177575
CA-Sepiolita-6,Contenedor de Aceite,Via Publica,Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.,Aceite vegetal de cocina,Calle,Sepiolita,Numero,6,19,Vicálvaro,https://wikidata.org/entity/Q589403,-3.598724604721876,40.40680740389035
CA-Luis-I-36,Contenedor de Aceite,Via Publica,Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.,Aceite vegetal de cocina,Calle,Luis I,Numero,36,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,-3.6436813105607744,40.37607808467276
CA-Bascuñuelos-3,Contenedor de Aceite,Via Publica,Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.,Aceite vegetal de cocina,Calle,Bascuñuelos,Numero,3,17,Villaverde,https://wikidata.org/entity/Q919536,-3.710292772063541,40.338622401628676
CA-Ubeda-6,Contenedor de Aceite,Via Publica,Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.,Aceite vegetal de cocina,Calle,Ubeda,Numero,6,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,-3.716520468320046,40.482254705920106
CA-Alhaurin-5,Contenedor de Aceite,Via Publica,Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.,Aceite vegetal de cocina,Calle,Alhaurin,Numero,5,21,Barajas,https://wikidata.org/entity/Q807230,-3.585379723522864,40.474019027605955
CA-Cidro-5,Contenedor de Aceite,Via Publica,Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.,Aceite vegetal de cocina,Calle,Cidro,Numero,5,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.745773352984699,40.36826117879695
CA-San-Miguel-7,Contenedor de Aceite,Mercado de San Miguel,Todos los dias 24 horas.,Aceite vegetal de cocina,Plaza,San Miguel,Numero,7,1,Centro,https://wikidata.org/entity/Q1763376,-3.7092222441596245,40.41518696902722
CA-Campillo-del-Mundo-Nuevo-8,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Plaza,Campillo del Mundo Nuevo,Numero,8,1,Centro,https://wikidata.org/entity/Q1763376,-3.7090141823660545,40.40659361155484
CA-Arganda-12,Contenedor de Aceite,Biblioteca Municipal Pio Baroja,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Arganda,Numero,12,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.7080547531307495,40.40050936536815
CA-Santa-Maria-de-la-Cabeza-45,Contenedor de Aceite,Mercado Municipal,Todos los dias 24 horas.,Aceite vegetal de cocina,Paseo,Santa Maria de la Cabeza,Numero,45,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.698151013283632,40.40229932905411
CA-Alonso-Carbonell-2,Contenedor de Aceite,Mercado Guillermo de Osma,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Alonso Carbonell,Numero,2,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.6963897321415287,40.39491350159717
CA-Mediterraneo-47,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Avenida,Mediterraneo,Numero,47,3,Retiro,https://wikidata.org/entity/Q2002296,-3.66861675434927,40.40681625813802
CA-Marques-de-Lozoya-3,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Marques de Lozoya,Numero,3,3,Retiro,https://wikidata.org/entity/Q2002296,-3.664664253962189,40.41714541335742
CA-Seco-4,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Seco,Numero,4,3,Retiro,https://wikidata.org/entity/Q2002296,-3.6720862210976932,40.398985276381154
CA-Ardemans-30,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Ardemans,Numero,30,4,Salamanca,https://wikidata.org/entity/Q1773521,-3.672036505465106,40.43426501441396
CA-Bruselas-57,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Avenida,Bruselas,Numero,57,4,Salamanca,https://wikidata.org/entity/Q1773521,-3.6630323634707924,40.43941611389597
CA-Corazon-de-Maria-51,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Corazon de Maria,Numero,51,5,Chamartín,https://wikidata.org/entity/Q1766348,-3.666723353606888,40.44662011412584
CA-Bolivia-14,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Bolivia,Numero,14,5,Chamartín,https://wikidata.org/entity/Q1766348,-3.678073940879608,40.45665317635608
CA-Asturias-6,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Avenida,Asturias,Numero,6,6,Tetuán,https://wikidata.org/entity/Q1773540,-3.692624766590561,40.46785515027735
CA-Orense-5,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Orense,Numero,5,6,Tetuán,https://wikidata.org/entity/Q1773540,-3.6955985217193756,40.44738690277759
CA-Ceuta-7,Contenedor de Aceite,Mercado Municipal de Tetuan,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Ceuta,Numero,7,6,Tetuán,https://wikidata.org/entity/Q1773540,-3.6989568520503893,40.461943184155444
CA-Arapiles-4,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Arapiles,Numero,4,7,Chamberí,https://wikidata.org/entity/Q1763370,-3.705110469612537,40.43341936896653
CA-Andres-Mellado-50,Contenedor de Aceite,Mercado Guzman el Bueno,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Andres Mellado,Numero,50,7,Chamberí,https://wikidata.org/entity/Q1763370,-3.714343939963172,40.434723043658806
CA-San-Cugat-del-Valles-9,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,San Cugat del Valles,Numero,9,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,-3.694302775242982,40.49677280340628
CA-San-Leandro-3,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,San Leandro,Numero,3,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,-3.775466809817783,40.51702214887986
CA-Monforte-de-Lemos-105,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Monforte de Lemos,Numero,105,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,-3.7064937420243864,40.47882519714408
CA-San-Restituto-22,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,San Restituto,Numero,22,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,-3.7114905276002963,40.464893727014775
CA-Las-Aguilas-s/n,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Avenida,Las Aguilas s/n,Numero,s/n,10,Latina,https://wikidata.org/entity/Q794954,-3.762720336302933,40.384765205555716
CA-Jose-de-Cadalso-78,Contenedor de Aceite,Mercado “Las Aguilas”,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Jose de Cadalso,Numero,78,10,Latina,https://wikidata.org/entity/Q794954,-3.7687560536890303,40.37783329418542
CA-Via-Lusitana-32,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Via Lusitana,Numero,32,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7232338080379552,40.382991867247085
CA-Camino-de-las-Cruces-6,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Camino,Camino de las Cruces,Numero,6,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7554194179107125,40.37453376765697
CA-Julio-Cortazar-1,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Plaza,Julio Cortazar,Numero,1,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7310108867814655,40.3973034306312
CA-Orcasur-60,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Avenida,Orcasur,Numero,60,12,Usera,https://wikidata.org/entity/Q953368,-3.700318461602837,40.36808770773552
CA-Guetaria-47,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Guetaria,Numero,47,12,Usera,https://wikidata.org/entity/Q953368,-3.715689934902822,40.36925487801938
CA-Doctor-Lozano-16,Contenedor de Aceite,Mercado Doña Carlota,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Doctor Lozano,Numero,16,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,-3.661380931408132,40.40323622694425
CA-Cooperativa-Electrica-2,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Cooperativa Electrica,Numero,2,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,-3.6611744176662233,40.37489478545849
CA-Ramon-Perez-de-Ayala-92,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Ramon Perez de Ayala,Numero,92,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,-3.650201567860244,40.40000230867289
CA-Hacienda-de-Pavones-224,Contenedor de Aceite,Galeria Municipal M2,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Hacienda de Pavones,Numero,224,14,Moratalaz,https://wikidata.org/entity/Q2076109,-3.6396821841527247,40.40164658214539
CA-Arroyo-de-la-Media-Legua-4,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Arroyo de la Media Legua,Numero,4,14,Moratalaz,https://wikidata.org/entity/Q2076109,-3.6578886327187066,40.407661587286306
CA-Vital-Aza-47,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Vital Aza,Numero,47,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,-3.641129119097438,40.43242252876618
CA-Santa-Genoveva-1,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Santa Genoveva,Numero,1,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,-3.6474966261182793,40.42638702027439
CA-Gandhi-14,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Gandhi,Numero,14,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,-3.6343781823991783,40.42412640376808
CA-Alcorisa-21,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Alcorisa,Numero,21,16,Hortaleza,https://wikidata.org/entity/Q1928529,-3.6411527136545954,40.46220619813082
CA-Estacion-de-Hortaleza,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Carretera,Estacion de Hortaleza,Numero,s/n,16,Hortaleza,https://wikidata.org/entity/Q1928529,-3.6512935829815385,40.479014304858886
CA-Ferroviarios-9,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Paseo,Ferroviarios,Numero,9,17,Villaverde,https://wikidata.org/entity/Q919536,-3.7154202487711157,40.348202214296926
CA-Benimamet-24,Contenedor de Aceite,Centro de Salud,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Benimamet,Numero,24,17,Villaverde,https://wikidata.org/entity/Q919536,-3.685217511249095,40.34356519147905
CA-Enrique-Garcia-Alvarez-7,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Enrique Garcia Alvarez,Numero,7,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,-3.6139667331209417,40.38066863823051
CA-Las-Suertes-62,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Avenida,Las Suertes,Numero,62,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,-3.6004437599688712,40.367541256903245
CA-Pedernal-1,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Pedernal,Numero,1,19,Vicálvaro,https://wikidata.org/entity/Q589403,-3.598331076481287,40.405660782113706
CA-San-Cipriano-32,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,San Cipriano,Numero,32,19,Vicálvaro,https://wikidata.org/entity/Q589403,-3.6061062533207315,40.40401666815969
CA-Calahorra-17,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Calahorra,Numero,17,19,Vicálvaro,https://wikidata.org/entity/Q589403,-3.6132272433805994,40.40694311037021
CA-Guadalajara-33,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Avenida,Guadalajara,Numero,33,20,San Blas,https://wikidata.org/entity/Q2001937,-3.6209311851191432,40.419370551028926
CA-Castillo-de-Ucles-26,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Castillo de Ucles,Numero,26,20,San Blas,https://wikidata.org/entity/Q2001937,-3.625394735223402,40.427860049737255
CA-Ayerbe-9,Contenedor de Aceite,Via Publica,Todos los dias 24 horas.,Aceite vegetal de cocina,Calle,Ayerbe,Numero,9,21,Barajas,https://wikidata.org/entity/Q807230,-3.5782611837703153,40.47034874190815
PLF-Distrito-de-Arganzuela,Punto Limpio Fijo,Via Publica,De lunes a sabados de 8 a 20 horas. Domingos y festivos de 9 a 14 horas. Los dias 24 y 31 de diciembre de 9 a 14 horas. Cerrado dias 25 de diciembre y 1 y 6 de enero.,Aceite vegetal de cocina (produccion domestica)\nRopa y calzado usado (produccion domestica)\nCapsulas de cafe (produccion domestica)\nRadiografias (50 unidades)\nAerosoles (10 unidades)\nPilas alcalinas/salinas y baterias usadas (produccion domestica)\nCartuchos de tinta y toner (4 unidades)\nBombillas de bajo consumo y tubos fluorescentes (3 unidades)\nCD´s/DVD´s/casetes... y sus embalajes (50 unidades)\nCintas de video (50 unidades)\nPequeños aparatos elecrtricos y electronicos (RAEE´s): ebooks/MP3/MP4/MP5/Ipods/tablets/mandos de television/USB´s y telefonos moviles/lectores de DVDs y CDs… (produccion domestica)\nEnvases  (produccion domestica)\nEnvases contaminados (produccion domestica)\nBaterias de automovil (2 unidades)\nPintura y disolventes (5 Kg)\nAceite mineral o sintetico de motor (10 Litros)\nJeringuillas y agujas hipodermicas de origen domestico: 50 unidades\nNeumaticos de bicicleta: 3 unidades\nTapones de plastico de recipientes domesticos.\nMetales (produccion domestica)\nVidrio  (produccion domestica)\nPapel y carton (produccion domestica)\nCristal plano de ventanas/cuadros/vitroceramicas o espejos\nFrigorificos y aires acondicionados (1 unidad)\nLavavajillas/cocinas/lavadoras/tv/etc (6 unidades)\nMaderas (hasta 150 Kg)\nMuebles/estanterias/somieres/colchones  y enseres… (5 unidades)\nEscombros de pequeñas obras domesticas (120 Kg/4 sacos pequeños)\nRestos de poda (produccion domestica)\nTermometros (2 unidades)\nMedicamentos y sus envases (1 Kg)\nPequeñas bombonas de gas de hasta 10 litros de volumen (tipo camping gas/helio...): 1 unidad\nPorexpan  de grandes embalajes domesticos.,Calle,Estrella Denebola,Numero,5,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.682143884303715,40.39607951009521
PLF-Distrito-de-Barajas,Punto Limpio Fijo,Via Publica,De lunes a sabados de 8 a 20 horas. Domingos y festivos de 9 a 14 horas. Los dias 24 y 31 de diciembre de 9 a 14 horas. Cerrado dias 25 de diciembre y 1 y 6 de enero.,Aceite vegetal de cocina (produccion domestica)\nPorexpan  de grandes embalajes domesticos.,Calle,Alhaurin,Numero,5,21,Barajas,https://wikidata.org/entity/Q807230,-3.585523261758027,40.473906769279594
PLF-Distrito-de-Carabanchel,Punto Limpio Fijo,Via Publica,De lunes a sabados de 8 a 20 horas. Domingos y festivos de 9 a 14 horas. Los dias 24 y 31 de diciembre de 9 a 14 horas. Cerrado dias 25 de diciembre y 1 y 6 de enero.,Aceite vegetal de cocina (produccion domestica)\nPorexpan  de grandes embalajes domesticos.,Calle,Cidro,Numero,5,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7458430641346796,40.36816343090973
PLF-Distrito-de-Chamartin,Punto Limpio Fijo,Via Publica,De lunes a sabados de 8 a 20 horas. Domingos y festivos de 9 a 14 horas. Los dias 24 y 31 de diciembre de 9 a 14 horas. Cerrado dias 25 de diciembre y 1 y 6 de enero.,Aceite vegetal de cocina (produccion domestica)\nPorexpan  de grandes embalajes domesticos.,Avenida,Alfonso XIII,Numero,128,5,Chamartín,https://wikidata.org/entity/Q1766348,-3.6664670595472155,40.45887382974878
PLF-Distrito-de-Ciudad-Lineal,Punto Limpio Fijo,Via Publica,De lunes a sabados de 8 a 20 horas. Domingos y festivos de 9 a 14 horas. Los dias 24 y 31 de diciembre de 9 a 14 horas. Cerrado dias 25 de diciembre y 1 y 6 de enero.,Aceite vegetal de cocina (produccion domestica)\nPorexpan  de grandes embalajes domesticos.,Avenida,Daroca,Numero,104,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,-3.6296610968629857,40.420143160685996
PLF-Distrito-de-Fuencarral---El-Pardo,Punto Limpio Fijo,Via Publica,De lunes a sabados de 8 a 20 horas. Domingos y festivos de 9 a 14 horas. Los dias 24 y 31 de diciembre de 9 a 14 horas. Cerrado dias 25 de diciembre y 1 y 6 de enero.,Aceite vegetal de cocina (produccion domestica)\nPorexpan  de grandes embalajes domesticos.,Calle,Ubeda,Numero,6,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,-3.71518605513578,40.48413205517249
PLF-Distrito-de-Hortaleza,Punto Limpio Fijo,Via Publica,De lunes a sabados de 8 a 20 horas. Domingos y festivos de 9 a 14 horas. Los dias 24 y 31 de diciembre de 9 a 14 horas. Cerrado dias 25 de diciembre y 1 y 6 de enero.,Aceite vegetal de cocina (produccion domestica)\nPorexpan  de grandes embalajes domesticos.,Calle,Tomas Redondo,Numero,8,16,Hortaleza,https://wikidata.org/entity/Q1928529,-3.6277796513138436,40.47006336907333
PLF-Distrito-de-Latina,Punto Limpio Fijo,Via Publica,De lunes a sabados de 8 a 20 horas. Domingos y festivos de 9 a 14 horas. Los dias 24 y 31 de diciembre de 9 a 14 horas. Cerrado dias 25 de diciembre y 1 y 6 de enero.,Aceite vegetal de cocina (produccion domestica)\nPorexpan  de grandes embalajes domesticos.,Avenida,Angel Sanz Briz,Numero,4,10,Latina,https://wikidata.org/entity/Q794954,-3.7361805411054547,40.40024362185143
PLF-Distrito-de-Moncloa---Aravaca,Punto Limpio Fijo,Via Publica,De lunes a sabados de 8 a 20 horas. Domingos y festivos de 9 a 14 horas. Los dias 24 y 31 de diciembre de 9 a 14 horas. Cerrado dias 25 de diciembre y 1 y 6 de enero.,Aceite vegetal de cocina (produccion domestica)\nPorexpan  de grandes embalajes domesticos.,Paseo,Senda Del Rey,Numero,0,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,-3.740341483155694,40.45195583614404
PLF-Distrito-de-Moratalaz,Punto Limpio Fijo,Via Publica,De lunes a sabados de 8 a 20 horas. Domingos y festivos de 9 a 14 horas. Los dias 24 y 31 de diciembre de 9 a 14 horas. Cerrado dias 25 de diciembre y 1 y 6 de enero.,Aceite vegetal de cocina (produccion domestica)\nPorexpan  de grandes embalajes domesticos.,Calle,Arroyo de la Media Legua,Numero,72,14,Moratalaz,https://wikidata.org/entity/Q2076109,-3.6513087346791924,40.41461780272006
PLF-Distrito-de-Puente-de-Vallecas,Punto Limpio Fijo,Via Publica,De lunes a sabados de 8 a 20 horas. Domingos y festivos de 9 a 14 horas. Los dias 24 y 31 de diciembre de 9 a 14 horas Cerrado dias 25 de diciembre y 1 y 6 de enero.,Aceite vegetal de cocina (produccion domestica)\nPorexpan  de grandes embalajes domesticos.,Calle,Jose Paulete,Numero,43,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,-3.6544805493613035,40.39405919715063
PLF-Distrito-de-San-Blas-Canillejas,Punto Limpio Fijo,Via Publica,De lunes a sabados de 8 a 20 horas. Domingos y festivos de 9 a 14 horas. Los dias 24 y 31 de diciembre de 9 a 14 horas. Cerrado dias 25 de diciembre y 1 y 6 de enero.,Aceite vegetal de cocina (produccion domestica)\nPorexpan  de grandes embalajes domesticos.,Calle,San Romualdo,Numero,20,20,San Blas,https://wikidata.org/entity/Q2001937,-3.6227727821586475,40.44011748836727
PLF-Distrito-de-Usera,Punto Limpio Fijo,Via Publica,De lunes a sabados de 8 a 20 horas. Domingos y festivos de 9 a 14 horas. Los dias 24 y 31 de diciembre de 9 a 14 horas. Cerrado dias 25 de diciembre y 1 y 6 de enero.,Aceite vegetal de cocina (produccion domestica)\nPorexpan  de grandes embalajes domesticos.,Calle,Cristo de la Victoria,Numero,245,12,Usera,https://wikidata.org/entity/Q953368,-3.709641940542662,40.378832792081944
PLF-Distrito-de-Vicalvaro,Punto Limpio Fijo,Via Publica,De lunes a sabados de 8 a 20 horas. Domingos y festivos de 9 a 14 horas. Los dias 24 y 31 de diciembre de 9 a 14 horas. Cerrado dias 25 de diciembre y 1 y 6 de enero.,Aceite vegetal de cocina (produccion domestica)\nPorexpan  de grandes embalajes domesticos.,Calle,Sepiolita,Numero,6,19,Vicálvaro,https://wikidata.org/entity/Q589403,-3.5987651384505117,40.406766653094905
PLF-Distrito-de-Villa-de-Vallecas,Punto Limpio Fijo,Via Publica,De lunes a sabados de 8 a 20 horas. Domingos y festivos de 9 a 14 horas. Los dias 24 y 31 de diciembre de 9 a 14 horas. Cerrado dias 25 de diciembre y 1 y 6 de enero.,Aceite vegetal de cocina (produccion domestica)\nPorexpan  de grandes embalajes domesticos.,Calle,Luis I,Numero,40,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,-3.6438334002269066,40.37599264236082
PLF-Distrito-de-Villaverde,Punto Limpio Fijo,Via Publica,De lunes a sabados de 8 a 20 horas. Domingos y festivos de 9 a 14 horas. Los dias 24 y 31 de diciembre de 9 a 14 horas. Cerrado dias 25 de diciembre y 1 y 6 de enero.,Aceite vegetal de cocina (produccion domestica)\nPorexpan  de grandes embalajes domesticos.,Calle,Bascuñuelos,Numero,3,17,Villaverde,https://wikidata.org/entity/Q919536,-3.710338811947032,40.33861175835989
PLP-Galileo-39,Punto Limpio de Proximidad,Centro Cultural Galileo *,Lunes a Viernes 8:30 a 21:30. Sabados y Domingos 9:30 a 20:30.,Aceite vegetal de cocina (5 Litros)\nAerosoles (5 unidades)\nCD´s/DVD´s/casetes... y sus embalajes (20 unidades)\nCintas de video (20 unidades)\nPequeños aparatos elecrtricos y electronicos (RAEE´s): ebooks/MP3/MP4/MP5/Ipods/tablets/mandos de television/USB´s y telefonos moviles/lectores de DVDs y CDs… (1 unidad),Calle,Galileo,Numero,39,7,Chamberí,https://wikidata.org/entity/Q1763370,-3.7104999533736454,40.43372015539671
