NAME,DATA_TYPE,CENTER,SCHEDULE,WASTE,ROAD_TYPE,ROAD_NAME,NUM_TYPE,NUM,DISTRICT_CODE,DISTRICT,DISTRICT_URL,UTMX,UTMY
CR-Carmen-Cobeña-3,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Carmen Cobeña,Numero,3,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.710779837585504,40.40135030880109
CR-Imperial-87,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Paseo,Imperial,Numero,87,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.715359928732378,40.40153017255648
CR-Toledo-171,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Toledo,Numero,171,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.7131994812021807,40.40261019169166
CR-Toledo-122,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Toledo,Numero,122,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.712390517672612,40.40579988110194
CR-Olmos-4,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Paseo,Olmos,Numero,4,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.711259746687422,40.40552035458556
CR-Pontones-14,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Paseo,Pontones,Numero,14,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.7171352093777674,40.4045150481517
CR-Pontones-19,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Paseo,Pontones,Numero,19,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.7178701491583577,40.40442994652371
CR-Melancolicos-43,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Paseo,Melancolicos,Numero,43,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.720329902587718,40.40544978905162
CR-Imperial-20,Contenedor de ropa,Centro Deportivo Municipal Marques de Samaranch,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Paseo,Imperial,Numero,20,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.7173595646806104,40.407620519002855
CR-Imperial-12,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Paseo,Imperial,Numero,12,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.7178095281594676,40.409040255552405
CR-Melancolicos-1,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Paseo,Melancolicos,Numero,1,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.7191497266220024,40.409610308386725
CR-Juan-Duque-25,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Juan Duque,Numero,25,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.719389492935604,40.411540356506734
CR-Virgen-del-Puerto-59,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Paseo,Virgen del Puerto,Numero,59,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.722034632961942,40.405221317126035
CR-Virgen-Puerto-11,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Paseo,Virgen Puerto,Numero,11,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.720870179289445,40.41312032946807
CR-Plomo-5,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Plomo,Numero,5,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.689581864021129,40.39179148315125
CR-Bolivar-13,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Bolivar,Numero,13,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.6914969989104813,40.39242401560672
CR-Sebastian-El-Cano-12,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Sebastian El Cano,Numero,12,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.699983112497601,40.404389976888595
CR-Moratines-15,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Moratines,Numero,15,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.703133809842918,40.40290931953788
CR-Embajadores-157,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Embajadores,Numero,157,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.6955990014861775,40.3958101598255
CR-Estrella-Denebola-8,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Estrella Denebola,Numero,8,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.684798154171917,40.395725710311915
CR-Planeta-Tierra-esq-c/-Nereida-4,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Planeta Tierra esq c/ Nereida,Numero,4,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.679309036310775,40.39225643713946
CR-Ronda-de-Segovia-20,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Ronda de Segovia,Numero,20,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.7164972706272565,40.40840226586168
CR-Cobos-de-Segovia-5,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Cobos de Segovia,Numero,5,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.7189579093764142,40.40612671015043
CR-Juan-Antonio-Vallejo---Najera-Botas-59,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Juan Antonio Vallejo - Najera Botas,Numero,59,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.7152604023422393,40.40389530628407
CR-de-la-Chopera-21,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Paseo,de la Chopera,Numero,21,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.7002697040551693,40.396029717341
CR-Fray-Luis-de-Leon-11,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Fray Luis de Leon,Numero,11,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.6982451107504235,40.40424372788985
CR-Melancolicos-23,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Paseo,Melancolicos,Numero,23,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.720388598452657,40.406102579788126
CR-Embajadores-294,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Embajadores,Numero,294,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.688919372110731,40.38515879535568
CR-Algete-2,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Algete,Numero,2,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.694428694855227,40.389066868576194
CR-Chopera-39,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Paseo,Chopera,Numero,39,2,Arganzuela,https://wikidata.org/entity/Q2000929,-3.699680946983427,40.39464642416593
CR-Alameda-de-Osuna-65,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Paseo,Alameda de Osuna,Numero,65,21,Barajas,https://wikidata.org/entity/Q807230,-3.5909294522844863,40.45731017447622
CR-Navio-4,Contenedor de ropa,Centro Integrado Teresa De Calcuta,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Plaza,Navio,Numero,4,21,Barajas,https://wikidata.org/entity/Q807230,-3.587535103956053,40.45525098940356
CR-Pinos-de-Osuna-7,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Pinos de Osuna,Numero,7,21,Barajas,https://wikidata.org/entity/Q807230,-3.5927095315692514,40.45233060661937
CR-Balandro-37,Contenedor de ropa,Mercado de Alameda de Osuna,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Balandro,Numero,37,21,Barajas,https://wikidata.org/entity/Q807230,-3.5905095256139514,40.454339976287656
CR-Logroño-235,Contenedor de ropa,Centro Deportivo Municipal de Barajas,Lunes a Viernes 08:30 a 21:00. Sabados domingos y festivos 08:30 a 14:30,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Avenida,Logroño,Numero,235,21,Barajas,https://wikidata.org/entity/Q807230,38.30378953162286,32.615725748607744
CR-General-34,Contenedor de ropa,Hiber,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Avenida,General,Numero,34,21,Barajas,https://wikidata.org/entity/Q807230,-3.580891397377246,40.47100320972649
CR-Mayor-de-Barajas-11,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Plaza,Mayor de Barajas,Numero,11,21,Barajas,https://wikidata.org/entity/Q807230,-3.5772071938589374,40.47469030832819
CR-Botica-7,Contenedor de ropa,Centro Cultural Villa de Barajas,Lunes a Viernes  9:00 a 14:00 y de 17:00 a 19:00,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Botica,Numero,7,21,Barajas,https://wikidata.org/entity/Q807230,-3.5785002287022976,40.473447540141564
CR-Ayerbe-22,Contenedor de ropa,Mercadillo en la via publica de la calle Ayerbe,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Ayerbe,Numero,22,21,Barajas,https://wikidata.org/entity/Q807230,-3.577442250752252,40.47168121230299
CR-Logroño-132,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Avenida,Logroño,Numero,132,21,Barajas,https://wikidata.org/entity/Q807230,-3.581604382427382,40.47336925930796
CR-Alhaurin-5,Contenedor de ropa,Punto Limpio Fijo,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Alhaurin,Numero,5,21,Barajas,https://wikidata.org/entity/Q807230,-3.5853792976526995,40.474010741494126
CR-Gran-Poder-35,Contenedor de ropa,Instalacion Deportiva Basica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Gran Poder,Numero,35,21,Barajas,https://wikidata.org/entity/Q807230,-3.586161642184167,40.4731522740298
CR-Playa-del-Sardinero-1,Contenedor de ropa,Mercadona,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Playa del Sardinero,Numero,1,21,Barajas,https://wikidata.org/entity/Q807230,-3.59052914538878,40.471840675787085
CR-Bahia-de-Malaga-18,Contenedor de ropa,"Instalacion Deportiva Basica ""Los Coronales""",No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Bahia de Malaga,Numero,18,21,Barajas,https://wikidata.org/entity/Q807230,-3.595099858983937,40.46767048419868
CR-Bahia-de-Pollensa-1,Contenedor de ropa,Centro Cultural Bahia Center,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Bahia de Pollensa,Numero,1,21,Barajas,https://wikidata.org/entity/Q807230,-3.593028632771874,40.46503023192577
CR-Bahia-de-Cadiz-20,Contenedor de ropa,Centro Cultural Gloria Fuertes,Lunes a Viernes  9:00 a 14:00 y de 17:00 a 19:00,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Bahia de Cadiz,Numero,20,21,Barajas,https://wikidata.org/entity/Q807230,-3.5936985365481977,40.46076130045173
CR-Alfonso-Fernandez-24,Contenedor de ropa,"Centro Sociocultural ""Carabanchel Alto""",No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Alfonso Fernandez,Numero,24,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7552903844358143,40.36688048204359
CR-Camino-Viejo-de-Leganes-154,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Camino Viejo de Leganes,Numero,154,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.731633590315316,40.3808036033314
CR-Coimbra-16,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Plaza,Coimbra,Numero,16,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7266702980706254,40.38518025197058
CR-Setubal-11,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Plaza,Setubal,Numero,11,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7242000477146235,40.38333987719182
CR-De-Portalegre-108,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,De Portalegre,Numero,108,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.723640100953781,40.38583980024581
CR-Antonia-Lancha-54,Contenedor de ropa,"Centro De Mayores ""San Vicente Paul""",No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Antonia Lancha,Numero,54,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.722809823119732,40.38598012934006
CR-Via-Lusitana-100,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Via Lusitana,Numero,100,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.718379523246433,40.384720338742326
CR-De-la-Via-15,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,De la Via,Numero,15,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7191097607668713,40.38603022555499
CR-Portalegre-11,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Portalegre,Numero,11,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7187696583716616,40.38650982155371
CR-Alejandro-Sanchez-100,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Alejandro Sanchez,Numero,100,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7176370570514647,40.38925994150946
CR-Mercedes-Arteaga-45,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Mercedes Arteaga,Numero,45,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7228198933967116,40.3911098364674
CR-Catorce-Olivas-s/n,Contenedor de ropa,"Centro Deportivo Municipal ""Francisco Fernandez Ochoa"".",Lunes a Viernes 7:00 a 23:00. Sabados 8:00 a 22:00. Domingos y festivos 9:00 a 15:00,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Catorce Olivas,Numero,s/n,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7409594689150825,40.3659902951925
CR-Antonio-Leyva-72,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Antonio Leyva,Numero,72,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.71601999981176,40.39030979388838
CR-Blasa-Perez-8,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Blasa Perez,Numero,8,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7133202828602263,40.3907201762786
CR-Matilde-Hernandez-5,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Matilde Hernandez,Numero,5,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7130894597909956,40.392629722713096
CR-Antonio-Lopez-74,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Antonio Lopez,Numero,74,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7086602937037236,40.39420020700467
CR-San-Illan-35,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Paseo,San Illan,Numero,35,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.708259782728107,40.39556032846966
CR-Antonio-Lopez-33,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Antonio Lopez,Numero,33,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7146797960502456,40.397390208224955
CR-Antonio-de-Leyva-18,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Antonio de Leyva,Numero,18,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7156798091755974,40.3946804008962
CR-Jacinto-Verdaguer-16,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Jacinto Verdaguer,Numero,16,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.717199935726664,40.39568990824112
CR-Cidro-5,Contenedor de ropa,Punto Limpio Fijo,Lunes a Viernes 7:00 a 23:00. Sabados 8:00 a 22:00. Domingos y festivos 9:00 a 15:00,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Cidro,Numero,5,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.745839491122763,40.36815985031171
CR-Oporto-52,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Avenida,Oporto,Numero,52,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7283595294259904,40.386690357373666
CR-Jose-del-Rio-23,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Jose del Rio,Numero,23,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.731150511042914,40.393980004197786
CR-Fragata-42,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Fragata,Numero,42,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.73237038755021,40.39412003300031
CR-Comandante-Fontanes-8,Contenedor de ropa,"Centro Atencion Mujeres ""Maria Maeztu""",No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Comandante Fontanes,Numero,8,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7217504352202133,40.39533997014423
CR-Via-Carpetana-141,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Via Carpetana,Numero,141,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.740870257144045,40.39301002217955
CR-Laguna-115,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Laguna,Numero,115,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7420104268246224,40.39147026880847
CR-Las-Clarisas-21,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Las Clarisas,Numero,21,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7268098242505663,40.3900496837395
CR-Pedro-Diez-1,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Avenida,Pedro Diez,Numero,1,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7290600754005214,40.39058056696533
CR-Julian-Gonzalez-7,Contenedor de ropa,"Instalacion Deportiva Basica ""Julian Gonzalez""",No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Julian Gonzalez,Numero,7,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.719239948841727,40.39859977852323
CR-Ontanilla-25,Contenedor de ropa,"Instalacion Deportiva Basica ""Ontanilla""",No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Ontanilla,Numero,25,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7314397852818884,40.37541045466532
CR-Patrimonio--Humanidad-37,Contenedor de ropa,Centro Atencion Adolescentes Aspa.,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Patrimonio  Humanidad,Numero,37,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7632704851972374,40.36169019699873
CR-Del-Euro-27,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Del Euro,Numero,27,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.74759038459146,40.3661899657027
CR-Peseta-103,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Avenida,Peseta,Numero,103,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7466694688714886,40.363320207702145
CR-Peseta-62,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Avenida,Peseta,Numero,62,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.756389927530732,40.36209036148879
CR-Patrimonio--Humanidad-6,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Patrimonio  Humanidad,Numero,6,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.758839626467948,40.361249980261974
CR-Salvador-Allende-22,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Salvador Allende,Numero,22,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.757879676761532,40.36386981723509
CR-Verdad-29,Contenedor de ropa,"Centro Cultural ""Fernando Lazaro Carreter""",No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Verdad,Numero,29,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7171299838573875,40.39153986175977
CR-Pinar-de-San-Jose-50,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Pinar de San Jose,Numero,50,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.766760182869441,40.362840098610576
CR-Peseta-22,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Avenida,Peseta,Numero,22,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.763230204289651,40.36427967981968
CR-Camino-de-las-Cruces-17,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Camino de las Cruces,Numero,17,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7592002625897654,40.369670224066816
CR-Zaida-36,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Zaida,Numero,36,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.736060574403462,40.39333983981324
CR-Carabanchel-Alto-90,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Avenida,Carabanchel Alto,Numero,90,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.753540560894021,40.367870285360695
CR-Carabanchel-Alto-34,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Avenida,Carabanchel Alto,Numero,34,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.752000110497826,40.37222990532324
CR-Joaquin-Turina-15,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Joaquin Turina,Numero,15,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7521705643314056,40.372940515268645
CR-Ronda--de-Don-Bosco-18,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Ronda  de Don Bosco,Numero,18,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7530657783436325,40.37523543108661
CR-Eugenia-de-Montijo-87,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Eugenia de Montijo,Numero,87,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.750730215709998,40.37498052421514
CR-Eugenia-de-Montijo-74,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Calle,Eugenia de Montijo,Numero,74,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.7470237277771226,40.37942636793145
CR-Eugenia-de-Montijo-38,Contenedor de ropa,Via Publica,No hay informacion.,Ropa y calzado usados\nBolsos/cinturones y complementos de vestir\nMuñecos de peluche,Parque,Eugenia de Montijo,Numero,38,11,Carabanchel,https://wikidata.org/entity/Q1001991,-3.742694547277515,40.382248510978386
