IDDispenserRubbish,IDDistrict,DistrictName,same_as_wikidata_district,IDNeighborhood,NeighborhoodName,Active,InstallDate,Address,Model
520067,11,Carabanchel,https://wikidata.org/entity/Q1001991,116,BUENAVISTA,OPERATIVO,18/04/2011,AVENIDA DE LA PESETA 96,50_LTS_EX
7886328,19,Vicálvaro,https://wikidata.org/entity/Q589403,194,EL CANAVERAL,OPERATIVO,,,50_LTS_EX
523337,3,Retiro,https://wikidata.org/entity/Q2002296,35,LOS JERONIMOS,OPERATIVO,15/03/2012,CALLE DE ANTONIO MAURA 6,50_LTS_EX
524819,10,Latina,https://wikidata.org/entity/Q794954,101,LOS CARMENES,OPERATIVO,14/01/2013,CALLE DEL CERRO DE LA MICA 5,50_LTS_EX
524788,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,131,ENTREVIAS,OPERATIVO,27/12/2012,RONDA SUR 229,50_LTS_EX
526710,21,Barajas,https://wikidata.org/entity/Q807230,215,CORRALEJOS,OPERATIVO,04/03/2015,CALLE DE LA BAHIA DE MALAGA 18,50_LTS_EX
527838,21,Barajas,https://wikidata.org/entity/Q807230,214,TIMON,OPERATIVO,30/03/2016,CALLE DE MARIA REICHE,50_LTS_EX
464436,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,136,NUMANCIA,OPERATIVO,21/05/2010,CALLE DE LAS MARISMAS 2,50_LTS_EX
464985,20,San Blas,https://wikidata.org/entity/Q2001937,206,REJAS,OPERATIVO,24/05/2010,CALLE DE ARACNE 33,50_LTS_EX
469223,16,Hortaleza,https://wikidata.org/entity/Q1928529,166,VALDEFUENTES,OPERATIVO,31/05/2010,CALLE DE LA PRINCESA DE EBOLI 2D,50_LTS_EX
470010,5,Chamartín,https://wikidata.org/entity/Q1766348,56,CASTILLA,OPERATIVO,01/06/2010,AVENIDA DE PIO XII 94E,50_LTS_EX
470747,10,Latina,https://wikidata.org/entity/Q794954,101,LOS CARMENES,OPERATIVO,02/06/2010,CALLE DEL CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN 5,50_LTS_EX
472726,5,Chamartín,https://wikidata.org/entity/Q1766348,54,HISPANOAMERICA,OPERATIVO,07/06/2010,CALLE DE VICTOR DE LA SERNA 12,50_LTS_EX
473347,5,Chamartín,https://wikidata.org/entity/Q1766348,51,EL VISO,OPERATIVO,08/06/2010,CALLE DE ARMANDO PALACIO VALDES 1,50_LTS_EX
473641,5,Chamartín,https://wikidata.org/entity/Q1766348,51,EL VISO,OPERATIVO,08/06/2010,AVENIDA DEL DOCTOR ARCE 17,50_LTS_EX
472847,10,Latina,https://wikidata.org/entity/Q794954,103,LUCERO,OPERATIVO,07/06/2010,CALLE DE LA ALHAMBRA 56,50_LTS_EX
474051,10,Latina,https://wikidata.org/entity/Q794954,104,ALUCHE,OPERATIVO,08/06/2010,CALLE DE CAMARENA 195,50_LTS_EX
516432,3,Retiro,https://wikidata.org/entity/Q2002296,31,PACIFICO,OPERATIVO,21/02/2011,PLAZA DE MARIANO DE CAVIA 3,50_LTS_EX
487932,6,Tetuán,https://wikidata.org/entity/Q1773540,63,CASTILLEJOS,OPERATIVO,14/06/2010,CALLE DE ROSARIO PINO 9,50_LTS_EX
488650,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,91,CASA DE CAMPO,OPERATIVO,15/06/2010,PASEO DEL PINTOR ROSALES 74,50_LTS_EX
7886679,19,Vicálvaro,https://wikidata.org/entity/Q589403,194,EL CANAVERAL,OPERATIVO,,,50_LTS_EX
7886683,19,Vicálvaro,https://wikidata.org/entity/Q589403,194,EL CANAVERAL,OPERATIVO,,,50_LTS_EX
7886688,19,Vicálvaro,https://wikidata.org/entity/Q589403,194,EL CANAVERAL,OPERATIVO,,,50_LTS_EX
493935,2,Arganzuela,https://wikidata.org/entity/Q2000929,23,CHOPERA,OPERATIVO,25/06/2010,CALLE DE JAIME EL CONQUISTADOR 48,50_LTS_EX
495683,3,Retiro,https://wikidata.org/entity/Q2002296,32,ADELFAS,OPERATIVO,30/06/2010,AVENIDA DE LA CIUDAD DE BARCELONA 200,50_LTS_EX
7886690,19,Vicálvaro,https://wikidata.org/entity/Q589403,194,EL CANAVERAL,OPERATIVO,,,50_LTS_EX
499106,3,Retiro,https://wikidata.org/entity/Q2002296,34,IBIZA,OPERATIVO,07/07/2010,AVENIDA DE MENENDEZ PELAYO 19,50_LTS_EX
499280,4,Salamanca,https://wikidata.org/entity/Q1773521,44,GUINDALERA,OPERATIVO,07/07/2010,CALLE DE AZCONA 9,50_LTS_EX
500543,4,Salamanca,https://wikidata.org/entity/Q1773521,45,LISTA,OPERATIVO,08/07/2010,CALLE DE JOSE ORTEGA Y GASSET 88,50_LTS_EX
501071,11,Carabanchel,https://wikidata.org/entity/Q1001991,116,BUENAVISTA,OPERATIVO,09/07/2010,AVENIDA DEL EURO 11,50_LTS_EX
502023,4,Salamanca,https://wikidata.org/entity/Q1773521,42,GOYA,OPERATIVO,13/07/2010,CALLE DE NARVAEZ 9,50_LTS_EX
7886691,19,Vicálvaro,https://wikidata.org/entity/Q589403,194,EL CANAVERAL,OPERATIVO,,,50_LTS_EX
511164,2,Arganzuela,https://wikidata.org/entity/Q2000929,26,PALOS DE MOGUER,OPERATIVO,04/08/2010,CALLE DE PALOS DE LA FRONTERA 14,50_LTS_EX
513655,7,Chamberí,https://wikidata.org/entity/Q1763370,73,TRAFALGAR,OPERATIVO,30/11/2010,CALLE DE SANDOVAL 4,50_LTS_EX
514463,6,Tetuán,https://wikidata.org/entity/Q1773540,64,ALMENARA,OPERATIVO,11/01/2011,AVENIDA DE ASTURIAS 59,50_LTS_EX
514494,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,85,LA PAZ,OPERATIVO,14/01/2011,CALLE DE ANTONIO LOPEZ AGUADO 10,50_LTS_EX
514539,12,Usera,https://wikidata.org/entity/Q953368,126,ZOFIO,OPERATIVO,19/01/2011,CALLE DEL PARQUE DE LA PALOMA 7,50_LTS_EX
514796,6,Tetuán,https://wikidata.org/entity/Q1773540,65,VALDEACEDERAS,OPERATIVO,24/01/2011,CALLE DE SANCHEZ PRECIADO 62,50_LTS_EX
514929,20,San Blas,https://wikidata.org/entity/Q2001937,201,SIMANCAS,OPERATIVO,26/01/2011,CALLE DEL CASTILLO DE OROPESA 37,50_LTS_EX
514953,19,Vicálvaro,https://wikidata.org/entity/Q589403,193,VALDERRIVAS,OPERATIVO,27/01/2011,CALLE DE LA CALIZA 22,50_LTS_EX
515002,21,Barajas,https://wikidata.org/entity/Q807230,215,CORRALEJOS,OPERATIVO,27/01/2011,CALLE DE BRIONES 63,50_LTS_EX
515122,5,Chamartín,https://wikidata.org/entity/Q1766348,54,HISPANOAMERICA,OPERATIVO,31/01/2011,CALLE DE URUGUAY 25,50_LTS_EX
515227,14,Moratalaz,https://wikidata.org/entity/Q2076109,145,FONTARRON,OPERATIVO,02/02/2011,CALLE DEL ARROYO FONTARRON 85,50_LTS_EX
515229,14,Moratalaz,https://wikidata.org/entity/Q2076109,145,FONTARRON,OPERATIVO,02/02/2011,CALLE DEL CORREGIDOR JUAN FRANCISCO DE LUJAN 10,50_LTS_EX
515253,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,152,PUEBLO NUEVO,OPERATIVO,03/02/2011,CALLE DE FRANCISCO RIOJA 9,50_LTS_EX
515373,3,Retiro,https://wikidata.org/entity/Q2002296,32,ADELFAS,OPERATIVO,07/02/2011,CALLE DE FEDERICO MORENO TORROBA 2,50_LTS_EX
515384,3,Retiro,https://wikidata.org/entity/Q2002296,34,IBIZA,OPERATIVO,07/02/2011,CALLE DE IBIZA 24,50_LTS_EX
515685,16,Hortaleza,https://wikidata.org/entity/Q1928529,163,CANILLAS,OPERATIVO,14/02/2011,CARRETERA DE CANILLAS 24,50_LTS_EX
516180,2,Arganzuela,https://wikidata.org/entity/Q2000929,24,LEGAZPI,OPERATIVO,18/02/2011,CALLE DE EMBAJADORES 316B,50_LTS_EX
516275,12,Usera,https://wikidata.org/entity/Q953368,122,ORCASUR,OPERATIVO,21/02/2011,CALLE DEL DOCTOR TOLOSA LATOUR 13A,50_LTS_EX
516352,2,Arganzuela,https://wikidata.org/entity/Q2000929,22,ACACIAS,OPERATIVO,21/02/2011,PASEO DE LAS ACACIAS 19,50_LTS_EX
516488,12,Usera,https://wikidata.org/entity/Q953368,123,SAN FERMIN,OPERATIVO,22/02/2011,CALLE DE LA ESTAFETA 22,50_LTS_EX
516627,14,Moratalaz,https://wikidata.org/entity/Q2076109,144,MEDIA LEGUA,OPERATIVO,22/02/2011,CALLE DEL CORREGIDOR DIEGO DE VALDERRABANO 68,50_LTS_EX
516653,6,Tetuán,https://wikidata.org/entity/Q1773540,65,VALDEACEDERAS,OPERATIVO,22/02/2011,CALLE DE LAS ORQUIDEAS 7,50_LTS_EX
516707,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,131,ENTREVIAS,OPERATIVO,22/02/2011,RONDA SUR 81,50_LTS_EX
516898,14,Moratalaz,https://wikidata.org/entity/Q2076109,143,MARROQUINA,OPERATIVO,23/02/2011,CALLE DE LA MARROQUINA 9,50_LTS_EX
516896,14,Moratalaz,https://wikidata.org/entity/Q2076109,143,MARROQUINA,OPERATIVO,23/02/2011,CALLE DE LA MARROQUINA 28,50_LTS_EX
516948,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,181,CASCO H.VALLECAS,OPERATIVO,23/02/2011,CALLE DE FELIPE ALVAREZ 36,50_LTS_EX
517137,7,Chamberí,https://wikidata.org/entity/Q1763370,74,ALMAGRO,OPERATIVO,23/02/2011,PASEO DE LA CASTELLANA 29,50_LTS_EX
517232,11,Carabanchel,https://wikidata.org/entity/Q1001991,113,SAN ISIDRO,OPERATIVO,23/02/2011,CALLE DEL GENERAL RICARDOS 98,50_LTS_EX
517312,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,91,CASA DE CAMPO,OPERATIVO,24/02/2011,AVENIDA DE VALLADOLID 41,50_LTS_EX
517315,20,San Blas,https://wikidata.org/entity/Q2001937,207,CANILLEJAS,OPERATIVO,24/02/2011,CALLE DE NICOLASA GOMEZ 97,50_LTS_EX
517361,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,97,ARAVACA,OPERATIVO,24/02/2011,CALLE DE SIGUENZA 14,50_LTS_EX
517442,7,Chamberí,https://wikidata.org/entity/Q1763370,75,RIOS ROSAS,OPERATIVO,24/02/2011,CALLE DE ZURBANO 95,50_LTS_EX
517511,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,155,SAN PASCUAL,OPERATIVO,24/02/2011,CALLE DE ARTURO SORIA 77,50_LTS_EX
517669,21,Barajas,https://wikidata.org/entity/Q807230,211,ALAMEDA DE OSUNA,OPERATIVO,25/02/2011,CALLE DE ANTONIO SANCHA 94,50_LTS_EX
517855,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,83,PENA GRANDE,OPERATIVO,25/02/2011,AVENIDA DE BETANZOS 77,50_LTS_EX
517852,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,83,PENA GRANDE,OPERATIVO,25/02/2011,AVENIDA DE BETANZOS 85,50_LTS_EX
517982,11,Carabanchel,https://wikidata.org/entity/Q1001991,116,BUENAVISTA,OPERATIVO,26/02/2011,CALLE DE LA FORSITIA 16,50_LTS_EX
517985,11,Carabanchel,https://wikidata.org/entity/Q1001991,116,BUENAVISTA,OPERATIVO,26/02/2011,CALLE DE LOS MORALES 10E,50_LTS_EX
518067,11,Carabanchel,https://wikidata.org/entity/Q1001991,117,ABRANTES,OPERATIVO,26/02/2011,CALLE DE CAZALEGAS 9,50_LTS_EX
518069,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,86,VALVERDE,OPERATIVO,26/02/2011,CALLE DE MATARO 20,50_LTS_EX
524245,7,Chamberí,https://wikidata.org/entity/Q1763370,74,ALMAGRO,OPERATIVO,27/12/2011,CALLE DE ALONSO CANO 2,50_LTS_EX
525650,14,Moratalaz,https://wikidata.org/entity/Q2076109,145,FONTARRON,OPERATIVO,30/07/2013,CALLE DE LA HACIENDA DE PAVONES 266,50_LTS_EX
525936,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,152,PUEBLO NUEVO,OPERATIVO,30/04/2014,CALLE DE VAZQUEZ DE MELLA 14,50_LTS_EX
516384,16,Hortaleza,https://wikidata.org/entity/Q1928529,164,PINAR DEL REY,OPERATIVO,21/02/2011,CALLE DE ANASTRO 78,50_LTS_EX
467686,16,Hortaleza,https://wikidata.org/entity/Q1928529,164,PINAR DEL REY,OPERATIVO,28/05/2010,CALLE DE ANGEL LUIS DE LA HERRAN 3,50_LTS_EX
470485,16,Hortaleza,https://wikidata.org/entity/Q1928529,165,APOSTOL SANTIAGO,OPERATIVO,02/06/2010,CALLE DE MONOVAR 6,50_LTS_EX
470862,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,153,QUINTANA,OPERATIVO,02/06/2010,CALLE DE ARTURO SORIA 18,50_LTS_EX
472344,5,Chamartín,https://wikidata.org/entity/Q1766348,54,HISPANOAMERICA,OPERATIVO,07/06/2010,AVENIDA DE ALFONSO XIII 80,50_LTS_EX
473573,10,Latina,https://wikidata.org/entity/Q794954,104,ALUCHE,OPERATIVO,08/06/2010,CALLE DE JOSE MAURELO 25,50_LTS_EX
473725,5,Chamartín,https://wikidata.org/entity/Q1766348,51,EL VISO,OPERATIVO,08/06/2010,CALLE DEL CINCA 10,50_LTS_EX
489935,2,Arganzuela,https://wikidata.org/entity/Q2000929,26,PALOS DE MOGUER,OPERATIVO,16/06/2010,PASEO DE LAS DELICIAS 46,50_LTS_EX
491001,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,93,CIUDAD UNIVERSITARIA,OPERATIVO,21/06/2010,CALLE DE DOMENICO SCARLATTI 15,50_LTS_EX
491223,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,86,VALVERDE,OPERATIVO,22/06/2010,RONDA DEL CABALLERO DE LA MANCHA 69,50_LTS_EX
492027,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,97,ARAVACA,OPERATIVO,23/06/2010,AVENIDA DE LA OSA MAYOR 94,50_LTS_EX
493316,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,93,CIUDAD UNIVERSITARIA,OPERATIVO,24/06/2010,CALLE DE FRANCISCO DE DIEGO 14,50_LTS_EX
494911,21,Barajas,https://wikidata.org/entity/Q807230,214,TIMON,OPERATIVO,29/06/2010,PASEO DEL ZURRON 12G,50_LTS_EX
500072,4,Salamanca,https://wikidata.org/entity/Q1773521,43,FUENTE DEL BERRO,OPERATIVO,08/07/2010,CALLE DE SANCHO DAVILA 30,50_LTS_EX
512893,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,183,ENSANCHE DE VALLECAS,OPERATIVO,15/11/2010,AVENIDA DE LAS SUERTES 12,50_LTS_EX
513665,7,Chamberí,https://wikidata.org/entity/Q1763370,73,TRAFALGAR,OPERATIVO,30/11/2010,CALLE DE JUAN DE AUSTRIA 18,50_LTS_EX
513970,12,Usera,https://wikidata.org/entity/Q953368,123,SAN FERMIN,OPERATIVO,03/12/2010,CALLE DE ELIZONDO 53,50_LTS_EX
514001,10,Latina,https://wikidata.org/entity/Q794954,102,PUERTA DEL ANGEL,OPERATIVO,03/12/2010,AVENIDA DE PORTUGAL 141,50_LTS_EX
514429,4,Salamanca,https://wikidata.org/entity/Q1773521,44,GUINDALERA,OPERATIVO,10/01/2011,CALLE DE OLTRA 2,50_LTS_EX
514509,1,Centro,https://wikidata.org/entity/Q1763376,12,EMBAJADORES,OPERATIVO,18/01/2011,CALLE DE ARGUMOSA 32,50_LTS_EX
514681,2,Arganzuela,https://wikidata.org/entity/Q2000929,21,IMPERIAL,OPERATIVO,21/01/2011,PASEO DE LA VIRGEN DEL PUERTO 59,50_LTS_EX
514751,2,Arganzuela,https://wikidata.org/entity/Q2000929,24,LEGAZPI,OPERATIVO,24/01/2011,CALLE DEL MAESTRO ARBOS 29,50_LTS_EX
514844,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,135,PORTAZGO,OPERATIVO,25/01/2011,CALLE DE PEDRO LABORDE 49,50_LTS_EX
514917,17,Villaverde,https://wikidata.org/entity/Q919536,174,LOS ROSALES,OPERATIVO,26/01/2011,CALLE DE LA GENEROSIDAD 19,50_LTS_EX
515161,5,Chamartín,https://wikidata.org/entity/Q1766348,56,CASTILLA,OPERATIVO,01/02/2011,CALLE DE ESTEBAN TERRADAS 3,50_LTS_EX
515196,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,152,PUEBLO NUEVO,OPERATIVO,02/02/2011,CALLE DE FERNANDO GABRIEL 18,50_LTS_EX
515413,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,96,EL PLANTIO,OPERATIVO,08/02/2011,CALLE DE FEDERICO AGUSTI 39,50_LTS_EX
515547,4,Salamanca,https://wikidata.org/entity/Q1773521,44,GUINDALERA,OPERATIVO,10/02/2011,CALLE DE PILAR DE ZARAGOZA 83,50_LTS_EX
515549,4,Salamanca,https://wikidata.org/entity/Q1773521,44,GUINDALERA,OPERATIVO,10/02/2011,CALLE DE COSLADA 4,50_LTS_EX
515957,12,Usera,https://wikidata.org/entity/Q953368,125,MOSCARDO,OPERATIVO,18/02/2011,PASEO DE SANTA MARIA DE LA CABEZA 113,50_LTS_EX
516446,5,Chamartín,https://wikidata.org/entity/Q1766348,54,HISPANOAMERICA,OPERATIVO,21/02/2011,CALLE TERCERA 1,50_LTS_EX
516617,20,San Blas,https://wikidata.org/entity/Q2001937,208,EL SALVADOR,OPERATIVO,22/02/2011,CALLE DE LOPEZ DE ARANDA 17A,50_LTS_EX
516730,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,131,ENTREVIAS,OPERATIVO,22/02/2011,CALLE DE MEMBEZAR 90,50_LTS_EX
517276,14,Moratalaz,https://wikidata.org/entity/Q2076109,143,MARROQUINA,OPERATIVO,24/02/2011,CALLE DE LA CIUDAD DE AGUILAS 6,50_LTS_EX
517406,11,Carabanchel,https://wikidata.org/entity/Q1001991,113,SAN ISIDRO,OPERATIVO,24/02/2011,CALLE DE LA BANDERA 27,50_LTS_EX
517472,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,155,SAN PASCUAL,OPERATIVO,24/02/2011,CALLE DE ARTURO SORIA 120,50_LTS_EX
517865,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,84,EL PILAR,OPERATIVO,25/02/2011,CALLE DEL PUERTO DE MASPALOMAS 17,50_LTS_EX
517895,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,84,EL PILAR,OPERATIVO,25/02/2011,AVENIDA DE BETANZOS 75,50_LTS_EX
518180,2,Arganzuela,https://wikidata.org/entity/Q2000929,22,ACACIAS,OPERATIVO,28/02/2011,RONDA DE TOLEDO 30,50_LTS_EX
518208,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,86,VALVERDE,OPERATIVO,28/02/2011,PASEO DE SAN MILLAN DE LA COGOLLA 32,50_LTS_EX
518206,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,88,EL GOLOSO,OPERATIVO,28/02/2011,AVENIDA DEL MONASTERIO DE SILOS 44E,50_LTS_EX
518282,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,87,MIRASIERRA,OPERATIVO,28/02/2011,CALLE DEL VALLE DE LACIANA 21,50_LTS_EX
518476,16,Hortaleza,https://wikidata.org/entity/Q1928529,161,PALOMAS,OPERATIVO,03/03/2011,CALLE DE LUIS DE LA MATA 15I,50_LTS_EX
518522,3,Retiro,https://wikidata.org/entity/Q2002296,36,NINO JESUS,OPERATIVO,08/03/2011,CALLE DEL CONDE DE CARTAGENA 18,50_LTS_EX
519093,14,Moratalaz,https://wikidata.org/entity/Q2076109,144,MEDIA LEGUA,OPERATIVO,04/04/2011,PLAZA DEL ENCUENTRO 1C,50_LTS_EX
523790,16,Hortaleza,https://wikidata.org/entity/Q1928529,163,CANILLAS,OPERATIVO,23/01/2012,CALLE DE ANDRES OBISPO 39,50_LTS_EX
524629,1,Centro,https://wikidata.org/entity/Q1763376,12,EMBAJADORES,OPERATIVO,19/10/2012,CALLE DE SANTA ISABEL 48B,50_LTS_EX
525130,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,86,VALVERDE,OPERATIVO,18/04/2012,CALLE DE VILORIA DE LA RIOJA 39,50_LTS_EX
525518,10,Latina,https://wikidata.org/entity/Q794954,107,LAS AGUILAS,OPERATIVO,13/12/2013,CALLE DE ALDEANUEVA DE LA VERA 32,50_LTS_EX
526530,4,Salamanca,https://wikidata.org/entity/Q1773521,41,RECOLETOS,OPERATIVO,19/01/2015,CALLE DE CLAUDIO COELLO 44,50_LTS_EX
526873,16,Hortaleza,https://wikidata.org/entity/Q1928529,166,VALDEFUENTES,OPERATIVO,13/04/2015,CALLE DE FELIX CANDELA,50_LTS_EX
527847,16,Hortaleza,https://wikidata.org/entity/Q1928529,166,VALDEFUENTES,OPERATIVO,04/04/2016,CALLE DE SECUNDINO ZUAZO,50_LTS_EX
515806,16,Hortaleza,https://wikidata.org/entity/Q1928529,163,CANILLAS,OPERATIVO,16/02/2011,CALLE DE LAS PEDRONERAS 39,50_LTS_EX
516304,12,Usera,https://wikidata.org/entity/Q953368,122,ORCASUR,OPERATIVO,21/02/2011,CALLE DE MOREJA 32,50_LTS_EX
484985,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,85,LA PAZ,OPERATIVO,09/06/2010,CALLE DE FINISTERRE 52,50_LTS_EX
464791,16,Hortaleza,https://wikidata.org/entity/Q1928529,162,PIOVERA,OPERATIVO,24/05/2010,AVENIDA DE MACHUPICHU 10,50_LTS_EX
465384,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,136,NUMANCIA,OPERATIVO,25/05/2010,AVENIDA DE LA ALBUFERA 21,50_LTS_EX
471601,5,Chamartín,https://wikidata.org/entity/Q1766348,54,HISPANOAMERICA,OPERATIVO,04/06/2010,CALLE DEL DOCTOR FLEMING 28,50_LTS_EX
474375,5,Chamartín,https://wikidata.org/entity/Q1766348,51,EL VISO,OPERATIVO,09/06/2010,CALLE DE VELAZQUEZ 162,50_LTS_EX
474089,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,84,EL PILAR,OPERATIVO,08/06/2010,PLAZA DE PUERTO DE LA CRUZ 3,50_LTS_EX
484620,16,Hortaleza,https://wikidata.org/entity/Q1928529,162,PIOVERA,OPERATIVO,21/05/2010,AVENIDA DE CARONDELET 42,50_LTS_EX
490104,6,Tetuán,https://wikidata.org/entity/Q1773540,62,CUATRO CAMINOS,OPERATIVO,16/06/2010,AVENIDA DEL GENERAL PERON 8,50_LTS_EX
490326,2,Arganzuela,https://wikidata.org/entity/Q2000929,22,ACACIAS,OPERATIVO,17/06/2010,CALLE DE EMBAJADORES 100,50_LTS_EX
491442,2,Arganzuela,https://wikidata.org/entity/Q2000929,22,ACACIAS,OPERATIVO,22/06/2010,PASEO DE LAS YESERIAS 10,50_LTS_EX
494399,21,Barajas,https://wikidata.org/entity/Q807230,214,TIMON,OPERATIVO,28/06/2010,CALLE DE ALHAURIN 19,50_LTS_EX
496252,21,Barajas,https://wikidata.org/entity/Q807230,211,ALAMEDA DE OSUNA,OPERATIVO,01/07/2010,PASEO DE LA ALAMEDA DE OSUNA 79,50_LTS_EX
501328,4,Salamanca,https://wikidata.org/entity/Q1773521,43,FUENTE DEL BERRO,OPERATIVO,09/07/2010,CALLE DE BOCANGEL 32,50_LTS_EX
503761,4,Salamanca,https://wikidata.org/entity/Q1773521,41,RECOLETOS,OPERATIVO,14/07/2010,CALLE DE VELAZQUEZ 8,50_LTS_EX
505142,7,Chamberí,https://wikidata.org/entity/Q1763370,71,GAZTAMBIDE,OPERATIVO,16/07/2010,CALLE DE RODRIGUEZ SAN PEDRO 62,50_LTS_EX
506266,1,Centro,https://wikidata.org/entity/Q1763376,13,CORTES,OPERATIVO,20/07/2010,CALLE DEL MARQUES DE CUBAS 1,50_LTS_EX
511390,6,Tetuán,https://wikidata.org/entity/Q1773540,63,CASTILLEJOS,OPERATIVO,05/10/2010,CALLE DE SOR ANGELA DE LA CRUZ 5,50_LTS_EX
512492,16,Hortaleza,https://wikidata.org/entity/Q1928529,161,PALOMAS,OPERATIVO,08/11/2010,CALLE DE LAS CAMELIAS 11,50_LTS_EX
513576,14,Moratalaz,https://wikidata.org/entity/Q2076109,142,HORCAJO,OPERATIVO,25/11/2010,CALLE DE MUNICH,50_LTS_EX
514368,3,Retiro,https://wikidata.org/entity/Q2002296,36,NINO JESUS,OPERATIVO,29/12/2010,AVENIDA DE NAZARET 13B,50_LTS_EX
514361,3,Retiro,https://wikidata.org/entity/Q2002296,32,ADELFAS,OPERATIVO,29/12/2010,CALLE DE SANTA SABINA 3,50_LTS_EX
514431,4,Salamanca,https://wikidata.org/entity/Q1773521,44,GUINDALERA,OPERATIVO,10/01/2011,PLAZA DE BASILEA 1B,50_LTS_EX
514613,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,182,SANTA EUGENIA,OPERATIVO,20/01/2011,CALLE DE ENRIQUE GARCIA ALVAREZ 12,50_LTS_EX
514734,17,Villaverde,https://wikidata.org/entity/Q919536,171,VILLAVERDE ALTO C.H.,OPERATIVO,24/01/2011,CALLE DE LOS ESCRIBANOS 33,50_LTS_EX
514740,17,Villaverde,https://wikidata.org/entity/Q919536,171,VILLAVERDE ALTO C.H.,OPERATIVO,24/01/2011,CALLE DE VILLALONSO 41,50_LTS_EX
515024,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,183,ENSANCHE DE VALLECAS,OPERATIVO,27/01/2011,CALLE DE ANTONIO GADES 43,50_LTS_EX
515103,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,155,SAN PASCUAL,OPERATIVO,31/01/2011,AVENIDA DE BADAJOZ 5,50_LTS_EX
515170,5,Chamartín,https://wikidata.org/entity/Q1766348,55,NUEVA ESPANA,OPERATIVO,01/02/2011,CALLE DEL DOCTOR FLEMING 58,50_LTS_EX
515321,14,Moratalaz,https://wikidata.org/entity/Q2076109,146,VINATEROS,OPERATIVO,03/02/2011,CALLE DE LUIS DE HOYOS SAINZ 80,50_LTS_EX
515402,4,Salamanca,https://wikidata.org/entity/Q1773521,42,GOYA,OPERATIVO,07/02/2011,CALLE DE MAIQUEZ 10,50_LTS_EX
515941,1,Centro,https://wikidata.org/entity/Q1763376,12,EMBAJADORES,OPERATIVO,18/02/2011,CALLE DEL DUQUE DE RIVAS 5,50_LTS_EX
516071,5,Chamartín,https://wikidata.org/entity/Q1766348,52,PROSPERIDAD,OPERATIVO,18/02/2011,CALLE DE LA CONSTANCIA 51,50_LTS_EX
516076,3,Retiro,https://wikidata.org/entity/Q2002296,35,LOS JERONIMOS,OPERATIVO,18/02/2011,CALLE DE O'DONNELL 9,50_LTS_EX
516081,5,Chamartín,https://wikidata.org/entity/Q1766348,52,PROSPERIDAD,OPERATIVO,18/02/2011,CALLE DE PRADENA DEL RINCON 1,50_LTS_EX
516424,5,Chamartín,https://wikidata.org/entity/Q1766348,54,HISPANOAMERICA,OPERATIVO,21/02/2011,AVENIDA DE RAMON Y CAJAL 21,50_LTS_EX
516459,16,Hortaleza,https://wikidata.org/entity/Q1928529,165,APOSTOL SANTIAGO,OPERATIVO,21/02/2011,CALLE DE BACARES 9,50_LTS_EX
516504,17,Villaverde,https://wikidata.org/entity/Q919536,171,VILLAVERDE ALTO C.H.,OPERATIVO,22/02/2011,ACCESO A LA COLONIA MARCONI 11,50_LTS_EX
