IDDispenserRubbish,IDDistrict,DistrictName,same_as_wikidata_district,IDNeighborhood,NeighborhoodName,Active,InstallDate,Address,Model
516251,12,Usera,https://wikidata.org/entity/Q953368,121,ORCASITAS,OPERATIVO,21/02/2011,PLAZA DE LAS ASAMBLEAS 10,50_LTS_EX
516508,1,Centro,https://wikidata.org/entity/Q1763376,15,UNIVERSIDAD,OPERATIVO,22/02/2011,CALLE DEL CONDE DUQUE 44,50_LTS_EX
516506,17,Villaverde,https://wikidata.org/entity/Q919536,171,VILLAVERDE ALTO C.H.,OPERATIVO,22/02/2011,CALLE TRANSVERSAL SEXTA 22,50_LTS_EX
516604,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,182,SANTA EUGENIA,OPERATIVO,22/02/2011,CALLE DE PUENTELARRA 23,50_LTS_EX
516687,11,Carabanchel,https://wikidata.org/entity/Q1001991,111,COMILLAS,OPERATIVO,22/02/2011,CALLE DE ANTONIO LOPEZ 51,50_LTS_EX
516689,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,131,ENTREVIAS,OPERATIVO,22/02/2011,CALLE DE MIGUEL DE LA ROCA 27,50_LTS_EX
516750,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,131,ENTREVIAS,OPERATIVO,22/02/2011,CALLE DE LA SERENA 39,50_LTS_EX
516918,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,94,VALDEZARZA,OPERATIVO,23/02/2011,CALLE DE VALDERREY 47,50_LTS_EX
517040,11,Carabanchel,https://wikidata.org/entity/Q1001991,112,OPANEL,OPERATIVO,23/02/2011,CALLE DE PORTALEGRE 82,50_LTS_EX
517160,7,Chamberí,https://wikidata.org/entity/Q1763370,74,ALMAGRO,OPERATIVO,23/02/2011,CALLE DE ZURBANO 33,50_LTS_EX
517466,11,Carabanchel,https://wikidata.org/entity/Q1001991,114,VISTA ALEGRE,OPERATIVO,24/02/2011,CALLE DEL GUABAIRO 1,50_LTS_EX
517491,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,135,PORTAZGO,OPERATIVO,24/02/2011,CALLE DE JOSE PAULETE 34,50_LTS_EX
517710,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,97,ARAVACA,OPERATIVO,25/02/2011,CALLE DE LAS ROSAS DE ARAVACA 86,50_LTS_EX
517717,21,Barajas,https://wikidata.org/entity/Q807230,211,ALAMEDA DE OSUNA,OPERATIVO,25/02/2011,PLAZA DEL MAR,50_LTS_EX
517888,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,84,EL PILAR,OPERATIVO,25/02/2011,AVENIDA DE BETANZOS 58,50_LTS_EX
517951,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,85,LA PAZ,OPERATIVO,25/02/2011,CALLE DE ANTONIO LOPEZ AGUADO 3,50_LTS_EX
518164,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,86,VALVERDE,OPERATIVO,28/02/2011,PLAZA DE LOS TRES OLIVOS 25,50_LTS_EX
518348,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,87,MIRASIERRA,OPERATIVO,28/02/2011,CALLE DEL MONASTERIO DE EL PAULAR 144,50_LTS_EX
518492,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,134,PALOMERAS SURESTE,OPERATIVO,04/03/2011,AVENIDA DE LA ALBUFERA 283,50_LTS_EX
518536,19,Vicálvaro,https://wikidata.org/entity/Q589403,193,VALDERRIVAS,OPERATIVO,09/03/2011,CALLE DE OMEGA 43,50_LTS_EX
518714,20,San Blas,https://wikidata.org/entity/Q2001937,206,REJAS,OPERATIVO,16/03/2011,CALLE DE DEYANIRA 9,50_LTS_EX
518926,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,94,VALDEZARZA,OPERATIVO,24/03/2011,CALLE DE VALDESANGIL 12,50_LTS_EX
519089,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,97,ARAVACA,OPERATIVO,04/04/2011,CALLE DEL ARROYO DE POZUELO 83,50_LTS_EX
523201,20,San Blas,https://wikidata.org/entity/Q2001937,207,CANILLEJAS,OPERATIVO,17/06/2011,CALLE DE MEQUINENZA 18,50_LTS_EX
524538,12,Usera,https://wikidata.org/entity/Q953368,127,PRADOLONGO,OPERATIVO,23/08/2012,CALLE DE ANTONIA USERA 5,50_LTS_EX
524649,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,87,MIRASIERRA,OPERATIVO,29/10/2012,CALLE DE MARBELLA 79,50_LTS_EX
525586,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,181,CASCO H.VALLECAS,OPERATIVO,11/07/2013,CALLE DEL MUELLE 1,50_LTS_EX
513819,20,San Blas,https://wikidata.org/entity/Q2001937,201,SIMANCAS,OPERATIVO,01/12/2010,CALLE DE LA INSTITUCION LIBRE DE ENSENANZA 49,50_LTS_EX
503895,1,Centro,https://wikidata.org/entity/Q1763376,11,PALACIO,OPERATIVO,15/07/2010,,50_LTS_EX
512523,1,Centro,https://wikidata.org/entity/Q1763376,15,UNIVERSIDAD,OPERATIVO,10/11/2010,CALLE DEL DESENGANO 9,50_LTS_EX
471534,10,Latina,https://wikidata.org/entity/Q794954,104,ALUCHE,OPERATIVO,04/06/2010,CALLE DE SESENA 40,50_LTS_EX
466464,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,133,PALOMERAS BAJAS,OPERATIVO,26/05/2010,CALLE DEL PAYASO FOFO 7,50_LTS_EX
467450,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,133,PALOMERAS BAJAS,OPERATIVO,27/05/2010,CALLE DEL PAYASO FOFO 40,50_LTS_EX
467914,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,132,SAN DIEGO,OPERATIVO,28/05/2010,AVENIDA DE SAN DIEGO 32,50_LTS_EX
468573,16,Hortaleza,https://wikidata.org/entity/Q1928529,166,VALDEFUENTES,OPERATIVO,31/05/2010,CALLE DE ANA DE AUSTRIA 34M,50_LTS_EX
468843,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,91,CASA DE CAMPO,OPERATIVO,31/05/2010,AVENIDA DE PORTUGAL 81,50_LTS_EX
469041,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,154,CONCEPCION,OPERATIVO,31/05/2010,CALLE DE LA VIRGEN DE LA MONJIA 7,50_LTS_EX
469870,10,Latina,https://wikidata.org/entity/Q794954,102,PUERTA DEL ANGEL,OPERATIVO,01/06/2010,PASEO DEL MARQUES DE MONISTROL 1,50_LTS_EX
469957,10,Latina,https://wikidata.org/entity/Q794954,101,LOS CARMENES,OPERATIVO,01/06/2010,PASEO DE LA ERMITA DEL SANTO 66,50_LTS_EX
471010,16,Hortaleza,https://wikidata.org/entity/Q1928529,165,APOSTOL SANTIAGO,OPERATIVO,02/06/2010,CALLE DE PURCHENA 64,50_LTS_EX
471749,10,Latina,https://wikidata.org/entity/Q794954,104,ALUCHE,OPERATIVO,04/06/2010,CALLE DE MAQUEDA 58,50_LTS_EX
473960,5,Chamartín,https://wikidata.org/entity/Q1766348,53,CIUDAD JARDIN,OPERATIVO,08/06/2010,CALLE DEL PRINCIPE DE VERGARA 154,50_LTS_EX
484195,20,San Blas,https://wikidata.org/entity/Q2001937,207,CANILLEJAS,OPERATIVO,20/05/2010,CALLE DE CIRCE 58,50_LTS_EX
484920,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,85,LA PAZ,OPERATIVO,09/06/2010,CALLE DE VALENCIA DE DON JUAN 3,50_LTS_EX
495043,21,Barajas,https://wikidata.org/entity/Q807230,214,TIMON,OPERATIVO,29/06/2010,CALLE DEL MISTRAL 83,50_LTS_EX
496439,3,Retiro,https://wikidata.org/entity/Q2002296,31,PACIFICO,OPERATIVO,01/07/2010,CALLE DEL COMERCIO 4,50_LTS_EX
503023,4,Salamanca,https://wikidata.org/entity/Q1773521,46,CASTELLANA,OPERATIVO,14/07/2010,CALLE DEL PRINCIPE DE VERGARA 53,50_LTS_EX
515497,4,Salamanca,https://wikidata.org/entity/Q1773521,45,LISTA,OPERATIVO,09/02/2011,CALLE DE JUAN BRAVO 69,50_LTS_EX
505576,1,Centro,https://wikidata.org/entity/Q1763376,15,UNIVERSIDAD,OPERATIVO,19/07/2010,CALLE DE SERRANO JOVER 2,50_LTS_EX
506869,11,Carabanchel,https://wikidata.org/entity/Q1001991,115,PUERTA BONITA,OPERATIVO,21/07/2010,CALLE DE MORENO 14,50_LTS_EX
511385,12,Usera,https://wikidata.org/entity/Q953368,125,MOSCARDO,OPERATIVO,05/10/2010,AVENIDA DEL MANZANARES 216,50_LTS_EX
511505,12,Usera,https://wikidata.org/entity/Q953368,123,SAN FERMIN,OPERATIVO,07/10/2010,CALLE DE LA MEZQUITA 2B,50_LTS_EX
513854,12,Usera,https://wikidata.org/entity/Q953368,126,ZOFIO,OPERATIVO,02/12/2010,CALLE DE RICARDO BELTRAN Y ROZPIDE 13,50_LTS_EX
514457,5,Chamartín,https://wikidata.org/entity/Q1766348,55,NUEVA ESPANA,OPERATIVO,11/01/2011,CALLE DE LA DRACENA 40,50_LTS_EX
514459,5,Chamartín,https://wikidata.org/entity/Q1766348,54,HISPANOAMERICA,OPERATIVO,11/01/2011,CALLE DE MANUEL DE FALLA 4,50_LTS_EX
514570,3,Retiro,https://wikidata.org/entity/Q2002296,33,ESTRELLA,OPERATIVO,19/01/2011,CALLE DEL MARQUES DE LOZOYA 3,50_LTS_EX
514589,6,Tetuán,https://wikidata.org/entity/Q1773540,65,VALDEACEDERAS,OPERATIVO,20/01/2011,CALLE DE BRAVO MURILLO 305,50_LTS_EX
514834,17,Villaverde,https://wikidata.org/entity/Q919536,172,SAN CRISTOBAL,OPERATIVO,25/01/2011,CALLE DE PATERNA 47,50_LTS_EX
515195,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,152,PUEBLO NUEVO,OPERATIVO,02/02/2011,CALLE DE EMILIO FERRARI 146,50_LTS_EX
515297,14,Moratalaz,https://wikidata.org/entity/Q2076109,141,PAVONES,OPERATIVO,03/02/2011,CALLE DE LA HACIENDA DE PAVONES 225,50_LTS_EX
515333,14,Moratalaz,https://wikidata.org/entity/Q2076109,146,VINATEROS,OPERATIVO,04/02/2011,CALLE DE LA HACIENDA DE PAVONES 155,50_LTS_EX
515463,10,Latina,https://wikidata.org/entity/Q794954,102,PUERTA DEL ANGEL,OPERATIVO,09/02/2011,CALLE DE SAN CRISPIN 12,50_LTS_EX
515543,10,Latina,https://wikidata.org/entity/Q794954,103,LUCERO,OPERATIVO,10/02/2011,CALLE DE CAYETANO PANDO 1,50_LTS_EX
515761,10,Latina,https://wikidata.org/entity/Q794954,105,CAMPAMENTO,OPERATIVO,16/02/2011,CALLE DEL MIRLO 8,50_LTS_EX
515800,16,Hortaleza,https://wikidata.org/entity/Q1928529,163,CANILLAS,OPERATIVO,16/02/2011,CALLE DE TORQUEMADA 24,50_LTS_EX
515796,16,Hortaleza,https://wikidata.org/entity/Q1928529,163,CANILLAS,OPERATIVO,16/02/2011,CALLE DE JAVIER DEL QUINTO 8,50_LTS_EX
516094,2,Arganzuela,https://wikidata.org/entity/Q2000929,22,ACACIAS,OPERATIVO,18/02/2011,GLORIETA DE LA PUERTA DE TOLEDO 3,50_LTS_EX
516137,16,Hortaleza,https://wikidata.org/entity/Q1928529,162,PIOVERA,OPERATIVO,18/02/2011,CALLE DE LA TORONGA 1,50_LTS_EX
516144,2,Arganzuela,https://wikidata.org/entity/Q2000929,26,PALOS DE MOGUER,OPERATIVO,18/02/2011,CALLE DE SEBASTIAN ELCANO 12,50_LTS_EX
516361,5,Chamartín,https://wikidata.org/entity/Q1766348,51,EL VISO,OPERATIVO,21/02/2011,PLAZA DEL POETA MANUEL DEL PALACIO 4,50_LTS_EX
516436,5,Chamartín,https://wikidata.org/entity/Q1766348,54,HISPANOAMERICA,OPERATIVO,21/02/2011,CALLE DEL EUCALIPTO 13,50_LTS_EX
516516,19,Vicálvaro,https://wikidata.org/entity/Q589403,192,VALDEBERNARDO,OPERATIVO,22/02/2011,BULEVAR DE INDALECIO PRIETO 15,50_LTS_EX
516660,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,132,SAN DIEGO,OPERATIVO,22/02/2011,AVENIDA DE SAN DIEGO 61,50_LTS_EX
516667,5,Chamartín,https://wikidata.org/entity/Q1766348,54,HISPANOAMERICA,OPERATIVO,22/02/2011,AVENIDA DE ALFONSO XIII 108,50_LTS_EX
516747,6,Tetuán,https://wikidata.org/entity/Q1773540,65,VALDEACEDERAS,OPERATIVO,22/02/2011,CALLE DE VILLAAMIL 223,50_LTS_EX
516852,17,Villaverde,https://wikidata.org/entity/Q919536,175,LOS ANGELES,OPERATIVO,23/02/2011,CALLE DE LILLO 5,50_LTS_EX
516906,17,Villaverde,https://wikidata.org/entity/Q919536,173,BUTARQUE,OPERATIVO,23/02/2011,CALLE DEL BERROCAL 2,50_LTS_EX
517050,11,Carabanchel,https://wikidata.org/entity/Q1001991,112,OPANEL,OPERATIVO,23/02/2011,CALLE DEL RADIO 32,50_LTS_EX
517103,5,Chamartín,https://wikidata.org/entity/Q1766348,56,CASTILLA,OPERATIVO,23/02/2011,CALLE DEL CONDE DE TORRALBA 15,50_LTS_EX
517326,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,183,ENSANCHE DE VALLECAS,OPERATIVO,24/02/2011,AVENIDA DEL ENSANCHE DE VALLECAS 61,50_LTS_EX
517352,20,San Blas,https://wikidata.org/entity/Q2001937,207,CANILLEJAS,OPERATIVO,24/02/2011,PLAZA DE EURIPIDES 1,50_LTS_EX
517478,7,Chamberí,https://wikidata.org/entity/Q1763370,74,ALMAGRO,OPERATIVO,24/02/2011,CALLE DE SANTA ENGRACIA 76,50_LTS_EX
517481,7,Chamberí,https://wikidata.org/entity/Q1763370,74,ALMAGRO,OPERATIVO,24/02/2011,CALLE DE JOSE ABASCAL 32,50_LTS_EX
517700,14,Moratalaz,https://wikidata.org/entity/Q2076109,141,PAVONES,OPERATIVO,25/02/2011,CALLE DE VALDEBERNARDO 43,50_LTS_EX
517709,21,Barajas,https://wikidata.org/entity/Q807230,211,ALAMEDA DE OSUNA,OPERATIVO,25/02/2011,CALLE DE LA CARABELA 51,50_LTS_EX
517861,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,83,PENA GRANDE,OPERATIVO,25/02/2011,CALLE DEL DOCTOR RAMON CASTROVIEJO 65,50_LTS_EX
517935,21,Barajas,https://wikidata.org/entity/Q807230,211,ALAMEDA DE OSUNA,OPERATIVO,25/02/2011,CALLE DE LA FUENTE,50_LTS_EX
518020,11,Carabanchel,https://wikidata.org/entity/Q1001991,116,BUENAVISTA,OPERATIVO,26/02/2011,CALLE DE LA GUITARRA 16,50_LTS_EX
518053,11,Carabanchel,https://wikidata.org/entity/Q1001991,116,BUENAVISTA,OPERATIVO,26/02/2011,CALLE DE LAS CERILLERAS 4,50_LTS_EX
518184,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,86,VALVERDE,OPERATIVO,28/02/2011,CALLE DE PUENTE LA REINA 52,50_LTS_EX
518205,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,86,VALVERDE,OPERATIVO,28/02/2011,CALLE DEL CAMPO DE LA ESTRELLA 1D,50_LTS_EX
518271,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,87,MIRASIERRA,OPERATIVO,28/02/2011,CALLE DE MARBELLA 79,50_LTS_EX
518892,16,Hortaleza,https://wikidata.org/entity/Q1928529,166,VALDEFUENTES,OPERATIVO,23/03/2011,CALLE DE LA INFANTA CATALINA MICAELA 17B,50_LTS_EX
526765,16,Hortaleza,https://wikidata.org/entity/Q1928529,166,VALDEFUENTES,OPERATIVO,25/03/2015,CALLE DE FINA DE CALDERON 24,50_LTS_EX
527837,21,Barajas,https://wikidata.org/entity/Q807230,214,TIMON,OPERATIVO,30/03/2016,CALLE DE ESTANISLAO PEREZ PITA,50_LTS_EX
513972,12,Usera,https://wikidata.org/entity/Q953368,123,SAN FERMIN,OPERATIVO,03/12/2010,CALLE POPULAR MADRILENA 13H,50_LTS_EX
513948,3,Retiro,https://wikidata.org/entity/Q2002296,35,LOS JERONIMOS,OPERATIVO,03/12/2010,CALLE DE ALFONSO XII 14,50_LTS_EX
487969,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,91,CASA DE CAMPO,OPERATIVO,14/06/2010,PASEO DE LA FLORIDA 30,50_LTS_EX
464606,16,Hortaleza,https://wikidata.org/entity/Q1928529,161,PALOMAS,OPERATIVO,24/05/2010,CALLE DE LA ARMONIA 22,50_LTS_EX
470834,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,154,CONCEPCION,OPERATIVO,02/06/2010,CALLE DE LA VIRGEN DEL VAL 10,50_LTS_EX
472143,5,Chamartín,https://wikidata.org/entity/Q1766348,55,NUEVA ESPANA,OPERATIVO,04/06/2010,CALLE DE PARAGUAY 1,50_LTS_EX
496465,3,Retiro,https://wikidata.org/entity/Q2002296,31,PACIFICO,OPERATIVO,01/07/2010,PASEO DE LA INFANTA ISABEL 2,50_LTS_EX
502463,1,Centro,https://wikidata.org/entity/Q1763376,15,UNIVERSIDAD,OPERATIVO,13/07/2010,CALLE DEL CONDE DUQUE 12,50_LTS_EX
504136,7,Chamberí,https://wikidata.org/entity/Q1763370,72,ARAPILES,OPERATIVO,15/07/2010,CALLE DE GALILEO 44,50_LTS_EX
504829,1,Centro,https://wikidata.org/entity/Q1763376,12,EMBAJADORES,OPERATIVO,16/07/2010,RONDA DE TOLEDO 5,50_LTS_EX
509582,14,Moratalaz,https://wikidata.org/entity/Q2076109,144,MEDIA LEGUA,OPERATIVO,28/07/2010,AVENIDA DE MORATALAZ 59,50_LTS_EX
511708,3,Retiro,https://wikidata.org/entity/Q2002296,33,ESTRELLA,OPERATIVO,25/10/2010,CALLE DE LAS VAQUERIAS 8,50_LTS_EX
511785,20,San Blas,https://wikidata.org/entity/Q2001937,204,ARCOS,OPERATIVO,26/10/2010,CALLE DE VERSALLES 95,50_LTS_EX
512228,20,San Blas,https://wikidata.org/entity/Q2001937,207,CANILLEJAS,OPERATIVO,02/11/2010,CALLE DE SAN FAUSTINO 2,50_LTS_EX
512372,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,152,PUEBLO NUEVO,OPERATIVO,04/11/2010,CALLE DE GUTIERRE DE CETINA 119,50_LTS_EX
512912,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,183,ENSANCHE DE VALLECAS,OPERATIVO,15/11/2010,CALLE DEL ALTO DE LA SARTENILLA 50,50_LTS_EX
513875,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,93,CIUDAD UNIVERSITARIA,OPERATIVO,02/12/2010,CALLE DE LOS PIRINEOS 27,50_LTS_EX
513882,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,93,CIUDAD UNIVERSITARIA,OPERATIVO,02/12/2010,CALLE DE BEATRIZ DE BOBADILLA 6,50_LTS_EX
514891,17,Villaverde,https://wikidata.org/entity/Q919536,173,BUTARQUE,OPERATIVO,26/01/2011,CALLE DE MIGUEL SOLAS 13,50_LTS_EX
515010,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,183,ENSANCHE DE VALLECAS,OPERATIVO,27/01/2011,AVENIDA DE SALMEDINA 4,50_LTS_EX
515143,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,151,VENTAS,OPERATIVO,01/02/2011,CALLE DE RICARDO ORTIZ 112,50_LTS_EX
515139,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,151,VENTAS,OPERATIVO,01/02/2011,CALLE DE JOSE VILLENA 1,50_LTS_EX
515431,4,Salamanca,https://wikidata.org/entity/Q1773521,42,GOYA,OPERATIVO,08/02/2011,CALLE DE AYALA 150,50_LTS_EX
515565,4,Salamanca,https://wikidata.org/entity/Q1773521,45,LISTA,OPERATIVO,10/02/2011,CALLE DE PADILLA 62,50_LTS_EX
516267,1,Centro,https://wikidata.org/entity/Q1763376,11,PALACIO,OPERATIVO,21/02/2011,GLORIETA DE AZORIN,50_LTS_EX
516299,17,Villaverde,https://wikidata.org/entity/Q919536,171,VILLAVERDE ALTO C.H.,OPERATIVO,21/02/2011,CALLE DE LAS OLAS 11,50_LTS_EX
516410,5,Chamartín,https://wikidata.org/entity/Q1766348,51,EL VISO,OPERATIVO,21/02/2011,PLAZA DE LOS SAGRADOS CORAZONES 5,50_LTS_EX
516539,19,Vicálvaro,https://wikidata.org/entity/Q589403,191,CASCO H.VICALVARO,OPERATIVO,22/02/2011,CALLE DE VILLACARLOS 17,50_LTS_EX
516544,19,Vicálvaro,https://wikidata.org/entity/Q589403,191,CASCO H.VICALVARO,OPERATIVO,22/02/2011,CALLE DE CASALARREINA 16,50_LTS_EX
516715,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,131,ENTREVIAS,OPERATIVO,22/02/2011,RONDA SUR 4,50_LTS_EX
516791,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,131,ENTREVIAS,OPERATIVO,22/02/2011,CALLE DE CAZORLA 79,50_LTS_EX
516807,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,131,ENTREVIAS,OPERATIVO,22/02/2011,CALLE DEL CABO DE TARIFA 88,50_LTS_EX
517158,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,159,COSTILLARES,OPERATIVO,23/02/2011,CALLE DE ARTURO SORIA 315,50_LTS_EX
517383,16,Hortaleza,https://wikidata.org/entity/Q1928529,166,VALDEFUENTES,OPERATIVO,24/02/2011,AVENIDA DE ISABEL DE VALOIS 82E,50_LTS_EX
517459,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,155,SAN PASCUAL,OPERATIVO,24/02/2011,CALLE DE LA MADRE ANTONIA PARIS 8,50_LTS_EX
517579,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,83,PENA GRANDE,OPERATIVO,24/02/2011,CALLE DE RAMON PULIDO 12,50_LTS_EX
517721,21,Barajas,https://wikidata.org/entity/Q807230,211,ALAMEDA DE OSUNA,OPERATIVO,25/02/2011,CALLE DEL GALEON 3,50_LTS_EX
517755,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,83,PENA GRANDE,OPERATIVO,25/02/2011,CALLE DE CHANTADA 41A,50_LTS_EX
517840,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,83,PENA GRANDE,OPERATIVO,25/02/2011,CALLE DE LA ISLA DE TAVIRA 38,50_LTS_EX
518121,5,Chamartín,https://wikidata.org/entity/Q1766348,51,EL VISO,OPERATIVO,28/02/2011,CALLE DE RODRIGUEZ MARIN 78,50_LTS_EX
518128,11,Carabanchel,https://wikidata.org/entity/Q1001991,115,PUERTA BONITA,OPERATIVO,28/02/2011,GLORIETA DE RUFINO NOVALVOS 4,50_LTS_EX
518259,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,83,PENA GRANDE,OPERATIVO,28/02/2011,CALLE DE RAMON GOMEZ DE LA SERNA 26,50_LTS_EX
518429,6,Tetuán,https://wikidata.org/entity/Q1773540,62,CUATRO CAMINOS,OPERATIVO,02/03/2011,CALLE DE LA ORDEN 18,50_LTS_EX
518574,14,Moratalaz,https://wikidata.org/entity/Q2076109,144,MEDIA LEGUA,OPERATIVO,11/03/2011,CALLE ENTRE ARROYOS 2,50_LTS_EX
518722,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,86,VALVERDE,OPERATIVO,16/03/2011,AVENIDA DEL CAMPO DE CALATRAVA 23,50_LTS_EX
519469,16,Hortaleza,https://wikidata.org/entity/Q1928529,163,CANILLAS,OPERATIVO,13/04/2011,CALLE DE GOMEZNARRO 392,50_LTS_EX
523611,4,Salamanca,https://wikidata.org/entity/Q1773521,41,RECOLETOS,OPERATIVO,30/11/2011,CALLE DE ALCALA 95,50_LTS_EX
526561,4,Salamanca,https://wikidata.org/entity/Q1773521,44,GUINDALERA,OPERATIVO,26/01/2015,CALLE DEL CONDE DE VILCHES 17,50_LTS_EX
526568,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,132,SAN DIEGO,OPERATIVO,26/01/2015,CALLE DE FELISA MENDEZ 34,50_LTS_EX
526825,16,Hortaleza,https://wikidata.org/entity/Q1928529,166,VALDEFUENTES,OPERATIVO,08/04/2015,CALLE DE CESAR CORT BOTI,50_LTS_EX
514406,2,Arganzuela,https://wikidata.org/entity/Q2000929,21,IMPERIAL,OPERATIVO,07/01/2011,PASEO DE JUAN ANTONIO VALLEJO NAGERA BOTAS 55,50_LTS_EX
512941,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,181,CASCO H.VALLECAS,OPERATIVO,16/11/2010,CALLE DE LA PENA CERVERA 9B,50_LTS_EX
469055,16,Hortaleza,https://wikidata.org/entity/Q1928529,166,VALDEFUENTES,OPERATIVO,31/05/2010,CALLE DE SAN ENRIQUE DE OSSO 199,50_LTS_EX
469101,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,154,CONCEPCION,OPERATIVO,31/05/2010,CALLE DE LA VIRGEN DE LA FUENCISLA 4,50_LTS_EX
470542,16,Hortaleza,https://wikidata.org/entity/Q1928529,165,APOSTOL SANTIAGO,OPERATIVO,02/06/2010,CALLE DE CUEVAS DEL ALMANZORA 52,50_LTS_EX
472186,5,Chamartín,https://wikidata.org/entity/Q1766348,54,HISPANOAMERICA,OPERATIVO,04/06/2010,CALLE DE COSTA RICA 32,50_LTS_EX
473247,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,83,PENA GRANDE,OPERATIVO,07/06/2010,PLAZA DE LA VIRGEN DEL CASTILLO 6,50_LTS_EX
473249,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,151,VENTAS,OPERATIVO,07/06/2010,CALLE DEL LAGO CONSTANZA 18,50_LTS_EX
482459,20,San Blas,https://wikidata.org/entity/Q2001937,205,ROSAS,OPERATIVO,13/05/2010,AVENIDA DE CANILLEJAS A VICALVARO 149,50_LTS_EX
484487,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,135,PORTAZGO,OPERATIVO,20/05/2010,AVENIDA DE BUENOS AIRES 9,50_LTS_EX
487991,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,91,CASA DE CAMPO,OPERATIVO,14/06/2010,AVENIDA DE VALLADOLID 23,50_LTS_EX
488127,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,81,EL PARDO,OPERATIVO,14/06/2010,CALLE DEL REGIMIENTO 3,50_LTS_EX
488386,5,Chamartín,https://wikidata.org/entity/Q1766348,52,PROSPERIDAD,OPERATIVO,15/06/2010,CALLE DE CLARA DEL REY 1,50_LTS_EX
488724,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,92,ARGUELLES,OPERATIVO,15/06/2010,CALLE DE ROMERO ROBLEDO 20,50_LTS_EX
495891,21,Barajas,https://wikidata.org/entity/Q807230,211,ALAMEDA DE OSUNA,OPERATIVO,30/06/2010,CALLE DE LA RIOJA 53,50_LTS_EX
497036,3,Retiro,https://wikidata.org/entity/Q2002296,31,PACIFICO,OPERATIVO,02/07/2010,AVENIDA DE MENENDEZ PELAYO 24,50_LTS_EX
497269,3,Retiro,https://wikidata.org/entity/Q2002296,33,ESTRELLA,OPERATIVO,05/07/2010,CALLE DE LOS ASTROS 1,50_LTS_EX
501701,1,Centro,https://wikidata.org/entity/Q1763376,11,PALACIO,OPERATIVO,12/07/2010,CALLE DE ISABEL LA CATOLICA 1,50_LTS_EX
