gis_x,gis_y,fecha_alta,distrito,same_as_wikidata_distrito,barrio,same_as_wikidata_barrio,via,num_finca,matricula
440409.6008940000,4479465.8816920000,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-05-VALDEACEDERAS,https://wikidata.org/entity/Q10388711,CALLE-DE-JOSE-FRANCISCO-DE-ITURZAETA-E-IZAGUIRRE,S/N,0106520549
440801.7389975990,4479769.0575535500,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-05-VALDEACEDERAS,https://wikidata.org/entity/Q10388711,CALLE-DE-LOS-MANCHEGOS,1,0106520472
440471.9430580000,4480237.9983730000,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-05-VALDEACEDERAS,https://wikidata.org/entity/Q10388711,CALLE-DE-MARIANO-SERRANO,22,0106520538
440404.0453390000,4479394.4928030000,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-05-VALDEACEDERAS,https://wikidata.org/entity/Q10388711,CALLE-DEL-MATADERO,2,0106520458
440355.7719760000,4479755.9400370000,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-05-VALDEACEDERAS,https://wikidata.org/entity/Q10388711,CALLE-DE-NUESTRA-SENIORA-DE-LOS-DOLORES,18,0106520495
440070.9056642660,4480027.1594054000,2020-10-02,06-TETUAN,https://wikidata.org/entity/Q1773540,06-05-VALDEACEDERAS,https://wikidata.org/entity/Q10388711,CALLE-DE-PANDO,22,0106520524
440259.3223309330,4479859.0760720700,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-05-VALDEACEDERAS,https://wikidata.org/entity/Q10388711,CALLE-DE-PEDRO-MEDRANO,1,0106520455
440012.4363929760,4480037.7384952500,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-05-VALDEACEDERAS,https://wikidata.org/entity/Q10388711,CALLE-DE-REYES-AIZQUIBEL,24,0106520553
440274.0723309330,4479478.4094054000,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-05-VALDEACEDERAS,https://wikidata.org/entity/Q10388711,CALLE-DE-ROBLEDO,2,0106520554
440664.8269670000,4480035.4536660000,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-05-VALDEACEDERAS,https://wikidata.org/entity/Q10388711,CALLE-DE-ROSENDO-CONDE,9,0106520545
440932.8966460000,4479739.8212710000,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-05-VALDEACEDERAS,https://wikidata.org/entity/Q10388711,CALLE-DE-SANTA-VALENTINA,13,0106520470
440743.8596090000,4479721.0805300000,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-05-VALDEACEDERAS,https://wikidata.org/entity/Q10388711,CALLE-DE-LA-SIERRA-BULLONES,10,0106520477
440096.4056642660,4479788.2010720700,2020-01-10,06-TETUAN,https://wikidata.org/entity/Q1773540,06-05-VALDEACEDERAS,https://wikidata.org/entity/Q10388711,CALLE-DEL-SORGO,20,0106521153
440912.0447940000,4479705.6546040000,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-05-VALDEACEDERAS,https://wikidata.org/entity/Q10388711,CALLE-DE-LA-VEZA,19,0106520471
440617.1464050070,4479005.9094054000,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-06-BERRUGUETE,https://wikidata.org/entity/Q11909208,CALLE-DE-LA-ARAUCARIA,6,0106620400
440272.1217136490,4478915.8106399700,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-06-BERRUGUETE,https://wikidata.org/entity/Q11909208,CALLE-DEL-BARON-DEL-CASTILLO-DE-CHIREL,4,0106620386
439841.6834420440,4478956.7982942900,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-06-BERRUGUETE,https://wikidata.org/entity/Q11909208,CALLE-DE-CAMPO-REAL,5,0106620441
440325.2389975990,4478514.6316276300,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-06-BERRUGUETE,https://wikidata.org/entity/Q11909208,CALLE-DE-FULGENCIO-DE-MIGUEL,7,0106620372
439848.4715950000,4478738.4654850000,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-06-BERRUGUETE,https://wikidata.org/entity/Q11909208,CALLE-DE-GUADALIX,1,0106620366
440486.3501087110,4479024.5205165200,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-06-BERRUGUETE,https://wikidata.org/entity/Q11909208,CALLE-DE-LA-HIERBABUENA,9,0106620391
440147.5723309330,4478917.0760720700,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-06-BERRUGUETE,https://wikidata.org/entity/Q11909208,CALLE-DE-LUIS-MISSON,6,0106620446
440192.4889975990,4479406.2427387400,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-06-BERRUGUETE,https://wikidata.org/entity/Q11909208,CALLE-DE-LUIS-PORTONES,6-B,0106620447
440569.1093679700,4479256.0205165200,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-06-BERRUGUETE,https://wikidata.org/entity/Q11909208,CALLE-DE-MARIA-JUANA,28,0106620380
440582.6834420440,4478962.4649609600,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-06-BERRUGUETE,https://wikidata.org/entity/Q11909208,CALLE-DE-MARIA-ZAYAS,8,0106620377
440375.2389975990,4479315.7427387400,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-06-BERRUGUETE,https://wikidata.org/entity/Q11909208,CALLE-DEL-NENUFAR,15,0106620405
439950.9338250000,4478843.5530900000,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-06-BERRUGUETE,https://wikidata.org/entity/Q11909208,CALLE-DE-RITA-LUNA,2,0106620438
440037.9889975990,4479088.6594054000,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-06-BERRUGUETE,https://wikidata.org/entity/Q11909208,CALLE-DE-ROSA-MENENDEZ,13,0106620432
440249.0723309330,4479130.0575535500,2017-01-01,06-TETUAN,https://wikidata.org/entity/Q1773540,06-06-BERRUGUETE,https://wikidata.org/entity/Q11909208,CALLE-DEL-SAUCO,4,0106620413
439499.9100750000,4476016.7500350000,2014-05-27,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-01-GAZTAMBIDE,https://wikidata.org/entity/Q10288587,CALLE-DE-ANTONIO-PALOMINO,10,0307110049
439087.6344840000,4476242.2105020000,2014-05-27,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-01-GAZTAMBIDE,https://wikidata.org/entity/Q10288587,CALLE-DEL-ARCIPRESTE-DE-HITA,14,0307110034
439577.2648400000,4475991.7702060000,2014-05-27,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-01-GAZTAMBIDE,https://wikidata.org/entity/Q10288587,CALLE-DE-CALVO-ASENSIO,7,0307110050
439586.3403510000,4475849.9632850000,2014-05-28,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-01-GAZTAMBIDE,https://wikidata.org/entity/Q10288587,CALLE-DE-FRANCISCO-RICCI,3,0307110061
440047.6579390000,4476213.7176820000,2014-05-26,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-02-ARAPILES,https://wikidata.org/entity/Q10856744,CALLE-DE-ESCOSURA,4,0307210023
439815.3059290000,4476116.6933070000,2014-05-27,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-02-ARAPILES,https://wikidata.org/entity/Q10856744,CALLE-DE-FERNANDO-GARRIDO,9,0307210034
440694.3885180000,4476178.0816570000,2014-06-02,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-03-TRAFALGAR,https://wikidata.org/entity/Q10384027,CALLE-DEL-CASTILLO,20,0307330024
440576.3083970000,4475655.6422210000,2014-06-04,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-03-TRAFALGAR,https://wikidata.org/entity/Q10384027,CALLE-DE-EGUILAZ,8,0307330057
440647.8856350000,4475925.6374350000,2014-06-03,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-03-TRAFALGAR,https://wikidata.org/entity/Q10384027,CALLE-DE-GARCILASO,6,0307330037
440419.4547220000,4475748.5867600000,2014-06-04,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-03-TRAFALGAR,https://wikidata.org/entity/Q10384027,CALLE-DE-HARTZENBUSCH,4,0307330051
440261.5356200000,4475869.1056390000,2014-06-03,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-03-TRAFALGAR,https://wikidata.org/entity/Q10384027,CALLE-DE-JERONIMO-DE-LA-QUINTANA,7,0307330039
440690.9056642660,4475793.4510720700,2014-06-03,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-03-TRAFALGAR,https://wikidata.org/entity/Q10384027,CALLE-DE-MANUEL-CORTINA,1,0307330046
440756.2605130000,4475611.4425260000,2014-06-04,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-03-TRAFALGAR,https://wikidata.org/entity/Q10384027,CALLE-DE-MANUEL-SILVELA,6,0307330061
440578.3423227370,4476114.8170274600,2014-06-03,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-03-TRAFALGAR,https://wikidata.org/entity/Q10384027,CALLE-DE-MURILLO,5,0307330026
440735.4862660000,4475671.3091060000,2014-06-04,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-03-TRAFALGAR,https://wikidata.org/entity/Q10384027,CALLE-DE-NICASIO-GALLEGO,11,0307330055
440540.3368020000,4475781.4801910000,2014-06-03,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-03-TRAFALGAR,https://wikidata.org/entity/Q10384027,CALLE-DE-PALAFOX,3,0307330047
440655.2809720000,4476058.2521260000,2014-06-03,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-03-TRAFALGAR,https://wikidata.org/entity/Q10384027,CALLE-DE-SANTA-FELICIANA,8,0307330031
440504.7419900000,4476178.7083800000,2014-06-02,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-03-TRAFALGAR,https://wikidata.org/entity/Q10384027,CALLE-DE-TRAFALGAR,36,0307330022
441035.3461290000,4475531.3419400000,2014-06-09,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-04-ALMAGRO,https://wikidata.org/entity/Q10954432,CALLE-DE-ALMAGRO,3,0307430075
441169.9951110000,4475595.5475260000,2014-06-09,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-04-ALMAGRO,https://wikidata.org/entity/Q10954432,CALLE-DE-BLANCA-DE-NAVARRA,1,0307430073
441514.0829500000,4476030.9675050000,2014-06-06,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-04-ALMAGRO,https://wikidata.org/entity/Q10954432,PASEO-DE-EDUARDO-DATO,20,0307430047
441341.4101890000,4476066.8716820000,2014-06-06,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-04-ALMAGRO,https://wikidata.org/entity/Q10954432,GLORIETA-DE-RUBEN-DARIO,2,0307430046
440750.3154634870,4476551.8868302400,2014-06-04,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-04-ALMAGRO,https://wikidata.org/entity/Q10954432,CALLE-DE-LAS-VIRTUDES,14,0307430006
440988.7055457360,4477324.7741492500,2014-07-01,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-05-RIOS-ROSAS,https://wikidata.org/entity/Q10366270,CALLE-DE-MARIA-PANES,18,0107530132
440486.2806642660,4477489.4510720700,2014-07-01,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-05-RIOS-ROSAS,https://wikidata.org/entity/Q10366270,CALLE-DE-TREVINIO,2,0107530138
440745.8501087110,4476661.8538498500,2014-07-01,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-05-RIOS-ROSAS,https://wikidata.org/entity/Q10366270,CALLE-DE-VARGAS,1,0107530080
439555.8501087110,4476834.3538498500,2014-07-01,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-06-VALLEHERMOSO,https://wikidata.org/entity/Q6122685,CALLE-DE-LA-AVIACION-ESPANIOLA,4,0107630008
439235.5437162350,4476989.6556193400,2014-07-01,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-06-VALLEHERMOSO,https://wikidata.org/entity/Q6122685,CALLE-DE-DOMENICO-SCARLATTI,4,0107630046
439813.8501087110,4476874.9094054000,2014-07-01,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-06-VALLEHERMOSO,https://wikidata.org/entity/Q6122685,AVENIDA-DE-FILIPINAS,S/N,0107630012
439366.6080660940,4477093.1414581200,2014-07-01,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-06-VALLEHERMOSO,https://wikidata.org/entity/Q6122685,CALLE-DEL-GENERAL-AMPUDIA,8,0107630047
439763.9056642660,4477504.8538498500,2014-07-01,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-06-VALLEHERMOSO,https://wikidata.org/entity/Q6122685,CALLE-DEL-GENERAL-IBANIEZ-DE-IBERO,S/N,0107630071
439276.4056642660,4477459.9649609600,2014-07-01,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-06-VALLEHERMOSO,https://wikidata.org/entity/Q6122685,CALLE-DE-LA-LOMA,6,0107630066
438991.6649235250,4477430.2427387400,2014-07-01,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-06-VALLEHERMOSO,https://wikidata.org/entity/Q6122685,CALLE-DE-LA-SIERRA,7,0107630063
439680.0723309330,4477480.7427387400,2014-07-01,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-06-VALLEHERMOSO,https://wikidata.org/entity/Q6122685,CALLE-DE-SOTOMAYOR,5,0107630070
439069.3223309330,4477235.2427387400,2014-07-01,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-06-VALLEHERMOSO,https://wikidata.org/entity/Q6122685,AVENIDA-DEL-VALLE,38,0107630053
439042.6030931000,4477511.5292401200,2014-07-01,07-CHAMBERI,https://wikidata.org/entity/Q1763370,07-06-VALLEHERMOSO,https://wikidata.org/entity/Q6122685,CALLE-DE-VICENTE-ALEIXANDRE,S/N,0107630065
440120.1278864880,4481073.6316276300,2017-01-01,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-04-EL-PILAR,https://wikidata.org/entity/Q3773964,PLAZA-DE-ARTEIJO,6,0108420860
439565.2575161180,4480339.3538498500,2017-01-01,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-04-EL-PILAR,https://wikidata.org/entity/Q3773964,CALLE-DE-BECERREA,4,0108420821
440254.0723309330,4480964.6501461500,2017-01-01,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-04-EL-PILAR,https://wikidata.org/entity/Q3773964,PLAZA-DE-CARBALLO,4,0108420855
439531.4797383400,4480385.5760720700,2017-01-01,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-04-EL-PILAR,https://wikidata.org/entity/Q3773964,CALLE-DE-CELANOVA,6,0108420822
439632.3458270000,4481456.7338850000,2017-01-01,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-04-EL-PILAR,https://wikidata.org/entity/Q3773964,PLAZA-DE-CIEZA,1,0108420911
440032.6747200000,4480910.5088630000,2017-01-01,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-04-EL-PILAR,https://wikidata.org/entity/Q3773964,PLAZA-DE-CORCUBION,3,0108420853
439371.2353150000,4481161.9054770000,2017-01-01,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-04-EL-PILAR,https://wikidata.org/entity/Q3773964,CALLE-DEL-DOCTOR-RAMON-CASTROVIEJO,21,0108420866
439594.9056642660,4481521.4927387400,2021-03-22,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-04-EL-PILAR,https://wikidata.org/entity/Q3773964,PLAZA-DE-ESQUIVIAS,14,0108431155
439970.6834420440,4481039.5205165200,2017-01-01,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-04-EL-PILAR,https://wikidata.org/entity/Q3773964,PLAZA-DE-FONSAGRADA,9,0108420861
439928.4754560000,4481586.5857370000,2017-01-01,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-04-EL-PILAR,https://wikidata.org/entity/Q3773964,CALLE-DEL-PINTOR-FRANCISCO-LLORENS,5,0108420877
439328.7389975990,4481101.0760720700,2017-01-01,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-04-EL-PILAR,https://wikidata.org/entity/Q3773964,PLAZA-DE-PUERTO-DE-LA-CRUZ,3,0108420865
439910.4524980000,4480877.4533070000,2017-01-01,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-04-EL-PILAR,https://wikidata.org/entity/Q3773964,PLAZA-DE-REDONDELA,3,0108420852
439721.7858310000,4480969.5088630000,2017-01-01,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-04-EL-PILAR,https://wikidata.org/entity/Q3773964,PLAZA-DE-RIBADEO,10,0108420863
439789.2487940000,4480845.2125670000,2017-01-01,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-04-EL-PILAR,https://wikidata.org/entity/Q3773964,PLAZA-DE-TUY,3,0108420851
439553.9569380000,4481622.2616630000,2017-01-01,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-04-EL-PILAR,https://wikidata.org/entity/Q3773964,CALLE-DE-UBEDA,17,0108420871
439876.7858310000,4481009.2310850000,2017-01-01,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-04-EL-PILAR,https://wikidata.org/entity/Q3773964,PLAZA-DE-VERIN,15,0108420862
439653.5124930000,4481452.0672180000,2017-01-01,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-04-EL-PILAR,https://wikidata.org/entity/Q3773964,PLAZA-DE-VILLAFRANCA-DE-LOS-BARROS,2,0108420912
440459.5153740000,4480697.3036270000,2017-01-01,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-05-LA-PAZ,https://wikidata.org/entity/Q5869740,PLAZA-DE-MONDONIEDO,S/N,0108520703
440395.4303556240,4481786.6995288600,2017-01-01,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-05-LA-PAZ,https://wikidata.org/entity/Q5869740,CALLE-DE-PATONES,3,0108520760
440945.2802010000,4481113.7184550000,2017-01-01,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-05-LA-PAZ,https://wikidata.org/entity/Q5869740,CALLE-DE-PUENTECESURES,2,0108520714
440666.5667790000,4482192.9461970000,2017-01-01,08-FUENCARRAL-EL-PARDO,https://wikidata.org/entity/Q656196,08-05-LA-PAZ,https://wikidata.org/entity/Q5869740,CALLE-DEL-RIO-BULLAQUE,4-C,0108520775
438090.9225450000,4475543.9841910000,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-01-CASA-DE-CAMPO,https://wikidata.org/entity/Q16302441,PLAZA-DE-ALMUNIECAR,10,0309120049
437614.5880250000,4475669.2510950000,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-01-CASA-DE-CAMPO,https://wikidata.org/entity/Q16302441,CALLE-DEL-ARCHIPIELAGO,3,0309120030
437674.3786960000,4475658.7629590000,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-01-CASA-DE-CAMPO,https://wikidata.org/entity/Q16302441,CALLE-DEL-CONTINENTE,11,0309120031
437646.1800430000,4475588.3364720000,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-01-CASA-DE-CAMPO,https://wikidata.org/entity/Q16302441,CALLE-DE-LA-CORDILLERA,29,0309120032
437810.6551960000,4475882.7877860000,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-01-CASA-DE-CAMPO,https://wikidata.org/entity/Q16302441,CALLE-DE-LOECHES,7,0309120041
437716.0453630000,4475552.2113320000,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-01-CASA-DE-CAMPO,https://wikidata.org/entity/Q16302441,CALLE-DEL-MANANTIAL,2,0309120016
437837.7934920000,4475451.5613420000,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-01-CASA-DE-CAMPO,https://wikidata.org/entity/Q16302441,CALLE-DE-MELCHOR-CANO,FRENTE-4,0309120042
438417.9975410000,4475283.6206860000,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-01-CASA-DE-CAMPO,https://wikidata.org/entity/Q16302441,GLORIETA-DE-SAN-ANTONIO-DE-LA-FLORIDA,8,0309120039
437880.6076520000,4475560.6288400000,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-01-CASA-DE-CAMPO,https://wikidata.org/entity/Q16302441,CALLE-DE-SANTA-COLOMA,6,0309120093
437737.5963430000,4475499.0353410000,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-01-CASA-DE-CAMPO,https://wikidata.org/entity/Q16302441,CALLE-DE-SANTA-COMBA,FRENTE-10,0309120094
437578.3742690000,4475868.5380330000,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-01-CASA-DE-CAMPO,https://wikidata.org/entity/Q16302441,CALLE-DE-SANTA-FE,8,0309120096
438099.8945380000,4475297.4683900000,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-01-CASA-DE-CAMPO,https://wikidata.org/entity/Q16302441,CALLE-DE-SANTA-OLALLA,FRENTE-3,0309120100
437989.1935110000,4475393.5412980000,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-01-CASA-DE-CAMPO,https://wikidata.org/entity/Q16302441,CALLE-DE-SANTOVENIA,17,0309120099
437802.7987690000,4476182.7420430000,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-01-CASA-DE-CAMPO,https://wikidata.org/entity/Q16302441,CALLE-DE-LA-SENDA-DEL-REY,S/N,0309120101
439261.1752880000,4474766.6996430000,2014-05-30,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-02-ARGUELLES,https://wikidata.org/entity/Q64874,CALLE-DE-ARRIAZA,10,0309210070
438919.1412014560,4475499.3735927300,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-02-ARGUELLES,https://wikidata.org/entity/Q64874,CALLE-DEL-BUEN-SUCESO,34,0309210056
439344.1556642660,4474845.0760720700,2014-05-30,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-02-ARGUELLES,https://wikidata.org/entity/Q64874,CALLE-DE-CADARSO,11,0309210069
439076.1884350000,4474859.8111820000,2014-05-30,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-02-ARGUELLES,https://wikidata.org/entity/Q64874,CALLE-DE-EDUARDO-BENOT,2,0309210065
439386.1371930000,4474929.9415180000,2014-05-30,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-02-ARGUELLES,https://wikidata.org/entity/Q64874,PLAZA-DE-ESPANIA,14,0309210066
439116.4640860000,4474800.5462510000,2014-05-30,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-02-ARGUELLES,https://wikidata.org/entity/Q64874,CALLE-DE-ESTANISLAO-FIGUERAS,3,0309210068
439310.9800444310,4475368.6917745500,2014-05-30,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-02-ARGUELLES,https://wikidata.org/entity/Q64874,CALLE-DE-EVARISTO-SAN-MIGUEL,7-A,0309210060
439202.4578940000,4474761.0357020000,2014-05-30,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-02-ARGUELLES,https://wikidata.org/entity/Q64874,CALLE-DE-LA-ILUSTRACION,6,0309210067
438632.8644750000,4476004.0948720000,2014-05-28,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-02-ARGUELLES,https://wikidata.org/entity/Q64874,CALLE-DE-LISBOA,2,0309210014
439200.0296312080,4475860.2207001700,2014-05-30,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-02-ARGUELLES,https://wikidata.org/entity/Q64874,CALLE-DE-LA-PRINCESA,61,0309210047
438819.5073730000,4475924.2186580000,2014-05-29,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-02-ARGUELLES,https://wikidata.org/entity/Q64874,CALLE-DE-ROMERO-ROBLEDO,16,0309210025
439295.1174150000,4478503.4714350000,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-03-CIUDAD-UNIVERSITARIA,https://wikidata.org/entity/Q3319235,CALLE-DE-AJALVIR,2,0109330979
439670.0167753770,4478039.1316276300,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-03-CIUDAD-UNIVERSITARIA,https://wikidata.org/entity/Q3319235,TRAVESIA-DE-ALMANSA,S/N,0109330967
439556.6834420440,4477787.1871831800,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-03-CIUDAD-UNIVERSITARIA,https://wikidata.org/entity/Q3319235,CALLE-DE-ARAVACA,20,0109330957
439657.5167753770,4477655.3538498500,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-03-CIUDAD-UNIVERSITARIA,https://wikidata.org/entity/Q3319235,CALLE-DE-LA-EXPLANADA,1,0109330949
439439.3519240000,4478834.5858210000,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-03-CIUDAD-UNIVERSITARIA,https://wikidata.org/entity/Q3319235,CALLE-DE-MARIA-AUXILIADORA,S/N,0109330988
439745.2722138710,4477970.0475382700,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-03-CIUDAD-UNIVERSITARIA,https://wikidata.org/entity/Q3319235,CALLE-DE-LA-OLIMPIADA,1,0109330968
439163.7760346370,4477649.9340967600,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-03-CIUDAD-UNIVERSITARIA,https://wikidata.org/entity/Q3319235,CALLE-DE-SANTIAGO-RUSINIOL,13,0109330953
439217.2945531550,4478407.2982942900,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-03-CIUDAD-UNIVERSITARIA,https://wikidata.org/entity/Q3319235,CALLE-DE-TREMP,9,0109330980
439248.6278864880,4478405.4649609600,2015-10-07,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-03-CIUDAD-UNIVERSITARIA,https://wikidata.org/entity/Q3319235,CALLE-DEL-VALLE-DE-ARAN,S/N,0109330994
439346.6896148830,4478404.2057017000,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-03-CIUDAD-UNIVERSITARIA,https://wikidata.org/entity/Q3319235,CALLE-DE-VALLS-FERRERA,S/N,0109330976
439693.2945531550,4477816.4649609600,2014-07-01,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-03-CIUDAD-UNIVERSITARIA,https://wikidata.org/entity/Q3319235,CALLE-DE-LOS-VASCOS,24,0109330958
439829.3703370000,4477799.2698210000,2015-05-18,09-MONCLOA-ARAVACA,https://wikidata.org/entity/Q2017682,09-03-CIUDAD-UNIVERSITARIA,https://wikidata.org/entity/Q3319235,CALLE-DEL-VIVERO,1,0109330991
