EXPEDIENTE,DATETIME,CALLE,CALLEWIKIDATA,NUMERO,DISTRITO,TIPOACCIDENTE,TIEMPO,TIPOVEHICULO,VICTIMA,TIPOPERSONA,RANGOEDAD,SEXO,LESIVIDAD
2021S008583,2021-05-18T20:25:00ZZ,Calle_de_Bravo_Murillo,https://wikidata.org/entity/Q5740815,227,Tetuan,Colisión fronto-lateral,Despejado,Bicicleta,10261,Conductor,De 30 a 34 años,Mujer,3
2021S008604,2021-05-15T09:25:00ZZ,calle_de_Antonio_Lopez,https://wikidata.org/entity/Q42238475,195E,Usera,Colisión lateral,,Bicicleta,10262,Conductor,De 50 a 54 años,Hombre,
2021S008660,2021-05-19T19:50:00ZZ,CARRETERA_ALCOBENDAS_A_BARAJAS,,30,Barajas,Colisión lateral,Despejado,Bicicleta,10263,Conductor,De 15 a 17 años,Hombre,1
2021S008670,2021-05-19T23:40:00ZZ,avenida_de_los_Poblados,https://wikidata.org/entity/Q26795575,70,Latina,Colisión lateral,Despejado,Bicicleta,10264,Conductor,De 50 a 54 años,Hombre,7
2021S008766,2021-05-20T10:45:00ZZ,GLORIETA_OLGA_RAMOS,,0,Fuencarral-El_Pardo,Colisión fronto-lateral,Se desconoce,Bicicleta,10265,Conductor,De 65 a 69 años,Hombre,1
2021S008803,2021-05-20T20:15:00ZZ,CAMINO_VIEJO_DE_VICALVARO,,9,Vicalvaro,Caída,Despejado,Bicicleta,10266,Conductor,De 55 a 59 años,Hombre,7
2021S008811,2021-05-21T19:05:00ZZ,CARRETERA_ESTACION_DE_HORTALEZA,,56,Hortaleza,Colisión frontal,Despejado,Bicicleta,10267,Conductor,De 55 a 59 años,Hombre,14
2021S008866,2021-05-22T08:40:00ZZ,Alcala_Street,https://wikidata.org/entity/Q2424746,253,Ciudad_Lineal,Alcance,Despejado,Bicicleta,10268,Conductor,De 35 a 39 años,Hombre,6
2021S008881,2021-05-21T20:15:00ZZ,CARRETERA_RODAJOS,,2,Moncloa-Aravaca,Caída,Despejado,Bicicleta,10269,Conductor,De 45 a 49 años,Hombre,2
2021S008907,2021-05-22T21:40:00ZZ,Calle_de_Toledo,https://wikidata.org/entity/Q5740883,52,Centro,Alcance,Despejado,Bicicleta,10270,Conductor,De 18 a 20 años,Hombre,
2021S008970,2021-05-23T14:55:00ZZ,CALLE_MINERVA,,3,Vicalvaro,Alcance,Nublado,Bicicleta,10271,Conductor,De 40 a 44 años,Hombre,
2021S008974,2021-05-23T16:45:00ZZ,CALLE_PUERTO_ALTO,,3,Puente_de_Vallecas,Colisión fronto-lateral,Nublado,Bicicleta,10272,Conductor,De 35 a 39 años,Hombre,
2021S008998,2021-05-20T13:27:00ZZ,CARRETERA_CASTILLA,,+00300S,Moncloa-Aravaca,Caída,Despejado,Bicicleta,10273,Conductor,De 15 a 17 años,Hombre,7
2021S009051,2021-05-25T04:45:00ZZ,calle_de_Meson_de_Paredes,https://wikidata.org/entity/Q5686332,30,Centro,Colisión múltiple,Despejado,Bicicleta,10274,Conductor,De 30 a 34 años,Hombre,7
2021S009054,2021-05-24T13:20:00ZZ,AVENIDA_ENTREVIAS,,140,Puente_de_Vallecas,Caída,Despejado,Bicicleta,10275,Conductor,De 55 a 59 años,Hombre,5
2021S009087,2021-05-25T17:15:00ZZ,Avenida_de_Arcentales_Madrid,https://wikidata.org/entity/Q56155322,7,San_Blas,Colisión lateral,Despejado,Bicicleta,10276,Conductor,De 25 a 29 años,Mujer,
2021S009096,2021-05-25T19:40:00ZZ,CALLE_VIRGEN_DE_LOS_ROSALES,,106,Moncloa-Aravaca,Caída,Despejado,Bicicleta,10277,Conductor,De 55 a 59 años,Hombre,6
2021S009101,2021-05-25T20:00:00ZZ,Calle_de_Mateo_Inurria_Madrid,https://wikidata.org/entity/Q26821557,5,Chamartin,Alcance,Despejado,Bicicleta,10278,Conductor,De 25 a 29 años,Hombre,7
2021S009116,2021-05-25T14:50:00ZZ,Paseo_de_la_Chopera_Madrid,https://wikidata.org/entity/Q27044458,10,Arganzuela,Caída,Despejado,Bicicleta,10279,Conductor,De 40 a 44 años,Hombre,7
2021S009147,2021-05-26T17:40:00ZZ,AVENIDA_MONASTERIO_DE_SILOS,,7B,Fuencarral-El_Pardo,Colisión fronto-lateral,Despejado,Bicicleta,10280,Conductor,Desconocido,Desconocido,
2021S009147,2021-05-26T17:40:00ZZ,AVENIDA_MONASTERIO_DE_SILOS,,7B,Fuencarral-El_Pardo,Colisión fronto-lateral,Despejado,Bicicleta,10281,Conductor,De 45 a 49 años,Mujer,3
2021S009154,2021-05-26T20:00:00ZZ,Avenida_de_los_Andes,https://wikidata.org/entity/Q28997223,52,Hortaleza,Caída,Despejado,Bicicleta,10282,Conductor,De 30 a 34 años,Hombre,6
2021S009168,2021-05-26T22:20:00ZZ,PASEO_MELANCOLICOS,,4,Arganzuela,Caída,Despejado,Bicicleta,10283,Conductor,De 30 a 34 años,Hombre,3
2021S009224,2021-05-27T19:30:00ZZ,Calle_de_Antonio_Machado_Madrid,https://wikidata.org/entity/Q28793893,24,Moncloa-Aravaca,Colisión lateral,Despejado,Bicicleta,10284,Conductor,De 25 a 29 años,Hombre,6
2021S009241,2021-05-27T23:45:00ZZ,Calle_de_Santa_Engracia_Madrid,https://wikidata.org/entity/Q26728109,140,Chamberi,Choque contra obstáculo fijo,Despejado,Bicicleta,10285,Conductor,De 30 a 34 años,Hombre,1
2021S009258,2021-05-28T03:40:00ZZ,Paseo_de_la_Castellana,https://wikidata.org/entity/Q1473674,180,Chamartin,Choque contra obstáculo fijo,Despejado,Bicicleta,10286,Conductor,De 30 a 34 años,Mujer,1
2021S009261,2021-05-27T14:05:00ZZ,CAMINO_POZO_DEL_TIO_RAIMUNDO,,37,Villa_de_Vallecas,Colisión lateral,Despejado,Bicicleta,10287,Conductor,De 30 a 34 años,Hombre,1
2021S009357,2021-05-29T12:30:00ZZ,calle_de_Segovia,https://wikidata.org/entity/Q8255505,21,Centro,Caída,Despejado,Bicicleta,10288,Conductor,De 50 a 54 años,Hombre,6
2021S009421,2021-05-29T10:00:00ZZ,Avenida_del_Cardenal_Herrera_Oria,https://wikidata.org/entity/Q27556319,2,Fuencarral-El_Pardo,Caída,Despejado,Bicicleta,10289,Conductor,De 50 a 54 años,Hombre,7
2021S009421,2021-05-29T10:00:00ZZ,Avenida_del_Cardenal_Herrera_Oria,https://wikidata.org/entity/Q27556319,2,Fuencarral-El_Pardo,Caída,Despejado,Bicicleta,10290,Conductor,De 60 a 64 años,Hombre,6
2021S009423,2021-05-30T11:45:00ZZ,Calle_de_Embajadores_Madrid,https://wikidata.org/entity/Q5740826,286,Arganzuela,Colisión fronto-lateral,Despejado,Bicicleta,10291,Conductor,De 45 a 49 años,Mujer,2
2021S009484,2021-05-29T11:15:00ZZ,PASEO_PIÑONEROS,,4,Moncloa-Aravaca,Colisión fronto-lateral,Despejado,Bicicleta,10292,Conductor,De 35 a 39 años,Hombre,2
2021S009484,2021-05-29T11:15:00ZZ,PASEO_PIÑONEROS,,4,Moncloa-Aravaca,Colisión fronto-lateral,Despejado,Bicicleta,10293,Conductor,De 45 a 49 años,Hombre,7
2021S009492,2021-05-28T07:40:00ZZ,Calle_de_Embajadores_Madrid,https://wikidata.org/entity/Q5740826,300,Arganzuela,Caída,Despejado,Bicicleta,10294,Conductor,De 35 a 39 años,Mujer,7
2021S009511,2021-05-30T15:10:00ZZ,Calle_de_Pedro_Rico_Madrid,https://wikidata.org/entity/Q56427389,19,Fuencarral-El_Pardo,Caída,Despejado,Bicicleta,10295,Conductor,De 60 a 64 años,Hombre,2
2021S009532,2021-05-31T20:35:00ZZ,CALLE_VIA_CARPETANA,,57,Carabanchel,Caída,,Bicicleta,10296,Conductor,Desconocido,Desconocido,
2021S009537,2021-05-31T22:15:00ZZ,Paseo_de_Recoletos,https://wikidata.org/entity/Q2550870,20,Salamanca,Caída,Lluvia débil,Bicicleta,10297,Conductor,De 40 a 44 años,Hombre,5
2021S009606,2021-01-06T19:30:00ZZ,calle_de_Bailen,https://wikidata.org/entity/Q5740811,2,Moncloa-Aravaca,Caída,Despejado,Bicicleta,10298,Conductor,De 25 a 29 años,Mujer,6
2021S009635,2021-01-06T11:05:00ZZ,Calle_de_Embajadores_Madrid,https://wikidata.org/entity/Q5740826,1,Centro,Atropello a persona,Despejado,Bicicleta,10299,Conductor,Desconocido,Desconocido,
2021S009635,2021-01-06T11:05:00ZZ,Calle_de_Embajadores_Madrid,https://wikidata.org/entity/Q5740826,1,Centro,Atropello a persona,Despejado,Bicicleta,10300,Peatón,De 30 a 34 años,Hombre,5
2021S009665,2021-01-06T15:34:00ZZ,Ronda_de_Valencia,https://wikidata.org/entity/Q16626200,9,Arganzuela,Alcance,Despejado,Bicicleta,10301,Conductor,De 35 a 39 años,Hombre,1
2021S009673,2021-02-06T16:40:00ZZ,Calle_del_Alcalde_Sainz_de_Baranda_Madrid,https://wikidata.org/entity/Q28070977,80,Retiro,Colisión frontal,Despejado,Bicicleta,10302,Conductor,De 50 a 54 años,Hombre,14
2021S009686,2021-01-06T21:35:00ZZ,AVENIDA_BRASILIA,,27,Salamanca,Alcance,Despejado,Bicicleta,10303,Conductor,De 55 a 59 años,Hombre,7
2021S009724,2021-02-06T13:10:00ZZ,CALLE_ALEJANDRO_SANCHEZ,,72,Carabanchel,Choque contra obstáculo fijo,Despejado,Bicicleta,10304,Conductor,De 30 a 34 años,Hombre,7
2021S009732,2021-02-06T12:30:00ZZ,Avenida_de_Menendez_Pelayo_Madrid,https://wikidata.org/entity/Q28936960,21,Retiro,Colisión fronto-lateral,Despejado,Bicicleta,10305,Conductor,De 55 a 59 años,Hombre,
2021S009753,2021-02-06T14:55:00ZZ,Paseo_de_la_Castellana,https://wikidata.org/entity/Q1473674,216,Chamartin,Colisión lateral,Despejado,Bicicleta,10306,Conductor,De 40 a 44 años,Hombre,7
2021S009776,2021-03-06T19:45:00ZZ,GLORIETA_MARQUES_DE_VADILLO,,1,Carabanchel,Alcance,Despejado,Bicicleta,10307,Conductor,De 60 a 64 años,Hombre,7
2021S009839,2021-04-06T19:05:00ZZ,calle_de_Fuencarral,https://wikidata.org/entity/Q5740840,134,Chamberi,Colisión fronto-lateral,Despejado,Bicicleta,10308,Conductor,De 40 a 44 años,Hombre,3
2021S009902,2021-05-06T05:30:00ZZ,PLAZA_LEGAZPI,,9,Arganzuela,Caída,Despejado,Bicicleta,10309,Conductor,De 30 a 34 años,Hombre,6
2021S009947,2021-05-06T23:00:00ZZ,Alcala_Street,https://wikidata.org/entity/Q2424746,217,Salamanca,Colisión lateral,Despejado,Bicicleta,10310,Conductor,De 30 a 34 años,Hombre,3
2021S010047,2021-06-06T11:30:00ZZ,Avenida_de_las_Fuerzas_Armadas_Madrid,https://wikidata.org/entity/Q29353164,136,Hortaleza,Caída,Despejado,Bicicleta,10311,Conductor,De 40 a 44 años,Mujer,1
2021S010076,2021-07-06T15:00:00ZZ,PLAZA_CORTES,,2,Centro,Colisión fronto-lateral,Despejado,Bicicleta,10312,Conductor,De 25 a 29 años,Mujer,7
2021S010099,2021-07-06T19:45:00ZZ,PLAZA_ALSACIA,,1,San_Blas,Colisión fronto-lateral,Despejado,Bicicleta,10313,Conductor,De 21 a 24 años,Hombre,
2021S010125,2021-06-06T13:35:00ZZ,AVENIDA_MONASTERIO_DE_SILOS,,96,Fuencarral-El_Pardo,Colisión frontal,Despejado,Bicicleta,10314,Conductor,De 50 a 54 años,Hombre,6
2021S010125,2021-06-06T13:35:00ZZ,AVENIDA_MONASTERIO_DE_SILOS,,96,Fuencarral-El_Pardo,Colisión frontal,Despejado,Bicicleta,10315,Conductor,De 55 a 59 años,Hombre,7
2021S010131,2021-08-06T08:50:00ZZ,plaza_de_Cibeles,https://wikidata.org/entity/Q1537446,1,Retiro,Colisión lateral,Despejado,Bicicleta,10316,Conductor,De 50 a 54 años,Mujer,3
2021S010149,2021-06-06T11:35:00ZZ,CALLE_ISABEL_COLBRAND,,1,Fuencarral-El_Pardo,Caída,Despejado,Bicicleta,10317,Conductor,De 10 a 14 años,Mujer,5
2021S010188,2021-07-06T06:47:00ZZ,Avenida_de_Portugal,https://wikidata.org/entity/Q26736141,157,Latina,Colisión fronto-lateral,Despejado,Bicicleta,10318,Conductor,De 50 a 54 años,Hombre,1
2021S010245,2021-09-06T19:15:00ZZ,Calle_de_Pinos_Alta_Madrid,https://wikidata.org/entity/Q54562684,5,Tetuan,Atropello a persona,Despejado,Bicicleta,10319,Conductor,De 21 a 24 años,Hombre,14
2021S010245,2021-09-06T19:15:00ZZ,Calle_de_Pinos_Alta_Madrid,https://wikidata.org/entity/Q54562684,5,Tetuan,Atropello a persona,Despejado,Bicicleta,10320,Peatón,De 40 a 44 años,Mujer,2
2021S010276,2021-10-06T12:39:00ZZ,CALLE_SAN_DALMACIO,,19,Villaverde,Colisión lateral,Despejado,Bicicleta,10321,Conductor,De 25 a 29 años,Hombre,
2021S010414,2021-10-06T16:05:00ZZ,CALLE_PLANETA_TIERRA,,1,Arganzuela,Caída,Despejado,Bicicleta,10322,Conductor,De 40 a 44 años,Hombre,1
2021S010419,2021-10-06T14:20:00ZZ,Paseo_de_Santa_Maria_de_la_Cabeza,https://wikidata.org/entity/Q6065630,18,Arganzuela,Caída,Despejado,Bicicleta,10323,Conductor,De 18 a 20 años,Hombre,1
2021S010483,2021-12-06T10:15:00ZZ,CALLE_ALEGRIA_DE_ORIA,,5,San_Blas,Colisión lateral,Despejado,Bicicleta,10324,Conductor,De 55 a 59 años,Hombre,7
2021S010514,2021-12-06T21:30:00ZZ,calle_de_Genova,https://wikidata.org/entity/Q24294474,24,Centro,Caída,Despejado,Bicicleta,10325,Conductor,De 30 a 34 años,Hombre,2
2021S010564,2021-06-13T11:50:00ZZ,REAL_DE_ARGANDA,,74,Villa_de_Vallecas,Colisión fronto-lateral,Despejado,Bicicleta,10326,Conductor,De 65 a 69 años,Hombre,
2021S010567,2021-12-06T09:45:00ZZ,CALLE_SAMARIA,,14,Retiro,Caída,Despejado,Bicicleta,10327,Conductor,De 50 a 54 años,Hombre,1
2021S010572,2021-11-06T19:25:00ZZ,CALLE_MONASTERIO_DE_LAS_HUELGAS,,5,Fuencarral-El_Pardo,Caída,Despejado,Bicicleta,10328,Conductor,De 15 a 17 años,Hombre,7
2021S010587,2021-06-13T21:20:00ZZ,calle_de_Genova,https://wikidata.org/entity/Q24294474,16,Centro,Colisión fronto-lateral,Nublado,Bicicleta,10329,Conductor,De 25 a 29 años,Hombre,2
2021S010594,2021-06-13T05:05:00ZZ,Princesa,https://wikidata.org/entity/Q5740935,31,Moncloa-Aravaca,Alcance,Despejado,Bicicleta,10330,Conductor,De 25 a 29 años,Hombre,2
2021S010682,2021-06-15T08:55:00ZZ,CALLE_LOMBIA,,1,Salamanca,Colisión fronto-lateral,,Bicicleta,10331,Conductor,De 40 a 44 años,Hombre,14
2021S010698,2021-06-15T15:00:00ZZ,Paseo_de_la_Ermita_del_Santo,https://wikidata.org/entity/Q28137105,16,Latina,Colisión fronto-lateral,Despejado,Bicicleta,10332,Conductor,De 25 a 29 años,Hombre,14
2021S010698,2021-06-15T15:00:00ZZ,Paseo_de_la_Ermita_del_Santo,https://wikidata.org/entity/Q28137105,16,Latina,Colisión fronto-lateral,Despejado,Bicicleta,10333,Conductor,De 55 a 59 años,Hombre,7
2021S010709,2021-06-14T21:41:00ZZ,CALLE_MONASTERIO_DE_EL_PAULAR,,2,Fuencarral-El_Pardo,Caída,Despejado,Bicicleta,10334,Conductor,De 50 a 54 años,Hombre,7
2021S010725,2021-06-15T23:02:00ZZ,Avenida_del_Marques_de_Corbera_Madrid,https://wikidata.org/entity/Q29168364,22,Ciudad_Lineal,Colisión lateral,Despejado,Bicicleta,10335,Conductor,De 25 a 29 años,Hombre,1
2021S010739,2021-06-15T11:30:00ZZ,paseo_de_Ruperto_Chapi,https://wikidata.org/entity/Q42250337,2,Moncloa-Aravaca,Colisión fronto-lateral,Despejado,Bicicleta,10336,Conductor,De 40 a 44 años,Hombre,1
2021S010803,2021-06-17T08:25:00ZZ,calle_de_Velazquez,https://wikidata.org/entity/Q20031523,6,Salamanca,Alcance,Lluvia débil,Bicicleta,10337,Conductor,De 35 a 39 años,Mujer,2
2021S010810,2021-09-06T07:00:00ZZ,Paseo_del_Prado,https://wikidata.org/entity/Q2079615,1,Retiro,Caída,Despejado,Bicicleta,10338,Conductor,De 30 a 34 años,Hombre,1
2021S010831,2021-06-15T10:20:00ZZ,Avenida_de_Francisco_Pi_y_Margall,https://wikidata.org/entity/Q27268566,98,Hortaleza,Colisión frontal,Despejado,Bicicleta,10339,Conductor,De 35 a 39 años,Hombre,
2021S010916,2021-06-16T20:00:00ZZ,CALLE_RICARDO_BELTRAN_Y_ROZPIDE,,1,Usera,Alcance,Despejado,Bicicleta,10340,Conductor,De 10 a 14 años,Hombre,7
2021S010978,2021-06-19T01:40:00ZZ,Calle_de_Juan_Bravo_Madrid,https://wikidata.org/entity/Q28054647,32,Salamanca,Caída,Despejado,Bicicleta,10341,Conductor,De 25 a 29 años,Hombre,6
2021S011089,2021-06-19T21:35:00ZZ,GLORIETA_EDIMBURGO,,1,Barajas,Colisión fronto-lateral,Despejado,Bicicleta,10342,Conductor,De 45 a 49 años,Hombre,14
2021S011097,2021-06-20T18:10:00ZZ,Calle_de_Toledo,https://wikidata.org/entity/Q5740883,74,Centro,Caída,Despejado,Bicicleta,10343,Conductor,De 25 a 29 años,Mujer,1
2021S011098,2021-06-20T18:55:00ZZ,CALLE_LUIS_DE_HOYOS_SAINZ,,162,Moratalaz,Alcance,Despejado,Bicicleta,10344,Conductor,De 15 a 17 años,Hombre,3
2021S011192,2021-06-21T07:50:00ZZ,CALLE_BIGASTRO,,6,Latina,Caída,Despejado,Bicicleta,10345,Conductor,De 45 a 49 años,Hombre,7
2021S011221,2021-06-21T20:39:00ZZ,Avenida_del_Doctor_Garcia_Tapia_Madrid,https://wikidata.org/entity/Q28935864,232,Moratalaz,Choque contra obstáculo fijo,Despejado,Bicicleta,10346,Conductor,De 10 a 14 años,Hombre,7
2021S011227,2021-06-19T21:05:00ZZ,calle_de_Blas_Cabrera,https://wikidata.org/entity/Q29405139,125,Latina,Choque contra obstáculo fijo,,Bicicleta,10347,Conductor,De 50 a 54 años,Hombre,14
2021S011286,2021-06-23T18:20:00ZZ,Calle_de_Toledo,https://wikidata.org/entity/Q5740883,107,Centro,Caída,Despejado,Bicicleta,10348,Conductor,De 30 a 34 años,Mujer,1
2021S011347,2021-06-24T17:05:00ZZ,Calle_de_O'Donnell_Madrid,https://wikidata.org/entity/Q5740859,44,Retiro,Colisión fronto-lateral,Despejado,Bicicleta,10349,Conductor,De 30 a 34 años,Hombre,6
2021S011380,2021-06-25T01:10:00ZZ,CALLE_BALTASAR_SANTOS,,2,Puente_de_Vallecas,Caída,Despejado,Bicicleta,10350,Conductor,De 40 a 44 años,Mujer,7
2021S011439,2021-06-24T22:15:00ZZ,Avenida_del_Planetario,https://wikidata.org/entity/Q17622122,18,Arganzuela,Caída,Despejado,Bicicleta,10351,Conductor,De 25 a 29 años,Hombre,1
2021S011442,2021-06-24T21:50:00ZZ,PASEO_OLMOS,,14,Arganzuela,Caída,Despejado,Bicicleta,10352,Conductor,De 25 a 29 años,Hombre,7
2021S011478,2021-06-25T23:25:00ZZ,calle_del_Principe_de_Vergara,https://wikidata.org/entity/Q5741020,69,Salamanca,Caída,Despejado,Bicicleta,10353,Conductor,De 30 a 34 años,Mujer,7
2021S011535,2021-06-26T13:52:00ZZ,calle_de_Hortaleza,https://wikidata.org/entity/Q5740911,73,Centro,Colisión lateral,Despejado,Bicicleta,10354,Conductor,De 30 a 34 años,Hombre,
2021S011544,2021-06-26T18:00:00ZZ,Calle_de_la_Cruz_Madrid,https://wikidata.org/entity/Q16659214,33,Centro,Colisión lateral,Despejado,Bicicleta,10355,Conductor,De 35 a 39 años,Hombre,
2021S011553,2021-06-26T21:00:00ZZ,Avenida_de_la_Institucion_Libre_de_Enseñanza_Madrid,https://wikidata.org/entity/Q5740959,79,San_Blas,Colisión fronto-lateral,Despejado,Bicicleta,10356,Conductor,De 6  a  9 años,Hombre,
2021S011563,2021-06-27T00:00:00ZZ,Calle_de_Jorge_Juan,https://wikidata.org/entity/Q28070822,38,Salamanca,Colisión fronto-lateral,Despejado,Bicicleta,10357,Conductor,De 21 a 24 años,Mujer,6
2021S011606,2021-06-26T11:12:00ZZ,CALLE_FERMIN_CABALLERO,,89,Fuencarral-El_Pardo,Colisión fronto-lateral,Despejado,Bicicleta,10358,Conductor,De 35 a 39 años,Hombre,7
2021S011675,2021-06-27T23:35:00ZZ,calle_del_Principe_de_Vergara,https://wikidata.org/entity/Q5741020,209A,Chamartin,Caída,Despejado,Bicicleta,10359,Conductor,De 25 a 29 años,Mujer,2
2021S011676,2021-06-27T10:30:00ZZ,CALLE_LA_TABERNERA_DEL_PUERTO,,2,Villaverde,Colisión fronto-lateral,Despejado,Bicicleta,10360,Conductor,De 60 a 64 años,Hombre,6
2021S011682,2021-06-27T10:30:00ZZ,CALLE_ENCOMIENDA_DE_PALACIOS,,1,Moratalaz,Caída,Despejado,Bicicleta,10361,Conductor,De 18 a 20 años,Hombre,7
2021S011690,2021-06-27T13:05:00ZZ,CALLE_LA_ALBERCA,,7,Fuencarral-El_Pardo,Caída,Despejado,Bicicleta,10362,Conductor,De 25 a 29 años,Hombre,6
2021S011716,2021-06-28T17:55:00ZZ,PASEO_EMBARCADERO,,6,Moncloa-Aravaca,Caída,Despejado,Bicicleta,10363,Conductor,De 10 a 14 años,Hombre,6
2021S011762,2021-06-25T20:04:00ZZ,CAMINO_PERALES,,98,Usera,Caída,Despejado,Bicicleta,10364,Conductor,De 30 a 34 años,Hombre,7
2021S011845,2021-06-29T19:00:00ZZ,CALLE_SAN_EPIFANIO,,5,Arganzuela,Colisión fronto-lateral,,Bicicleta,10365,Conductor,De 30 a 34 años,Hombre,14
2021S011847,2021-06-30T16:45:00ZZ,Paseo_de_Recoletos,https://wikidata.org/entity/Q2550870,22,Salamanca,Colisión lateral,Despejado,Bicicleta,10366,Conductor,De 30 a 34 años,Hombre,14
2021S011873,2021-01-07T01:30:00ZZ,AVENIDA_MIGUEL_HERNANDEZ,,48,Puente_de_Vallecas,Caída,Despejado,Bicicleta,10367,Conductor,De 55 a 59 años,Hombre,2
2021S011906,2021-01-07T16:21:00ZZ,AVENIDA_LOS_ROSALES,,42,Villaverde,Caída,Despejado,Bicicleta,10368,Conductor,De 65 a 69 años,Hombre,2
2021S011983,2021-02-07T12:10:00ZZ,AVENIDA_LOS_ROSALES,,42,Villaverde,Caída,Despejado,Bicicleta,10369,Conductor,De 60 a 64 años,Hombre,3
2021S012045,2021-03-07T12:30:00ZZ,avenida_de_los_Poblados,https://wikidata.org/entity/Q26795575,110,Carabanchel,Colisión fronto-lateral,Despejado,Bicicleta,10370,Conductor,De 21 a 24 años,Mujer,7
2021S012099,2021-03-07T11:45:00ZZ,CALLE_JULIO_CANO_LASSO,,4,Barajas,Colisión fronto-lateral,Despejado,Bicicleta,10371,Conductor,De 55 a 59 años,Hombre,14
2021S012109,2021-03-07T21:30:00ZZ,CALLE_COSTA_BRAVA,,16,Fuencarral-El_Pardo,Caída,Despejado,Bicicleta,10372,Conductor,De 55 a 59 años,Mujer,2
2021S012134,2021-04-07T02:05:00ZZ,Calle_de_la_Ribera_de_Curtidores,https://wikidata.org/entity/Q5740938,28,Arganzuela,Caída,Despejado,Bicicleta,10373,Conductor,De 40 a 44 años,Hombre,2
2021S012177,2021-05-07T15:45:00ZZ,GLORIETA_HAMBURGO,,1,Barajas,Choque contra obstáculo fijo,Despejado,Bicicleta,10374,Conductor,De 10 a 14 años,Mujer,2
2021S012177,2021-05-07T15:45:00ZZ,GLORIETA_HAMBURGO,,1,Barajas,Choque contra obstáculo fijo,Despejado,Bicicleta,10375,Conductor,De 25 a 29 años,Mujer,2
2021S012191,2021-05-07T20:50:00ZZ,Calle_de_Embajadores_Madrid,https://wikidata.org/entity/Q5740826,70,Centro,Otro,Despejado,Bicicleta,10376,Conductor,De 25 a 29 años,Mujer,2
2021S012197,2021-05-07T22:30:00ZZ,calle_de_Vallehermoso,https://wikidata.org/entity/Q27243374,70,Chamberi,Alcance,Despejado,Bicicleta,10377,Conductor,De 30 a 34 años,Mujer,2
2021S012202,2021-04-07T09:30:00ZZ,CARRETERA_ZARZON,,6,Moncloa-Aravaca,Atropello a animal,Despejado,Bicicleta,10378,Conductor,De 50 a 54 años,Hombre,7
2021S012216,2021-06-07T12:45:00ZZ,Calle_de_Goya,https://wikidata.org/entity/Q28015873,70,Salamanca,Caída,Lluvia débil,Bicicleta,10379,Conductor,De 15 a 17 años,Hombre,7
2021S012216,2021-06-07T12:45:00ZZ,Calle_de_Goya,https://wikidata.org/entity/Q28015873,70,Salamanca,Caída,Lluvia débil,Bicicleta,10380,Conductor,De 55 a 59 años,Mujer,7
2021S012242,2021-06-07T16:45:00ZZ,Calle_del_Arroyo_del_Olivar_Madrid,https://wikidata.org/entity/Q29561517,70,Puente_de_Vallecas,Caída,Nublado,Bicicleta,10381,Conductor,De 45 a 49 años,Hombre,1
2021S012261,2021-06-07T20:15:00ZZ,Madrid_Ring_Road,https://wikidata.org/entity/Q2606591,+00460E,Carabanchel,Colisión fronto-lateral,Despejado,Bicicleta,10382,Conductor,De 55 a 59 años,Hombre,14
2021S012268,2021-07-07T01:15:00ZZ,Avenida_de_America_Madrid,https://wikidata.org/entity/Q5686040,1,Chamartin,Alcance,Despejado,Bicicleta,10383,Conductor,De 45 a 49 años,Mujer,2
2021S012276,2021-06-07T10:20:00ZZ,CALLE_SEPULVEDA,,9,Latina,Caída,Despejado,Bicicleta,10384,Conductor,De 25 a 29 años,Hombre,2
2021S012280,2021-06-07T12:50:00ZZ,Paseo_de_la_Castellana,https://wikidata.org/entity/Q1473674,63,Chamberi,Caída,Lluvia débil,Bicicleta,10385,Conductor,De 40 a 44 años,Hombre,7
2021S012287,2021-06-07T13:00:00ZZ,Calle_de_Antonio_Maura_Madrid,https://wikidata.org/entity/Q29566726,5,Retiro,Caída,Lluvia débil,Bicicleta,10386,Conductor,De 45 a 49 años,Hombre,7
2021S012316,2021-06-07T16:25:00ZZ,Avenida_de_Cordoba,https://wikidata.org/entity/Q63247230,2,Usera,Caída,Lluvia débil,Bicicleta,10387,Conductor,De 40 a 44 años,Hombre,7
2021S012329,2021-07-07T20:15:00ZZ,Calle_de_Bravo_Murillo,https://wikidata.org/entity/Q5740815,102,Tetuan,Alcance,Despejado,Bicicleta,10388,Conductor,De 40 a 44 años,Hombre,
2021S012441,2021-09-07T16:15:00ZZ,Calle_de_las_Hileras_Madrid,https://wikidata.org/entity/Q28051025,12,Centro,Alcance,Despejado,Bicicleta,10389,Conductor,De 18 a 20 años,Hombre,7
2021S012454,2021-09-07T20:50:00ZZ,Castilla_Street,https://wikidata.org/entity/Q28966738,3,Tetuan,Colisión fronto-lateral,Despejado,Bicicleta,10390,Conductor,De 25 a 29 años,Hombre,14
2021S012454,2021-09-07T20:50:00ZZ,Castilla_Street,https://wikidata.org/entity/Q28966738,3,Tetuan,Colisión fronto-lateral,Despejado,Bicicleta,10391,Pasajero,De 21 a 24 años,Hombre,14
2021S012530,2021-11-07T07:00:00ZZ,AVENIDA_CARABANCHEL_ALTO,,100,Carabanchel,Colisión fronto-lateral,Despejado,Bicicleta,10392,Conductor,De 45 a 49 años,Hombre,2
2021S012574,2021-12-07T00:32:00ZZ,calle_de_Arturo_Soria,https://wikidata.org/entity/Q8255504,197,Ciudad_Lineal,Caída,Despejado,Bicicleta,10393,Conductor,De 45 a 49 años,Hombre,2
