EXPEDIENTE,DATETIME,CALLE,CALLEWIKIDATA,NUMERO,DISTRITO,TIPOACCIDENTE,TIEMPO,TIPOVEHICULO,VICTIMA,TIPOPERSONA,RANGOEDAD,SEXO,LESIVIDAD
2021S004468,2021-03-21T18:25:00ZZ,Calle_del_Clavel_Madrid,https://wikidata.org/entity/Q28051075,5,Centro,Colisión lateral,Despejado,Bicicleta,10129,Conductor,De 25 a 29 años,Hombre,7
2021S004469,2021-03-21T19:30:00ZZ,Avenida_de_la_Albufera,https://wikidata.org/entity/Q5714221,23,Puente_de_Vallecas,Caída,Despejado,Bicicleta,10130,Conductor,De 21 a 24 años,Hombre,1
2021S004507,2021-03-21T18:10:00ZZ,Paseo_de_las_Yeserias_Madrid,https://wikidata.org/entity/Q16616818,43,Arganzuela,Caída,Despejado,Bicicleta,10131,Conductor,De 15 a 17 años,Hombre,1
2021S004513,2021-03-22T18:10:00ZZ,Calle_de_Huesca_Madrid,https://wikidata.org/entity/Q29168261,20,Tetuan,Colisión fronto-lateral,Despejado,Bicicleta,10132,Conductor,De 40 a 44 años,Mujer,
2021S004521,2021-03-18T14:40:00ZZ,CALLE_EVANGELIOS,,1,Usera,Colisión frontal,Despejado,Bicicleta,10133,Conductor,De 25 a 29 años,Hombre,6
2021S004548,2021-03-22T11:16:00ZZ,AVENIDA_CARONDELET,,37,Hortaleza,Caída,Despejado,Bicicleta,10134,Conductor,De 10 a 14 años,Hombre,7
2021S004559,2021-03-20T10:30:00ZZ,CARRETERA_M-,,0,Moncloa-Aravaca,Caída,Despejado,Bicicleta,10135,Conductor,De 50 a 54 años,Hombre,2
2021S004604,2021-03-23T16:50:00ZZ,Avenida_de_Niceto_Alcala_Zamora_Madrid,https://wikidata.org/entity/Q62107332,5,Hortaleza,Colisión lateral,Despejado,Bicicleta,10136,Conductor,De 45 a 49 años,Hombre,7
2021S004655,2021-03-23T19:00:00ZZ,CALLE_PUERTO_RICO,,15,Chamartin,Choque contra obstáculo fijo,Despejado,Bicicleta,10137,Conductor,De 21 a 24 años,Hombre,7
2021S004692,2021-03-24T09:50:00ZZ,La_Campana,https://wikidata.org/entity/Q5742554,1,Fuencarral-El_Pardo,Colisión fronto-lateral,Se desconoce,Bicicleta,10138,Conductor,De 30 a 34 años,Hombre,7
2021S004736,2021-03-23T19:00:00ZZ,CALLE_PALAS_DE_REY,,4,Fuencarral-El_Pardo,Caída,Despejado,Bicicleta,10139,Conductor,De 30 a 34 años,Mujer,2
2021S004736,2021-03-23T19:00:00ZZ,CALLE_PALAS_DE_REY,,4,Fuencarral-El_Pardo,Caída,Despejado,Bicicleta,10140,Peatón,De 6  a  9 años,Hombre,14
2021S004752,2021-03-25T19:00:00ZZ,Manzanares_Linear_Park,https://wikidata.org/entity/Q6062319,0,Puente_de_Vallecas,Caída,Despejado,Bicicleta,10141,Conductor,De 18 a 20 años,Hombre,1
2021S004775,2021-03-25T14:05:00ZZ,AVENIDA_CERRO_MILANO,,631,Villa_de_Vallecas,Colisión fronto-lateral,Despejado,Bicicleta,10142,Conductor,De 50 a 54 años,Hombre,7
2021S004777,2021-03-25T08:18:00ZZ,Paseo_de_la_Castellana,https://wikidata.org/entity/Q1473674,156,Chamartin,Colisión fronto-lateral,Despejado,Bicicleta,10143,Conductor,De 55 a 59 años,Hombre,7
2021S004837,2021-03-26T21:00:00ZZ,Capitan_Blanco_Argibay_Street,https://wikidata.org/entity/Q27038685,192,Tetuan,Caída,Despejado,Bicicleta,10144,Conductor,De 25 a 29 años,Hombre,1
2021S004858,2021-03-26T23:00:00ZZ,avenida_de_los_Poblados,https://wikidata.org/entity/Q26795575,0,Latina,Caída,Despejado,Bicicleta,10145,Conductor,De 30 a 34 años,Hombre,7
2021S004896,2021-03-27T10:40:00ZZ,Calle_de_Alfonso_XII,https://wikidata.org/entity/Q5659170,66,Retiro,Colisión fronto-lateral,Despejado,Bicicleta,10146,Conductor,De 21 a 24 años,Hombre,
2021S005003,2021-03-28T15:20:00ZZ,LUGAR_CAÑADA_REAL,,0,Villa_de_Vallecas,Caída,Despejado,Bicicleta,10147,Conductor,De 10 a 14 años,Hombre,6
2021S005034,2021-03-29T08:30:00ZZ,AVENIDA_ENTREVIAS,,34,Puente_de_Vallecas,Caída,Despejado,Bicicleta,10148,Conductor,De 55 a 59 años,Mujer,6
2021S005038,2021-03-28T10:45:00ZZ,Ronda_de_Atocha,https://wikidata.org/entity/Q26831149,27,Arganzuela,Colisión lateral,Despejado,Bicicleta,10149,Conductor,De 35 a 39 años,Hombre,7
2021S005113,2021-03-30T20:30:00ZZ,CALLE_COMUNEROS_DE_CASTILLA,,4,Carabanchel,Colisión frontal,,Bicicleta,10150,Conductor,De 50 a 54 años,Hombre,
2021S005122,2021-03-30T22:38:00ZZ,Paseo_de_Eduardo_Dato_Madrid,https://wikidata.org/entity/Q20890584,17,Chamberi,Alcance,Despejado,Bicicleta,10151,Conductor,De 30 a 34 años,Hombre,6
2021S005131,2021-03-25T08:35:00ZZ,Serrano_Street,https://wikidata.org/entity/Q5740879,74,Salamanca,Caída,Despejado,Bicicleta,10152,Conductor,De 40 a 44 años,Mujer,2
2021S005170,2021-03-30T22:45:00ZZ,CALLE_ANTEQUERA,,23,Usera,Caída,Despejado,Bicicleta,10153,Conductor,De 50 a 54 años,Hombre,1
2021S005174,2021-03-31T17:45:00ZZ,Calle_de_Irun_Madrid,https://wikidata.org/entity/Q29920881,1,Moncloa-Aravaca,Caída,Despejado,Bicicleta,10154,Conductor,De 30 a 34 años,Mujer,1
2021S005174,2021-03-31T17:45:00ZZ,Calle_de_Irun_Madrid,https://wikidata.org/entity/Q29920881,1,Moncloa-Aravaca,Caída,Despejado,Bicicleta,10155,Conductor,De 50 a 54 años,Hombre,7
2021S005189,2021-03-31T19:20:00ZZ,CAÑADA_REAL_DE_MERINAS,,64,Vicalvaro,Colisión fronto-lateral,,Bicicleta,10156,Conductor,Desconocido,Desconocido,
2021S005224,2021-03-28T12:47:00ZZ,CALLE_ALBERTO_DE_PALACIO,,0,Hortaleza,Colisión lateral,Despejado,Bicicleta,10157,Conductor,De 35 a 39 años,Hombre,
2021S005246,2021-03-31T19:05:00ZZ,Calle_de_Sevilla_Madrid,https://wikidata.org/entity/Q20908843,4,Centro,Choque contra obstáculo fijo,Despejado,Bicicleta,10158,Conductor,De 18 a 20 años,Hombre,7
2021S005266,2021-03-31T17:00:00ZZ,calle_de_Segovia,https://wikidata.org/entity/Q8255505,49,Arganzuela,Caída,Despejado,Bicicleta,10159,Conductor,De 55 a 59 años,Mujer,1
2021S005274,2021-01-04T22:20:00ZZ,Alcala_Street,https://wikidata.org/entity/Q2424746,251,Ciudad_Lineal,Colisión fronto-lateral,Despejado,Bicicleta,10160,Conductor,De 18 a 20 años,Mujer,
2021S005303,2021-03-27T13:25:00ZZ,CALLE_FRANCISCO_Y_JACINTO_ALCANTARA,,1,Moncloa-Aravaca,Caída,Despejado,Bicicleta,10161,Conductor,De 18 a 20 años,Hombre,7
2021S005399,2021-03-04T16:20:00ZZ,Gran_Via,https://wikidata.org/entity/Q1324163,80,Centro,Colisión fronto-lateral,Despejado,Bicicleta,10162,Conductor,De 30 a 34 años,Hombre,1
2021S005406,2021-03-04T19:55:00ZZ,Paseo_de_la_Ermita_del_Santo,https://wikidata.org/entity/Q28137105,16,Latina,Caída,Despejado,Bicicleta,10163,Conductor,De 35 a 39 años,Hombre,3
2021S005460,2021-03-04T18:35:00ZZ,CALLE_CASALARREINA,,29,Vicalvaro,Caída,Despejado,Bicicleta,10164,Conductor,De 55 a 59 años,Hombre,2
2021S005488,2021-04-04T13:25:00ZZ,Calle_de_Atocha,https://wikidata.org/entity/Q5492657,36,Centro,Colisión lateral,Despejado,Bicicleta,10165,Conductor,De 50 a 54 años,Mujer,7
2021S005489,2021-04-04T14:00:00ZZ,calle_de_Arturo_Soria,https://wikidata.org/entity/Q8255504,348,Ciudad_Lineal,Caída,Despejado,Bicicleta,10166,Conductor,De 50 a 54 años,Hombre,1
2021S005496,2021-03-04T12:10:00ZZ,GLORIETA_SIETE_HERMANAS,,0,Moncloa-Aravaca,Atropello a animal,Despejado,Bicicleta,10167,Conductor,De 40 a 44 años,Hombre,2
2021S005556,2021-03-04T16:45:00ZZ,CALLE_SAN_ANTONIO_DE_PADUA,,36,Usera,Colisión frontal,Despejado,Bicicleta,10168,Conductor,De 35 a 39 años,Hombre,7
2021S005574,2021-06-04T15:20:00ZZ,CALLE_PUERTO_DE_REINOSA,,15,Villa_de_Vallecas,Colisión fronto-lateral,Despejado,Bicicleta,10169,Conductor,De 10 a 14 años,Hombre,7
2021S005629,2021-06-04T14:25:00ZZ,Avenida_de_las_Fuerzas_Armadas_Madrid,https://wikidata.org/entity/Q29353164,402,Barajas,Caída,Despejado,Bicicleta,10170,Conductor,De 45 a 49 años,Hombre,7
2021S005632,2021-06-04T14:50:00ZZ,CALLE_ARGANDA,,50,Arganzuela,Caída,Despejado,Bicicleta,10171,Conductor,De 30 a 34 años,Hombre,1
2021S005659,2021-06-04T16:35:00ZZ,Avenida_del_Planetario,https://wikidata.org/entity/Q17622122,15,Arganzuela,Caída,Despejado,Bicicleta,10172,Conductor,De 50 a 54 años,Mujer,5
2021S005675,2021-06-04T17:11:00ZZ,Avenida_de_Burgos_Madrid,https://wikidata.org/entity/Q29902431,109,Fuencarral-El_Pardo,Caída,Despejado,Bicicleta,10173,Conductor,De 50 a 54 años,Hombre,2
2021S005729,2021-08-04T17:00:00ZZ,Calle_de_Santa_Engracia_Madrid,https://wikidata.org/entity/Q26728109,71,Chamberi,Atropello a persona,Despejado,Bicicleta,10174,Conductor,De 25 a 29 años,Mujer,6
2021S005729,2021-08-04T17:00:00ZZ,Calle_de_Santa_Engracia_Madrid,https://wikidata.org/entity/Q26728109,71,Chamberi,Atropello a persona,Despejado,Bicicleta,10175,Peatón,De 21 a 24 años,Hombre,14
2021S005738,2021-08-04T20:00:00ZZ,Avenida_de_Niceto_Alcala_Zamora_Madrid,https://wikidata.org/entity/Q62107332,6,Hortaleza,Colisión lateral,Despejado,Bicicleta,10176,Conductor,De 55 a 59 años,Hombre,6
2021S005746,2021-09-04T06:45:00ZZ,Avenida_de_Ramon_y_Cajal_Madrid,https://wikidata.org/entity/Q30467128,1,Chamartin,Colisión fronto-lateral,Nublado,Bicicleta,10177,Conductor,De 30 a 34 años,Hombre,3
2021S005791,2021-08-04T20:15:00ZZ,Calle_del_Duque_de_Fernan_Nuñez_Madrid,https://wikidata.org/entity/Q29051517,19,Chamartin,Caída,Despejado,Bicicleta,10178,Conductor,De 18 a 20 años,Mujer,7
2021S005852,2021-03-20T12:55:00ZZ,CAMINO_DE_LA_CAÑADA,,0,Fuencarral-El_Pardo,Colisión fronto-lateral,Despejado,Bicicleta,10179,Conductor,De 10 a 14 años,Mujer,7
2021S005852,2021-03-20T12:55:00ZZ,CAMINO_DE_LA_CAÑADA,,0,Fuencarral-El_Pardo,Colisión fronto-lateral,Despejado,Bicicleta,10180,Conductor,De 30 a 34 años,Hombre,6
2021S005943,2021-10-04T12:30:00ZZ,AVENIDA_MIGUEL_DELIBES,,30,Vicalvaro,Caída,Nublado,Bicicleta,10181,Conductor,De 50 a 54 años,Hombre,1
2021S005954,2021-10-04T22:15:00ZZ,CARRETERA_GARABITAS,,0,Moncloa-Aravaca,Caída,LLuvia intensa,Bicicleta,10182,Conductor,Desconocido,Desconocido,
2021S005961,2021-08-04T16:15:00ZZ,Avenida_del_Cardenal_Herrera_Oria,https://wikidata.org/entity/Q27556319,76B,Fuencarral-El_Pardo,Colisión fronto-lateral,Despejado,Bicicleta,10183,Conductor,De 50 a 54 años,Hombre,2
2021S006007,2021-12-04T07:37:00ZZ,Avenida_de_la_Ciudad_de_Barcelona_Madrid,https://wikidata.org/entity/Q5714227,93,Retiro,Atropello a persona,Despejado,Bicicleta,10184,Conductor,De 15 a 17 años,Hombre,14
2021S006007,2021-12-04T07:37:00ZZ,Avenida_de_la_Ciudad_de_Barcelona_Madrid,https://wikidata.org/entity/Q5714227,93,Retiro,Atropello a persona,Despejado,Bicicleta,10185,Peatón,De 45 a 49 años,Mujer,1
2021S006010,2021-11-04T17:00:00ZZ,calle_del_Principe_de_Vergara,https://wikidata.org/entity/Q5741020,262,Chamartin,Alcance,Despejado,Bicicleta,10186,Conductor,De 35 a 39 años,Hombre,14
2021S006039,2021-12-04T18:35:00ZZ,Carrer_Jacint_Verdaguer,https://wikidata.org/entity/Q5740564,8,Carabanchel,Colisión frontal,Despejado,Bicicleta,10187,Conductor,De 30 a 34 años,Hombre,2
2021S006064,2021-12-04T10:25:00ZZ,CALLE_PADRE_LLANOS,,24,Puente_de_Vallecas,Colisión fronto-lateral,Despejado,Bicicleta,10188,Conductor,De 40 a 44 años,Hombre,7
2021S006070,2021-04-13T10:25:00ZZ,Gran_Via,https://wikidata.org/entity/Q1324163,56,Centro,Caída,Lluvia débil,Bicicleta,10189,Conductor,De 35 a 39 años,Mujer,
2021S006107,2021-04-13T20:20:00ZZ,Calle_de_Guzman_el_Bueno_Madrid,https://wikidata.org/entity/Q27031398,59,Chamberi,Colisión lateral,Despejado,Bicicleta,10190,Conductor,De 25 a 29 años,Hombre,1
2021S006140,2021-04-14T16:45:00ZZ,CALLE_CONVENIO,,41,Puente_de_Vallecas,Alcance,Despejado,Bicicleta,10191,Conductor,De 40 a 44 años,Hombre,7
2021S006181,2021-12-04T10:40:00ZZ,AVENIDA_LOS_ROSALES,,408,Villaverde,Caída,Despejado,Bicicleta,10192,Conductor,De 65 a 69 años,Hombre,2
2021S006181,2021-12-04T10:40:00ZZ,AVENIDA_LOS_ROSALES,,408,Villaverde,Caída,Despejado,Bicicleta,10193,Peatón,De 50 a 54 años,Mujer,14
2021S006240,2021-04-15T12:30:00ZZ,CALLE_FINISTERRE,,29,Fuencarral-El_Pardo,Alcance,Se desconoce,Bicicleta,10194,Conductor,De 21 a 24 años,Hombre,1
2021S006259,2021-04-15T20:30:00ZZ,PLAZA_DUQUE_DE_PASTRANA,,3,Chamartin,Caída,Lluvia débil,Bicicleta,10195,Conductor,De 35 a 39 años,Mujer,1
2021S006574,2021-04-21T12:00:00ZZ,Madrid_Ring_Road,https://wikidata.org/entity/Q2606591,+00200E,Moncloa-Aravaca,Caída,Despejado,Bicicleta,10196,Conductor,De 55 a 59 años,Hombre,1
2021S006603,2021-04-21T18:40:00ZZ,Avenida_de_la_Ciudad_de_Barcelona_Madrid,https://wikidata.org/entity/Q5714227,202,Retiro,Atropello a persona,Nublado,Bicicleta,10197,Conductor,De 55 a 59 años,Hombre,14
2021S006603,2021-04-21T18:40:00ZZ,Avenida_de_la_Ciudad_de_Barcelona_Madrid,https://wikidata.org/entity/Q5714227,202,Retiro,Atropello a persona,Nublado,Bicicleta,10198,Peatón,De 65 a 69 años,Mujer,7
2021S006667,2021-04-22T19:50:00ZZ,Paseo_de_la_Ermita_del_Santo,https://wikidata.org/entity/Q28137105,40,Latina,Caída,Lluvia débil,Bicicleta,10199,Conductor,De 21 a 24 años,Mujer,7
2021S006709,2021-04-23T13:30:00ZZ,calle_de_Gaztambide,https://wikidata.org/entity/Q27243265,23,Chamberi,Caída,Despejado,Bicicleta,10200,Conductor,De 21 a 24 años,Hombre,2
2021S006724,2021-04-23T17:20:00ZZ,Calle_de_Francisco_Largo_Caballero_Madrid,https://wikidata.org/entity/Q62107131,15,Ciudad_Lineal,Colisión fronto-lateral,Despejado,Bicicleta,10201,Conductor,De 50 a 54 años,Hombre,3
2021S006803,2021-04-24T17:40:00ZZ,CALLE_JOSE_PAULETE,,5,Puente_de_Vallecas,Caída,Despejado,Bicicleta,10202,Conductor,De 25 a 29 años,Mujer,2
2021S006807,2021-04-22T17:12:00ZZ,Madrid_Ring_Road,https://wikidata.org/entity/Q2606591,+00500E,Carabanchel,Caída,Lluvia débil,Bicicleta,10203,Conductor,De 25 a 29 años,Hombre,
2021S006807,2021-04-22T17:12:00ZZ,Madrid_Ring_Road,https://wikidata.org/entity/Q2606591,+00500E,Carabanchel,Caída,Lluvia débil,Bicicleta,10204,Conductor,De 35 a 39 años,Mujer,
2021S006837,2021-04-24T23:30:00ZZ,Serrano_Street,https://wikidata.org/entity/Q5740879,44,Salamanca,Caída,Lluvia débil,Bicicleta,10205,Conductor,De 18 a 20 años,Hombre,7
2021S006873,2021-04-24T22:47:00ZZ,Paseo_de_las_Acacias_Madrid,https://wikidata.org/entity/Q55947263,41,Arganzuela,Colisión múltiple,LLuvia intensa,Bicicleta,10206,Conductor,De 25 a 29 años,Hombre,7
2021S006876,2021-04-24T11:15:00ZZ,RONDA_DE_LA_COMUNICACION,,0,Fuencarral-El_Pardo,Colisión fronto-lateral,Despejado,Bicicleta,10207,Conductor,De 45 a 49 años,Mujer,14
2021S006876,2021-04-24T11:15:00ZZ,RONDA_DE_LA_COMUNICACION,,0,Fuencarral-El_Pardo,Colisión fronto-lateral,Despejado,Bicicleta,10208,Conductor,De 50 a 54 años,Mujer,6
2021S006894,2021-04-25T12:35:00ZZ,CALLE_TINTOREROS,,4,Centro,Alcance,Lluvia débil,Bicicleta,10209,Conductor,De 40 a 44 años,Hombre,1
2021S006899,2021-04-24T22:00:00ZZ,paseo_de_Marcelino_Camacho,https://wikidata.org/entity/Q53414018,1,Carabanchel,Colisión fronto-lateral,,Bicicleta,10210,Conductor,De 10 a 14 años,Hombre,
2021S006899,2021-04-24T22:00:00ZZ,paseo_de_Marcelino_Camacho,https://wikidata.org/entity/Q53414018,1,Carabanchel,Colisión fronto-lateral,,Bicicleta,10211,Pasajero,De 10 a 14 años,Hombre,
2021S007017,2021-04-26T18:30:00ZZ,CALLE_PLAYA_DE_LA_CALETA,,6,Barajas,Colisión fronto-lateral,Despejado,Bicicleta,10212,Conductor,De 10 a 14 años,Hombre,7
2021S007050,2021-04-27T15:05:00ZZ,CALLE_CERILLERAS,,4,Carabanchel,Colisión fronto-lateral,Despejado,Bicicleta,10213,Conductor,De 50 a 54 años,Hombre,7
2021S007058,2021-04-27T15:30:00ZZ,avenida_de_los_Poblados,https://wikidata.org/entity/Q26795575,94,Carabanchel,Colisión lateral,Despejado,Bicicleta,10214,Conductor,De 15 a 17 años,Hombre,2
2021S007119,2021-04-27T23:00:00ZZ,Calle_de_Bravo_Murillo,https://wikidata.org/entity/Q5740815,137,Tetuan,Alcance,LLuvia intensa,Bicicleta,10215,Conductor,De 25 a 29 años,Mujer,7
2021S007136,2021-04-28T19:10:00ZZ,CALLE_CARLOS_MARTIN_ALVAREZ,,2,Puente_de_Vallecas,Caída,Despejado,Bicicleta,10216,Conductor,De 25 a 29 años,Mujer,7
2021S007177,2021-04-29T11:00:00ZZ,calle_de_Arturo_Soria,https://wikidata.org/entity/Q8255504,251,Ciudad_Lineal,Atropello a persona,Nublado,Bicicleta,10217,Conductor,De 35 a 39 años,Hombre,14
2021S007177,2021-04-29T11:00:00ZZ,calle_de_Arturo_Soria,https://wikidata.org/entity/Q8255504,251,Ciudad_Lineal,Atropello a persona,Nublado,Bicicleta,10218,Peatón,De 65 a 69 años,Hombre,3
2021S007182,2021-04-28T20:15:00ZZ,CAMINO_VIEJO_DE_VICALVARO,,7,Vicalvaro,Caída,Nublado,Bicicleta,10219,Conductor,De 55 a 59 años,Hombre,2
2021S007197,2021-04-29T17:20:00ZZ,CALLE_CHIQUINQUIRA,,60,Hortaleza,Caída,Despejado,Bicicleta,10220,Conductor,De 35 a 39 años,Hombre,1
2021S007285,2021-04-30T18:35:00ZZ,CALLE_CONDESA_DE_VENADITO,,7,Ciudad_Lineal,Colisión fronto-lateral,Despejado,Bicicleta,10221,Conductor,De 40 a 44 años,Mujer,3
2021S007365,2021-01-05T18:50:00ZZ,AVENIDA_VALDEMARIN,,100E,Moncloa-Aravaca,Caída,Despejado,Bicicleta,10222,Conductor,De 55 a 59 años,Hombre,6
2021S007427,2021-02-05T10:40:00ZZ,Madrid_Ring_Road,https://wikidata.org/entity/Q2606591,+00500I,Arganzuela,Caída,Despejado,Bicicleta,10223,Conductor,De 55 a 59 años,Hombre,2
2021S007427,2021-02-05T10:40:00ZZ,Madrid_Ring_Road,https://wikidata.org/entity/Q2606591,+00500I,Arganzuela,Caída,Despejado,Bicicleta,10224,Peatón,De 18 a 20 años,Mujer,14
2021S007454,2021-02-05T22:10:00ZZ,Calle_del_Doctor_Esquerdo_Madrid,https://wikidata.org/entity/Q5741005,47,Salamanca,Caída,Despejado,Bicicleta,10225,Conductor,De 15 a 17 años,Hombre,1
2021S007478,2021-02-05T11:00:00ZZ,CALLE_AFUERAS_A_VALVERDE,,1,Fuencarral-El_Pardo,Colisión fronto-lateral,Despejado,Bicicleta,10226,Conductor,De 30 a 34 años,Hombre,7
2021S007563,2021-03-05T17:30:00ZZ,PISTA_CRISTO_DE_EL_PARDO,,17,Fuencarral-El_Pardo,Colisión fronto-lateral,Despejado,Bicicleta,10227,Conductor,De 45 a 49 años,Hombre,2
2021S007566,2021-04-05T20:40:00ZZ,calle_de_las_Azucenas,https://wikidata.org/entity/Q27150352,2,Tetuan,Alcance,Despejado,Bicicleta,10228,Conductor,De 30 a 34 años,Mujer,
2021S007583,2021-04-05T13:20:00ZZ,CALLE_LOS_YEBENES,,6,Latina,Colisión fronto-lateral,Despejado,Bicicleta,10229,Conductor,De 45 a 49 años,Hombre,7
2021S007593,2021-05-05T12:20:00ZZ,CALLE_ALHAMBRA,,2,Latina,Colisión fronto-lateral,Despejado,Bicicleta,10230,Conductor,De 55 a 59 años,Hombre,3
2021S007611,2021-05-05T16:40:00ZZ,CALLE_VICENTE_BLASCO_IBAÑEZ,,82,Hortaleza,Colisión fronto-lateral,Despejado,Bicicleta,10231,Conductor,De 15 a 17 años,Hombre,3
2021S007645,2021-05-05T13:15:00ZZ,CALLE_MANUEL_AGUILAR_MUÑOZ,,15,Barajas,Colisión frontal,Despejado,Bicicleta,10232,Conductor,De 60 a 64 años,Hombre,7
2021S007727,2021-07-05T15:55:00ZZ,PLAZA_SAN_JUAN_DE_LA_CRUZ,,2,Chamberi,Colisión fronto-lateral,Despejado,Bicicleta,10233,Conductor,De 50 a 54 años,Hombre,3
2021S007918,2021-09-05T11:00:00ZZ,AVENIDA_MIGUEL_HERNANDEZ,,11,Puente_de_Vallecas,Caída,Nublado,Bicicleta,10234,Conductor,De 60 a 64 años,Hombre,2
2021S007930,2021-09-05T15:55:00ZZ,AVENIDA_CAMILO_JOSE_CELA,,29,Salamanca,Caída,Lluvia débil,Bicicleta,10235,Conductor,De 30 a 34 años,Mujer,7
2021S007953,2021-09-05T20:15:00ZZ,Alcala_Street,https://wikidata.org/entity/Q2424746,211,Salamanca,Alcance,Despejado,Bicicleta,10236,Conductor,De 21 a 24 años,Hombre,7
2021S007960,2021-09-05T22:52:00ZZ,Calle_de_Santa_Engracia_Madrid,https://wikidata.org/entity/Q26728109,80,Chamberi,Alcance,Despejado,Bicicleta,10237,Conductor,De 35 a 39 años,Hombre,7
2021S007983,2021-09-05T13:05:00ZZ,CALLE_MAYORAZGO_DE_DUARTE,,40,Vicalvaro,Caída,Despejado,Bicicleta,10238,Conductor,De 10 a 14 años,Hombre,2
2021S007989,2021-04-05T23:29:00ZZ,CALLE_JOSE_ANTONIO_NOVAIS,,1,Moncloa-Aravaca,Caída,Despejado,Bicicleta,10239,Conductor,De 21 a 24 años,Mujer,14
2021S007989,2021-04-05T23:29:00ZZ,CALLE_JOSE_ANTONIO_NOVAIS,,1,Moncloa-Aravaca,Caída,Despejado,Bicicleta,10240,Conductor,De 21 a 24 años,Mujer,3
2021S008016,2021-10-05T18:10:00ZZ,PLAZA_MANUEL_BECERRA,,6,Salamanca,Caída,Despejado,Bicicleta,10241,Conductor,De 18 a 20 años,Hombre,2
2021S008025,2021-08-05T12:05:00ZZ,AVENIDA_LOS_ROSALES,,19,Usera,Alcance,Despejado,Bicicleta,10242,Conductor,De 30 a 34 años,Hombre,2
2021S008075,2021-08-05T21:50:00ZZ,Calle_de_Marcelo_Usera_Madrid,https://wikidata.org/entity/Q5740848,131,Usera,Alcance,Despejado,Bicicleta,10243,Conductor,De 30 a 34 años,Hombre,7
2021S008088,2021-11-05T14:30:00ZZ,GLORIETA_QUEVEDO,,2,Chamberi,Colisión fronto-lateral,Despejado,Bicicleta,10244,Conductor,De 70 a 74 años,Hombre,2
2021S008110,2021-07-05T12:50:00ZZ,CAMINO_PRINCIPE,,2,Moncloa-Aravaca,Caída,Despejado,Bicicleta,10245,Conductor,De 21 a 24 años,Mujer,2
2021S008139,2021-11-05T21:10:00ZZ,CALLE_GOLONDRINA,,52,Moncloa-Aravaca,Caída,Despejado,Bicicleta,10246,Conductor,De 10 a 14 años,Hombre,6
2021S008192,2021-12-05T13:50:00ZZ,Calle_de_Almagro_Madrid,https://wikidata.org/entity/Q26844339,21,Chamberi,Colisión lateral,Despejado,Bicicleta,10247,Conductor,De 50 a 54 años,Hombre,1
2021S008264,2021-05-14T10:21:00ZZ,AVENIDA_MANUEL_FRAGA_IRIBARNE,,35,Barajas,Colisión fronto-lateral,Despejado,Bicicleta,10248,Conductor,De 40 a 44 años,Hombre,2
2021S008288,2021-05-14T15:10:00ZZ,CALLE_MORALZARZAL,,80,Fuencarral-El_Pardo,Colisión fronto-lateral,Despejado,Bicicleta,10249,Conductor,De 45 a 49 años,Hombre,3
2021S008364,2021-05-15T10:35:00ZZ,calle_de_Cea_Bermudez,https://wikidata.org/entity/Q26791743,52,Chamberi,Colisión lateral,Despejado,Bicicleta,10250,Conductor,De 40 a 44 años,Hombre,7
2021S008384,2021-05-14T20:20:00ZZ,Paseo_de_los_Pontones,https://wikidata.org/entity/Q26737156,28,Arganzuela,Colisión fronto-lateral,,Bicicleta,10251,Conductor,De 40 a 44 años,Hombre,14
2021S008396,2021-05-15T20:45:00ZZ,CALLE_SAN_HILARIO,,5,San_Blas,Caída,Despejado,Bicicleta,10252,Conductor,De 15 a 17 años,Hombre,7
2021S008408,2021-05-15T23:35:00ZZ,San_Bernardo_street,https://wikidata.org/entity/Q5740864,61,Centro,Alcance,Despejado,Bicicleta,10253,Conductor,De 30 a 34 años,Hombre,
2021S008458,2021-05-16T15:40:00ZZ,Avenida_de_las_Fuerzas_Armadas_Madrid,https://wikidata.org/entity/Q29353164,1,Hortaleza,Caída,Despejado,Bicicleta,10254,Conductor,De 10 a 14 años,Mujer,6
2021S008466,2021-05-16T18:45:00ZZ,calle_de_Velazquez,https://wikidata.org/entity/Q20031523,33,Salamanca,Colisión fronto-lateral,Despejado,Bicicleta,10255,Conductor,De 30 a 34 años,Hombre,14
2021S008496,2021-05-16T08:50:00ZZ,Avenida_del_Doctor_Garcia_Tapia_Madrid,https://wikidata.org/entity/Q28935864,232,Moratalaz,Colisión fronto-lateral,Despejado,Bicicleta,10256,Conductor,De 40 a 44 años,Hombre,7
2021S008501,2021-04-30T11:06:00ZZ,Conde_de_Peñalver_Street,https://wikidata.org/entity/Q28054244,51,Salamanca,Colisión lateral,Despejado,Bicicleta,10257,Conductor,De 15 a 17 años,Hombre,
2021S008525,2021-05-17T19:33:00ZZ,PLAZA_MANUEL_BECERRA,,2,Salamanca,Alcance,Despejado,Bicicleta,10258,Conductor,De 40 a 44 años,Hombre,5
2021S008532,2021-05-16T22:28:00ZZ,CALLE_SEPULVEDA,,1,Latina,Caída,Despejado,Bicicleta,10259,Conductor,De 40 a 44 años,Hombre,7
2021S008569,2021-05-18T16:40:00ZZ,CALLE_CERRO_DE_LA_PLATA,,6,Retiro,Caída,Despejado,Bicicleta,10260,Conductor,De 50 a 54 años,Hombre,
