id_local,desc_distrito_local,desc_barrio_local,direccion,id_direccion,Cod_Postal,coordenada_x_local,coordenada_y_local,id_coordenadas,desc_situacion_local,rotulo,desc_periodo_terraza,desc_situacion_terraza,Superficie_ES,Superficie_RA,desc_ubicacion_terraza,hora_ini_LJ_es,hora_fin_LJ_es,hora_ini_LJ_ra,hora_fin_LJ_ra,hora_ini_VS_es,hora_fin_VS_es,hora_ini_VS_ra,hora_fin_VS_ra,mesas_es,mesas_ra
20000100,ARGANZUELA,CHOPERA,132 PASEO DELICIAS,132-PASEO-DELICIAS,28045,441013.58,4471631.52,441013.58-4471631.52,Abierto,CERVECERIA LA LASTRA,Anual,Abierta,"17,36","17,36",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,6,6
20000172,ARGANZUELA,PALOS-DE-MOGUER,28 CALLE ANCORA,28-CALLE-ANCORA,28045,441427.58,4472681.52,441427.58-4472681.52,Abierto,BAR SORIA,Anual,Abierta,"37,41","37,41",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,9,0
20001101,ARGANZUELA,IMPERIAL,53 PASEO IMPERIAL,53-PASEO-IMPERIAL,28005,439273.59,4472845.53,439273.59-4472845.53,Abierto,CERVECERIA CANTALEJO RESTAURANTE,Anual,Abierta,"47,81","47,81",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,17,0
270267597,ARGANZUELA,CHOPERA,11 CALLE JAIME EL CONQUISTADOR,11-CALLE-JAIME-EL-CONQUISTADOR,28045,440774.58,4472081.52,440774.58-4472081.52,Abierto,BAR ORENSE,Anual,Abierta,"12,96","12,96",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,4,4
20001080,ARGANZUELA,CHOPERA,15 CALLE JAIME EL CONQUISTADOR,15-CALLE-JAIME-EL-CONQUISTADOR,28045,440768.58,4472030.52,440768.58-4472030.52,Abierto,BAR EL CONQUISTADOR,Anual,Abierta,"37,87","37,87",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,12,0
270055919,ARGANZUELA,CHOPERA,29 CALLE JAIME EL CONQUISTADOR,29-CALLE-JAIME-EL-CONQUISTADOR,28045,440749.58,4471854.52,440749.58-4471854.52,Abierto,CAFETERIA LOA,Anual,Abierta,"27,93","27,93",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,8,0
200001508,SAN-BLAS-CANILLEJAS,SIMANCAS,49 CALLE VALDECANILLAS,49-CALLE-VALDECANILLAS,28037,446973.56,4475983.45,446973.56-4475983.45,Abierto,LA SEDE D'ANDRUBEN,Anual,Abierta,"45,22","45,22",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,14,14
270458555,USERA,MOSCARDO,14 CALLE EUGENIO CAXES,14-CALLE-EUGENIO-CAXES,28026,440325.58,4471467.52,440325.58-4471467.52,Abierto,"EL RINCON DE SIXTO,",Anual,Abierta,"39,06","39,06",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,1:30:00,10:00:00,0:00:00,11,20
270524837,USERA,MOSCARDO,137 CALLE ANTONIO LOPEZ,137-CALLE-ANTONIO-LOPEZ,28026,440615.58,4471127.52,440615.58-4471127.52,Abierto,BAR RESTAURANTE,Anual,Abierta,"31,35","31,35",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,6,6
270228855,USERA,MOSCARDO,39 CALLE MIRASIERRA,39-CALLE-MIRASIERRA,28026,440269.58,4471097.52,440269.58-4471097.52,Abierto,BAR ALFIL,Estacional,Abierta,"32,61","32,4",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,1:30:00,10:00:00,0:00:00,10,10
270157776,USERA,PRADOLONGO,50 CALLE DOLORES BARRANCO,50-CALLE-DOLORES-BARRANCO,28026,439993.58,4470543.52,439993.58-4470543.52,Abierto,BAR PISCIS,Anual,Abierta,"20,77","20,77",Acera,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,1:30:00,10:00:00,0:00:00,10,10
270438751,USERA,MOSCARDO,131 CALLE ANTONIO LOPEZ,131-CALLE-ANTONIO-LOPEZ,28026,440593.58,4471152.52,440593.58-4471152.52,Abierto,LA ALEGRIA,Anual,Abierta,"20,52","20,52",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,5,5
270477281,USERA,SAN-FERMIN,27 CALLE SAN FORTUNATO,27-CALLE-SAN-FORTUNATO,28041,441484.56,4469450.51,441484.56-4469450.51,Abierto,CAFE BAR MARTIN,Anual,Abierta,"15,84","15,84",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,6,6
285031450,VILLAVERDE,SAN-ANDRES,1 CALLE BERZOSA DE LOZOYA,1-CALLE-BERZOSA-DE-LOZOYA,28021,439207.53,4465219.52,439207.53-4465219.52,Abierto,DON GERMAN,Anual,Abierta,"50,86","50,86",Acera,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,12,12
170000809,VILLAVERDE,BUTARQUE,3 CALLE CANCHAL,3-CALLE-CANCHAL,28021,442621.52,4466379.49,442621.52-4466379.49,Abierto,RESTAURANTE PARQUE ROSALES CERVECERIA,Anual,Abierta,"55,43","44,1",Acera,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,21,12
285021312,USERA,MOSCARDO,212 AVENIDA MANZANARES,212-AVENIDA-MANZANARES,28026,440579.58,4471302.52,440579.58-4471302.52,Abierto,EL BAR,Anual,Abierta,"8,47","8,47",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,5,5
270519524,MONCLOA-ARAVACA,ARGUELLES,11 CALLE MARTIN DE LOS HEROS,11-CALLE-MARTIN-DE-LOS-HEROS,28008,439456.6,4475119.54,439456.6-4475119.54,Abierto,8 1/2 LIBROS DE CINE,Anual,Abierta,"19,46","19,46",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,8,8
270540061,USERA,ALMENDRALES,201 CALLE ANTONIO LOPEZ,201-CALLE-ANTONIO-LOPEZ,28026,440957.57,4470488.52,440957.57-4470488.52,Abierto,MONTEFERRO,Anual,Abierta,"65,55","65,55",Zona de estacionamiento,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,18,18
270417284,USERA,ALMENDRALES,204 CALLE ANTONIO LOPEZ,204-CALLE-ANTONIO-LOPEZ,28026,440752.58,4470914.52,440752.58-4470914.52,Abierto,CAFETERIA 204,Anual,Abierta,"51,3","51,3",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,15,15
270534735,USERA,SAN-FERMIN,16 AVENIDA LOS ROSALES,16-AVENIDA-LOS-ROSALES,28041,441235.55,4468763.51,441235.55-4468763.51,Abierto,PARRILLA BONALMA,Anual,Abierta,"22,8","22,8",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,1:30:00,10:00:00,0:00:00,7,8
270156329,USERA,MOSCARDO,1 CALLE DOLORES SOPEÑA,1-CALLE-DOLORES-SOPENA,28026,439941.59,4471234.53,439941.59-4471234.53,Abierto,BAR LUZON,Anual,Abierta,"48,59","48,59",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,15,15
270280806,VILLAVERDE,LOS-ANGELES,12 CALLE BOHEMIOS,12-CALLE-BOHEMIOS,28041,440867.54,4467567.51,440867.54-4467567.51,Abierto,VENTA CARMONA,Anual,Abierta,"64,03","64,03",Calle peatonal,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,16,16
270471784,VILLAVERDE,LOS-ANGELES,1 CALLE LA CANCION DEL OLVIDO,1-CALLE-LA-CANCION-DEL-OLVIDO,28041,440717.55,4468045.51,440717.55-4468045.51,Abierto,BAR CASA MONICA,Anual,Abierta,"195,7","195,7",Superficie en parcela privada,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,29,29
270191062,VILLAVERDE,LOS-ANGELES,11 CALLE LA DOLOROSA,11-CALLE-LA-DOLOROSA,28041,441064.54,4467352.51,441064.54-4467352.51,Abierto,EL PILAR,Anual,Abierta,"86,68","86,68",Otros,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,30,30
170000796,VILLAVERDE,LOS-ANGELES,37 CALLE PAN Y TOROS,37-CALLE-PAN-Y-TOROS,28041,441057.54,4467705.51,441057.54-4467705.51,Abierto,BAR EL RINCON DEL QUIJOTE,Anual,Abierta,"53,2","21,6",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,15,5
270250040,VILLAVERDE,LOS-ROSALES,50 CALLE SAHARA,50-CALLE-SAHARA,28041,441207.54,4467290.51,441207.54-4467290.51,Abierto,DI MADRID,Anual,Abierta,"231,32",231,Otros,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,38,8
270033525,VILLAVERDE,LOS-ROSALES,56 CALLE SAHARA,56-CALLE-SAHARA,28041,441188.54,4467238.51,441188.54-4467238.51,Abierto,EL ZAGUAN,Anual,Abierta,"125,37","125,37",Plaza peatonal,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,20,20
170000283,VILLAVERDE,LOS-ROSALES,63 CALLE VILLAJOYOSA,63-CALLE-VILLAJOYOSA,28041,441323.54,4467541.51,441323.54-4467541.51,Abierto,LA BODEGUILLA IBERICA,Anual,Abierta,"39,64","39,64",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,8,8
270183106,VILLAVERDE,LOS-ANGELES,38 CALLE VIRGEN DE LOS DESAMPARADOS,38-CALLE-VIRGEN-DE-LOS-DESAMPARADOS,28041,440620.54,4466862.51,440620.54-4466862.51,Abierto,BAR JOSE LUIS,Anual,Abierta,"31,34",20,Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,11,5
270057250,ARGANZUELA,DELICIAS,19 CALLE FERROCARRIL,19-CALLE-FERROCARRIL,28045,440931.58,4472464.52,440931.58-4472464.52,Abierto,CAFETERIA FERROCARRIL,Anual,Abierta,"44,64","44,64",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,14,14
280017278,ARGANZUELA,CHOPERA,1 PLAZA GENERAL MAROTO,1-PLAZA-GENERAL-MAROTO,28045,440739.58,4471734.52,440739.58-4471734.52,Abierto,RESTARAURANTE  O'PORTIÑO,Anual,Abierta,"94,07","94,07",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,26,26
280018318,ARGANZUELA,ACACIAS,33 CALLE LAUREL,33-CALLE-LAUREL,28005,440313.59,4472551.53,440313.59-4472551.53,Abierto,LA MARGHERITA,Anual,Abierta,"90,72","90,72",Bulevar,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,28,28
270299459,ARGANZUELA,IMPERIAL,18 CALLE LINNEO,18-CALLE-LINNEO,28005,438859.6,4473750.54,438859.6-4473750.54,Abierto,RESTAURANTE LA POTA DOURO,Anual,Abierta,"4,68","4,68",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,2,0
10003543,CENTRO,PALACIO,8 PLAZA PUERTA DE MOROS,8-PLAZA-PUERTA-DE-MOROS,28005,439691.59,4473697.53,439691.59-4473697.53,Abierto,CAÑAS Y TAPAS,Anual,Abierta,"39,57","39,57",Acera,10:00:00,0:00:00,10:00:00,23:00:00,10:00:00,1:30:00,10:00:00,23:00:00,14,14
170000611,VILLAVERDE,LOS-ROSALES,46 AVENIDA OROVILLA,46-AVENIDA-OROVILLA,28041,441416.54,4467977.51,441416.54-4467977.51,Abierto,CAFETERIA BAR LINEA 123,Anual,Abierta,"41,76","23,2",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,14,14
170000543,VILLAVERDE,SAN-ANDRES,7 CALLE ARROYO BUENO,7-CALLE-ARROYO-BUENO,28021,440080.54,4466690.51,440080.54-4466690.51,Abierto,BAR UNO,Anual,Abierta,"34,74","6,48",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,10,2
170001122,VILLAVERDE,BUTARQUE,12 CALLE BERROCAL,12-CALLE-BERROCAL,28021,442448.52,4466571.49,442448.52-4466571.49,Abierto,CAFETERIA,Anual,Abierta,"19,08","19,08",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,7,7
270422013,VILLAVERDE,LOS-ANGELES,4 CALLE ESCORIAZA,4-CALLE-ESCORIAZA,28041,440999.54,4466978.51,440999.54-4466978.51,Abierto,CAFETERIA OBREGON,Anual,Abierta,"46,08","46,08",Calle peatonal,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,10,10
170000830,VILLAVERDE,SAN-ANDRES,18 PASEO ALBERTO PALACIOS,18-PASEO-ALBERTO-PALACIOS,28021,439607.54,4466442.52,439607.54-4466442.52,Cerrado,EL CUERPO DEL DESEO,Anual,Abierta,"12,96","12,96",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,4,4
170000004,VILLAVERDE,LOS-ANGELES,6 CALLE PAN Y TOROS,6-CALLE-PAN-Y-TOROS,28041,440989.55,4467995.51,440989.55-4467995.51,Abierto,A'GAIVOTIÑA II,Anual,Abierta,"65,01","65,01",Otros,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,16,16
270182085,VILLAVERDE,SAN-CRISTOBAL,121 CALLE ROCAFORT,121-CALLE-ROCAFORT,28021,441710.52,4466005.5,441710.52-4466005.5,Abierto,RESTAURANTE AL JAWHARA,Anual,Abierta,"9,72","9,72",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,3,3
270077611,SALAMANCA,GUINDALERA,69 AVENIDA BRUSELAS,69-AVENIDA-BRUSELAS,28028,443736.58,4477000.49,443736.58-4477000.49,Abierto,LA PICOTERA,Anual,Abierta,"82,1","82,1",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,22,22
270322801,USERA,SAN-FERMIN,104 CAMINO PERALES,104-CAMINO-PERALES,28041,441462.56,4469556.51,441462.56-4469556.51,Abierto,BAR PELAEZ,Anual,Abierta,"25,92","25,92",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,8,8
120000552,USERA,ORCASITAS,315 CALLE GAINZA,315-CALLE-GAINZA,28041,439179.56,4468638.53,439179.56-4468638.53,Abierto,O TOUXEIRO,Anual,Abierta,"102,49","102,49",Plaza peatonal,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,1:30:00,10:00:00,0:00:00,25,25
120000138,USERA,ZOFIO,12 AVENIDA RAFAELA YBARRA,12-AVENIDA-RAFAELA-YBARRA,28026,439617.58,4470436.53,439617.58-4470436.53,Abierto,XALLAS,Anual,Abierta,"2,88","2,88",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,2,2
280064620,MORATALAZ,MEDIA-LEGUA,25 CALLE CORREGIDOR DIEGO DE VALDERRABANO,25-CALLE-CORREGIDOR-DIEGO-DE-VALDERRABANO,28030,444144.57,4473666.48,444144.57-4473666.48,Abierto,CERVECERIA 100 MONTADITOS,Anual,Abierta,"41,36","41,36",Acera,10:00:00,0:00:00,10:00:00,23:00:00,10:00:00,1:00:00,10:00:00,23:00:00,12,12
170000961,VILLAVERDE,BUTARQUE,5 CALLE BERROCAL,5-CALLE-BERROCAL,28021,442522.52,4466428.49,442522.52-4466428.49,Abierto,SIDRERIA DEL NORTE,Anual,Abierta,"69,52","69,52",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,19,19
270448230,VILLAVERDE,SAN-CRISTOBAL,115 CALLE GODELLA,115-CALLE-GODELLA,28021,441559.52,4465840.5,441559.52-4465840.5,Abierto,CAFETERIA BAR JUANJO Y JOSE,Anual,Abierta,"18,18","18,18",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,7,7
270547589,VILLAVERDE,BUTARQUE,12 CALLE BARIO,12-CALLE-BARIO,28021,442441.52,4466609.49,442441.52-4466609.49,Abierto,BAR RESTAURANTE VITA KR,Anual,Abierta,"23,4","23,4",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,10,10
170000406,VILLAVERDE,LOS-ROSALES,59 AVENIDA OROVILLA,59-AVENIDA-OROVILLA,28041,441482.54,4467704.5,441482.54-4467704.5,Abierto,DONDE LA LOLA,Anual,Abierta,"23,4",18,Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,10,10
270540475,USERA,MOSCARDO,139 CALLE ANTONIO LOPEZ,139-CALLE-ANTONIO-LOPEZ,28026,440632.58,4471110.52,440632.58-4471110.52,Abierto,BAR OLIVA,Anual,Abierta,"32,4","32,4",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,10,10
280050244,USERA,MOSCARDO,150 CALLE ANTONIO LOPEZ,150-CALLE-ANTONIO-LOPEZ,28026,440423.58,4471289.52,440423.58-4471289.52,Abierto,TABERNA LA ANDALUZA,Anual,Abierta,"19,44","19,44",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,6,6
280049608,USERA,ORCASITAS,41 CALLE GRAN AVENIDA,41-CALLE-GRAN-AVENIDA,28041,440134.56,4469043.52,440134.56-4469043.52,Abierto,CAFETERIA JUANITO,Anual,Abierta,63,63,Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,1:30:00,10:00:00,0:00:00,10,18
270156733,USERA,MOSCARDO,156 CALLE MARCELO USERA,156-CALLE-MARCELO-USERA,28026,439464.59,4470801.53,439464.59-4470801.53,Abierto,EL CHIRINGUITO,Anual,Abierta,29,29,Zona de estacionamiento,8:00:00,1:30:00,8:00:00,0:00:00,8:00:00,1:30:00,8:00:00,0:00:00,5,5
270526564,USERA,ALMENDRALES,3 CALLE SANTUARIO,3-CALLE-SANTUARIO,28026,440600.2126,4470662.102,440600.2126-4470662.102,Abierto,BAR CAFETERIA,Anual,Abierta,"19,44","19,44",Plaza peatonal,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,6,6
280049131,USERA,MOSCARDO,46 CALLE AMPARO USERA,46-CALLE-AMPARO-USERA,28026,440030.58,4470961.52,440030.58-4470961.52,Abierto,BAR EL MANCHEGO (LOCAL 2 Y 3),Anual,Abierta,"7,02","7,02",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,3,3
200001961,SAN-BLAS-CANILLEJAS,SIMANCAS,490 CALLE ALCALA,490-CALLE-ALCALA,28027,446575.57,4476777.45,446575.57-4476777.45,Abierto,TGB-THE GOOD BURGER,Anual,Abierta,"22,98","22,98",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,9,9
40003086,SALAMANCA,RECOLETOS,28 CALLE AYALA,28-CALLE-AYALA,28001,441831.59,4475443.52,441831.59-4475443.52,Abierto,LA NIÑA,Anual,Abierta,"42,84","42,84",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,16,16
40002254,SALAMANCA,GUINDALERA,233 CALLE ALCALA,233-CALLE-ALCALA,28028,443640.58,4475735.49,443640.58-4475735.49,Abierto,JARRITUS,Anual,Abierta,"50,2","50,2",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,19,19
270261041,USERA,ZOFIO,19 AVENIDA CERRO DE LOS ANGELES,19-AVENIDA-CERRO-DE-LOS-ANGELES,28026,439524.58,4470063.53,439524.58-4470063.53,Abierto,SALEM II,Anual,Abierta,"27,69","27,69",Plaza peatonal,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,1:30:00,10:00:00,0:00:00,14,14
270157551,USERA,PRADOLONGO,35 AVENIDA RAFAELA YBARRA,35-AVENIDA-RAFAELA-YBARRA,28026,439635.58,4470536.53,439635.58-4470536.53,Abierto,CAFETERIA CUESTA CERVECERIA,Anual,Abierta,"4,28","4,28",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,3,3
270225619,USERA,MOSCARDO,27 CALLE MANUEL NOYA,27-CALLE-MANUEL-NOYA,28026,439562.58,4470804.53,439562.58-4470804.53,Abierto,CAFETERIA LUMAR,Anual,Abierta,"17,9","17,9",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,1:30:00,10:00:00,0:00:00,6,6
270156565,USERA,MOSCARDO,27 CALLE ENRIQUE FUENTES,27-CALLE-ENRIQUE-FUENTES,28026,439541.59,4470847.53,439541.59-4470847.53,Abierto,DONNER KEBAP USERA,Anual,Abierta,"22,68","22,68",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,7,7
270475350,ARGANZUELA,PALOS-DE-MOGUER,65 CALLE EMBAJADORES,65-CALLE-EMBAJADORES,28012,440479.59,4472828.52,440479.59-4472828.52,Abierto,BAR CERVECERIA DIAZ,Anual,Abierta,"7,58","7,58",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,5,5
285005098,ARGANZUELA,PALOS-DE-MOGUER,10 CALLE FERROCARRIL,10-CALLE-FERROCARRIL,28045,441029.58,4472500.52,441029.58-4472500.52,Abierto,CERVECERIA 100 MONTADITOS,Anual,Abierta,"36,45","36,45",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,11,11
280018624,ARGANZUELA,ACACIAS,25 PASEO JUAN ANTONIO VALLEJO NAJERA BOTAS,25-PASEO-JUAN-ANTONIO-VALLEJO-NAJERA-BOTAS,28005,439882.59,4472605.53,439882.59-4472605.53,Abierto,PRYCE CAFE,Estacional,Abierta,"12,06","35,64",Acera,8:00:00,1:30:00,10:00:00,0:00:00,8:00:00,1:30:00,10:00:00,0:00:00,11,0
20000557,ARGANZUELA,PALOS-DE-MOGUER,4 CALLE ANCORA,4-CALLE-ANCORA,28045,441174.58,4472701.52,441174.58-4472701.52,Abierto,RESTAURANTE ABADIA,Anual,Abierta,"42,12","42,12",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,13,0
20000566,ARGANZUELA,DELICIAS,139 PASEO DELICIAS,139-PASEO-DELICIAS,28045,441036.58,4471519.52,441036.58-4471519.52,Abierto,EL KUBO LOCO,Anual,Abierta,"28,7","28,7",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,11,11
285004782,ARGANZUELA,CHOPERA,18 CALLE GUILLERMO DE OSMA,18-CALLE-GUILLERMO-DE-OSMA,28045,440774.58,4471714.52,440774.58-4471714.52,Abierto,COSTELLO RÍO,Anual,Abierta,"65,72","65,72",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,18,18
270374350,ARGANZUELA,ACACIAS,3 CALLE MAJUELO,3-CALLE-MAJUELO,28005,440004.59,4472733.53,440004.59-4472733.53,Abierto,"PASTELERÍAS, PANADERÍAS Y CAFETERÍAS LOS REYUNOS",Anual,Abierta,"22,1","22,1",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,5,5
270279687,ARGANZUELA,IMPERIAL,47 PASEO MELANCOLICOS,47-PASEO-MELANCOLICOS,28005,438883.6,4472897.54,438883.6-4472897.54,Abierto,CASA VALENTIN,Anual,Abierta,"23,76","23,76",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,8,8
270508174,VILLAVERDE,LOS-ANGELES,54 CALLE LA CANCION DEL OLVIDO,54-CALLE-LA-CANCION-DEL-OLVIDO,28041,440663.55,4468003.51,440663.55-4468003.51,Abierto,KEBAB TRES FUEGOS,Anual,Abierta,"25,92","12,96",Otros,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,8,4
170002043,VILLAVERDE,SAN-CRISTOBAL,22 PLAZA PINAZO,22-PLAZA-PINAZO,28021,441260.52,4466085.5,441260.52-4466085.5,Abierto,BAR CAFE LOS PINAZOS,Anual,Abierta,"19,5","19,5",Calle peatonal,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,5,5
270408288,CHAMARTIN,CIUDAD-JARDIN,4 CALLE NIEREMBERG,4-CALLE-NIEREMBERG,28002,443100.59,4477584.5,443100.59-4477584.5,Abierto,SAL Y SAL DE TAPAS,Anual,Abierta,"9,05","9,05",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,6,6
270451968,SALAMANCA,GOYA,5 CALLE ANTONIA MERCE,5-CALLE-ANTONIA-MERCE,28009,442863.58,4475060.5,442863.58-4475060.5,Abierto,BAR CALVIN,Anual,Abierta,"42,48","42,48",Plaza peatonal,8:00:00,1:30:00,8:00:00,0:00:00,8:00:00,1:30:00,8:00:00,0:00:00,12,12
270497098,SALAMANCA,GUINDALERA,78 AVENIDA BRUSELAS,78-AVENIDA-BRUSELAS,28028,443721.58,4477118.49,443721.58-4477118.49,Abierto,LA CERVEZERIA,Anual,Abierta,"42,76","42,76",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,12,12
280018486,ARGANZUELA,ACACIAS,19 CALLE MELILLA,19-CALLE-MELILLA,28005,439829.59,4472544.53,439829.59-4472544.53,Abierto,RESTAURANTE PIMENTON,Anual,Abierta,"79,38","55,08",Plaza peatonal,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,25,17
270379037,ARGANZUELA,IMPERIAL,42 PASEO JUAN ANTONIO VALLEJO NAJERA BOTAS,42-PASEO-JUAN-ANTONIO-VALLEJO-NAJERA-BOTAS,28005,439441.59,4472802.53,439441.59-4472802.53,Abierto,MONTEPINOS,Anual,Abierta,"65,97","40,11",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,18,18
