id_local,desc_distrito_local,distritos_wikidata,desc_barrio_local,barrios_wikidata,direccion,id_direccion,Cod_Postal,coordenada_x_local,id_coordenadas,coordenada_y_local,desc_situacion_local,rotulo,desc_periodo_terraza,desc_situacion_terraza,Superficie_ES,Superficie_RA,desc_ubicacion_terraza,hora_ini_LJ_es,hora_fin_LJ_es,hora_ini_LJ_ra,hora_fin_LJ_ra,hora_ini_VS_es,hora_fin_VS_es,hora_ini_VS_ra,hora_fin_VS_ra,mesas_es,mesas_ra,Latitud,Coordenadas finales,Longitud
270508174,Villaverde,https://www.wikidata.org/wiki/Q919536,Los Ángeles,https://www.wikidata.org/wiki/Q390462,54 CALLE LA CANCION DEL OLVIDO,54_CALLE_LA_CANCION_DEL_OLVIDO,28041,"440663,55","440663,55-4468003,51","4468003,51",Abierto,KEBAB TRES FUEGOS,Anual,Abierta,"25,92","12,96",Otros,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,8,4,40.3605452,"40.3605452,-3.6987988",-3.6987988
170002043,Villaverde,https://www.wikidata.org/wiki/Q919536,San Cristóbal,https://www.wikidata.org/wiki/Q390457,22 PLAZA PINAZO,22_PLAZA_PINAZO,28021,"441260,52","441260,52-4466085,5","4466085,5",Abierto,BAR CAFE LOS PINAZOS,Anual,Abierta,"19,5","19,5",Calle peatonal,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,5,5,40.3433283,"40.3433283,-3.6915623",-3.6915623
270408288,Chamartín,https://www.wikidata.org/wiki/Q1766348,Ciudad Jardín,https://www.wikidata.org/wiki/Q3773744,4 CALLE NIEREMBERG,4_CALLE_NIEREMBERG,28002,"443100,59","443100,59-4477584,5","4477584,5",Abierto,SAL Y SAL DE TAPAS,Anual,Abierta,"9,05","9,05",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,6,6,40.447095,"40.447095,-3.6709199",-3.6709199
270451968,Salamanca,https://www.wikidata.org/wiki/Q1773521,Goya,https://www.wikidata.org/wiki/Q3814578,5 CALLE ANTONIA MERCE,5_CALLE_ANTONIA_MERCE,28009,"442863,58","442863,58-4475060,5","4475060,5",Abierto,BAR CALVIN,Anual,Abierta,"42,48","42,48",Plaza peatonal,8:00:00,1:30:00,8:00:00,0:00:00,8:00:00,1:30:00,8:00:00,0:00:00,12,12,40.4242737,"40.4242737,-3.6735053",-3.6735053
270497098,Salamanca,https://www.wikidata.org/wiki/Q1773521,La Guindalera,https://www.wikidata.org/wiki/Q3814559,78 AVENIDA BRUSELAS,78_AVENIDA_BRUSELAS,28028,"443721,58","443721,58-4477118,49","4477118,49",Abierto,LA CERVEZERIA,Anual,Abierta,"42,76","42,76",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,12,12,40.4428364,"40.4428364,-3.663618",-3.663618
280018486,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Las Acacias,https://www.wikidata.org/wiki/Q3319190,19 CALLE MELILLA,19_CALLE_MELILLA,28005,"439829,59","439829,59-4472544,53","4472544,53",Abierto,RESTAURANTE PIMENTON,Anual,Abierta,"79,38","55,08",Plaza peatonal,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,25,17,40.4010094,"40.4010094,-3.7094094",-3.7094094
270379037,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Imperial,https://www.wikidata.org/wiki/Q3773740,42 PASEO JUAN ANTONIO VALLEJO-NAJERA BOTAS,42_PASEO_JUAN_ANTONIO_VALLEJO-NAJERA_BOTAS,28005,"439441,59","439441,59-4472802,53","4472802,53",Abierto,MONTEPINOS,Anual,Abierta,"65,97","40,11",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,18,18,40.4035869,"40.4035869,-3.713596",-3.713596
20001082,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Imperial,https://www.wikidata.org/wiki/Q3773740,51 PASEO JUAN ANTONIO VALLEJO-NAJERA BOTAS,51_PASEO_JUAN_ANTONIO_VALLEJO-NAJERA_BOTAS,28005,"439385,59","439385,59-4472782,53","4472782,53",Abierto,RODILLA,Anual,Abierta,"35,64","35,64",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,11,11,40.4034937,"40.4034937,-3.7144109",-3.7144109
20000721,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Imperial,https://www.wikidata.org/wiki/Q3773740,54 PASEO JUAN ANTONIO VALLEJO-NAJERA BOTAS,54_PASEO_JUAN_ANTONIO_VALLEJO-NAJERA_BOTAS,28005,"439312,59","439312,59-4472870,53","4472870,53",Abierto,ARROCERIA IMPERIAL,Anual,Abierta,"27,3","27,3",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,15,15,40.4042808,"40.4042808,-3.715202",-3.715202
20000359,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Palos de Moguer,https://www.wikidata.org/wiki/Q521009,63 CALLE EMBAJADORES,63_CALLE_EMBAJADORES,28012,"440469,59","440469,59-4472846,53","4472846,53",Abierto,LOS CHIQUITOS BAR DE TAPAS,Anual,Abierta,"19,35","19,35",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,6,6,40.404182,"40.404182,-3.7015041",-3.7015041
270444334,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Las Acacias,https://www.wikidata.org/wiki/Q3319190,82 CALLE EMBAJADORES,82_CALLE_EMBAJADORES,28012,"440457,59","440457,59-4472791,53","4472791,53",Abierto,AUTOESCUELA LARA,Anual,Abierta,"25,74","25,74",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,7,7,40.4036373,"40.4036373,-3.7018101",-3.7018101
270056880,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Las Delicias,https://www.wikidata.org/wiki/Q3773736,153 CALLE EMBAJADORES,153_CALLE_EMBAJADORES,28045,"440952,58","440952,58-4471949,52","4471949,52",Abierto,CERVECERIA GUIMAR CAFETERIA,Anual,Abierta,"31,2","31,2",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,10,10,40.3960723,"40.3960723,-3.6957521",-3.6957521
270287197,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Las Delicias,https://www.wikidata.org/wiki/Q3773736,15 CALLE FERROCARRIL,15_CALLE_FERROCARRIL,28045,"440966,58","440966,58-4472462,52","4472462,52",Abierto,TABERNA DEL FERROCARRIL,Anual,Abierta,"39,77","39,77",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,14,0,40.4006775,"40.4006775,-3.6955448",-3.6955448
285002998,Centro,https://www.wikidata.org/wiki/Q1763376,Justicia,https://www.wikidata.org/wiki/Q1992319,1 PLAZA PEDRO ZEROLO,1_PLAZA_PEDRO_ZEROLO,28004,"440630,59","440630,59-4474730,53","4474730,53",Abierto,LA SACRISTIA RESTAURANTE,Anual,Abierta,"38,88","38,88",Plaza con bandas permanentes de circulación rodada,10:00:00,0:00:00,10:00:00,23:00:00,10:00:00,1:30:00,10:00:00,23:00:00,12,12,40.42096,"40.42096,-3.6998846",-3.6998846
270490176,Villaverde,https://www.wikidata.org/wiki/Q919536,Los Ángeles,https://www.wikidata.org/wiki/Q390462,34 CALLE ARECHAVALETA,34_CALLE_ARECHAVALETA,28041,"440829,54","440829,54-4467051,51","4467051,51",Abierto,BAR MARTINEZ,Anual,Abierta,"8,82","8,82",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,3,3,40.3519552,"40.3519552,-3.6967066",-3.6967066
270308840,Villaverde,https://www.wikidata.org/wiki/Q919536,Butarque,https://www.wikidata.org/wiki/Q390453,20 CALLE POTASA,20_CALLE_POTASA,28021,"442217,53","442217,53-4467015,49","4467015,49",Abierto,CAFE HILO'S,Anual,Abierta,"125,66","125,66",Plaza peatonal,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,8,8,40.3517598,"40.3517598,-3.680436",-3.680436
270531125,Latina,https://www.wikidata.org/wiki/Q794954,Las Águilas,https://www.wikidata.org/wiki/Q5971372,2 CALLE GUAREÑA,2_CALLE_GUAREÑA,28044,"434951,62","434951,62-4471220,57","4471220,57",Abierto,IBERICA BY EL ESQUINAZO,Anual,Abierta,"36,9","36,9",Acera,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:30:00,10:00:00,0:00:00,10,0,40.3891377,"40.3891377,-3.7664365",-3.7664365
270379563,Latina,https://www.wikidata.org/wiki/Q794954,Las Águilas,https://www.wikidata.org/wiki/Q5971372,7 CALLE GUAREÑA,7_CALLE_GUAREÑA,28044,"435028,62","435028,62-4471061,57","4471061,57",Abierto,MONTON SANZ CAFETERIA RESTAURANTE,Anual,Abierta,"36,61","36,61",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:30:00,8:00:00,0:30:00,12,0,40.3876957,"40.3876957,-3.7655012",-3.7655012
270074139,Salamanca,https://www.wikidata.org/wiki/Q1773521,Goya,https://www.wikidata.org/wiki/Q3814578,8 CALLE ANTONIA MERCE,8_CALLE_ANTONIA_MERCE,28009,"442929,58","442929,58-4475090,5","4475090,5",Abierto,EL BARRIL,Anual,Abierta,"36,2","36,2",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,11,11,40.4243357,"40.4243357,-3.6728906",-3.6728906
270130826,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,La Paz,https://www.wikidata.org/wiki/Q5869740,22 CALLE GINZO DE LIMIA,22_CALLE_GINZO_DE_LIMIA,28029,"440403,62","440403,62-4480965,55","4480965,55",Abierto,BAHIA,Anual,Abierta,"17,55","17,55",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,5,5,40.4771931,"40.4771931,-3.7030788",-3.7030788
280048679,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,Valverde,https://www.wikidata.org/wiki/Q31132,10 CALLE SAN JUAN DE ORTEGA,10_CALLE_SAN_JUAN_DE_ORTEGA,28050,"443085,62","443085,62-4483719,52","4483719,52",Abierto,RESTAURANTE LA DEHESA IV,Anual,Abierta,39,39,Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,16,16,40.5024978,"40.5024978,-3.6712353",-3.6712353
285016512,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,Mirasierra,https://www.wikidata.org/wiki/Q31134,20 AVENIDA MONASTERIO DE SILOS,20_AVENIDA_MONASTERIO_DE_SILOS,28049,"439962,64","439962,64-4483882,56","4483882,56",Abierto,TABERNA COCINARTE,Anual,Abierta,"22,5","22,5",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,8,8,40.5033618,"40.5033618,-3.7086779",-3.7086779
280045385,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,Casa de Campo,https://www.wikidata.org/wiki/Q16302441,18 PASEO FLORIDA,18_PASEO_FLORIDA,28008,"438617,61","438617,61-4475016,55","4475016,55",Abierto,VINUBAR,Anual,Abierta,"20,32","20,32",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,4,4,40.4234087,"40.4234087,-3.7234519",-3.7234519
20000108,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Palos de Moguer,https://www.wikidata.org/wiki/Q521009,10 CALLE ANCORA,10_CALLE_ANCORA,28045,"441231,58","441231,58-4472695,52","4472695,52",Abierto,BAR JUANITO,Anual,Abierta,"68,12","68,12",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,23,23,40.4028063,"40.4028063,-3.6924793",-3.6924793
270287459,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Palos de Moguer,https://www.wikidata.org/wiki/Q521009,12 CALLE MENDEZ ALVARO,12_CALLE_MENDEZ_ALVARO,28045,"441258,58","441258,58-4473095,52","4473095,52",Abierto,BISTRO PREMIUM RESTAURANTE,Anual,Abierta,"5,76","5,76",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,4,4,40.4064205,"40.4064205,-3.6922747",-3.6922747
270058751,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Palos de Moguer,https://www.wikidata.org/wiki/Q521009,14 CALLE MENDEZ ALVARO,14_CALLE_MENDEZ_ALVARO,28045,"441274,58","441274,58-4473074,52","4473074,52",Abierto,BAR EL ANDEN,Anual,Abierta,"39,09","22,32",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,10,5,40.4062915,"40.4062915,-3.6922173",-3.6922173
200001212,San Blas,https://www.wikidata.org/wiki/Q2001937,Amposta,https://www.wikidata.org/wiki/Q11905392,2 CALLE AJOFRIN,2_CALLE_AJOFRIN,28037,"446951,56","446951,56-4475171,45","4475171,45",Abierto,UVE Y MARI,Anual,Abierta,"39,06","37,8",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,9,9,40.425477,"40.425477,-3.6252354",-3.6252354
200000995,San Blas,https://www.wikidata.org/wiki/Q2001937,Arcos,https://www.wikidata.org/wiki/Q9627876,63 CALLE AQUITANIA,63_CALLE_AQUITANIA,28032,"447920,55","447920,55-4474609,43","4474609,43",Abierto,EL DESVAN CAFE RESTAURANTE,Anual,Abierta,"64,8","64,8",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,20,20,40.420461,"40.420461,-3.6138019",-3.6138019
270523220,San Blas,https://www.wikidata.org/wiki/Q2001937,Arcos,https://www.wikidata.org/wiki/Q9627876,85 CALLE AQUITANIA,85_CALLE_AQUITANIA,28032,"448064,55","448064,55-4474672,43","4474672,43",Abierto,BAR LAS CINCO LAGUNAS,Anual,Abierta,"37,04","37,04",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,15,15,40.4211116,"40.4211116,-3.6122195",-3.6122195
200000125,San Blas,https://www.wikidata.org/wiki/Q2001937,Rosas,https://www.wikidata.org/wiki/Q18880469,24 AVENIDA ARCENTALES,24_AVENIDA_ARCENTALES,28022,"448216,56","448216,56-4476092,43","4476092,43",Abierto,EL RACIMO DE ORO,Anual,Abierta,"57,12","37,8",Otros,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,24,24,40.4338728,"40.4338728,-3.6104681",-3.6104681
270318039,San Blas,https://www.wikidata.org/wiki/Q2001937,Canillejas,https://www.wikidata.org/wiki/Q663013,5 CALLE CANAL DEL BOSFORO,5_CALLE_CANAL_DEL_BOSFORO,28022,"447987,56","447987,56-4476775,43","4476775,43",Abierto,CERVECERIA DAN-CAR,Anual,Abierta,"5,76","5,76",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,4,0,40.4400647,"40.4400647,-3.613252",-3.613252
270229078,San Blas,https://www.wikidata.org/wiki/Q2001937,Canillejas,https://www.wikidata.org/wiki/Q663013,6 CALLE CANAL DEL BOSFORO,6_CALLE_CANAL_DEL_BOSFORO,28022,"447947,56","447947,56-4476734,43","4476734,43",Abierto,BAR EL RINCON DE MIGUELIN,Anual,Abierta,"4,32","4,32",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,3,3,40.4395871,"40.4395871,-3.6138476",-3.6138476
200001347,San Blas,https://www.wikidata.org/wiki/Q2001937,Simancas,https://www.wikidata.org/wiki/Q10371626,4 CALLE CASTILLO DE UCLES,4_CALLE_CASTILLO_DE_UCLES,28037,"446689,56","446689,56-4475284,45","4475284,45",Abierto,BAR LA CAMPANA,Anual,Abierta,"12,96","12,96",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,4,4,40.4265297,"40.4265297,-3.6283498",-3.6283498
270545395,San Blas,https://www.wikidata.org/wiki/Q2001937,Simancas,https://www.wikidata.org/wiki/Q10371626,11 CALLE CASTILLO DE UCLES,11_CALLE_CASTILLO_DE_UCLES,28037,"446959,56","446959,56-4475461,45","4475461,45",Abierto,BAR UCLES,Anual,Abierta,"16,2","16,2",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,4,5,40.4281761,"40.4281761,-3.6251288",-3.6251288
270537907,San Blas,https://www.wikidata.org/wiki/Q2001937,Rejas,https://www.wikidata.org/wiki/Q10359029,2 AVENIDA FERMINA SEVILLANO,2_AVENIDA_FERMINA_SEVILLANO,28022,"452050,56","452050,56-4477576,36","4477576,36",Abierto,BAR LOS AMIGOS,Anual,Abierta,"19,44","19,44",Acera,8:00:00,1:00:00,8:00:00,1:00:00,8:00:00,1:00:00,8:00:00,1:00:00,6,6,40.4473552,"40.4473552,-3.5655651",-3.5655651
280067426,San Blas,https://www.wikidata.org/wiki/Q2001937,Hellín,https://www.wikidata.org/wiki/Q10294546,6 CALLE HERENCIA,6_CALLE_HERENCIA,28037,"448020,56","448020,56-4475777,43","4475777,43",Abierto,CEFETERIA CERVECERIA JUVINA,Anual,Abierta,"98,97","98,97",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,28,28,40.4310825,"40.4310825,-3.6125801",-3.6125801
200000909,San Blas,https://www.wikidata.org/wiki/Q2001937,Rosas,https://www.wikidata.org/wiki/Q18880469,5 CALLE BUCAREST,5_CALLE_BUCAREST,28022,"448845,55","448845,55-4475251,41","4475251,41",Abierto,A TABERNA DO MEIGO,Anual,Abierta,62,62,Acera,8:00:00,1:00:00,8:00:00,1:00:00,8:00:00,1:00:00,8:00:00,1:00:00,20,0,40.4263691,"40.4263691,-3.6029631",-3.6029631
200001615,San Blas,https://www.wikidata.org/wiki/Q2001937,Simancas,https://www.wikidata.org/wiki/Q10371626,5 AVENIDA INSTITUCION LIBRE DE ENSEÑANZA,5_AVENIDA_INSTITUCION_LIBRE_DE_ENSEÑANZA,28037,"445927,57","445927,57-4476526,46","4476526,46",Abierto,GAMBRINUS,Anual,Abierta,"23,4","23,4",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,10,0,40.4375391,"40.4375391,-3.6374859",-3.6374859
270380796,San Blas,https://www.wikidata.org/wiki/Q2001937,Simancas,https://www.wikidata.org/wiki/Q10371626,41 AVENIDA INSTITUCION LIBRE DE ENSEÑANZA,41_AVENIDA_INSTITUCION_LIBRE_DE_ENSEÑANZA,28037,"446282,56","446282,56-4475875,46","4475875,46",Abierto,BAR RESTAURANTE,Anual,Abierta,"12,61","12,61",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,5,0,40.4324978,"40.4324978,-3.6339172",-3.6339172
270545030,San Blas,https://www.wikidata.org/wiki/Q2001937,Simancas,https://www.wikidata.org/wiki/Q10371626,79 AVENIDA INSTITUCION LIBRE DE ENSEÑANZA,79_AVENIDA_INSTITUCION_LIBRE_DE_ENSEÑANZA,28037,"446644,56","446644,56-4475239,45","4475239,45",Abierto,CHURRERIA LOS MADROÑOS,Anual,Abierta,"79,45","79,45",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,16,20,40.4261593,"40.4261593,-3.6289443",-3.6289443
200000310,San Blas,https://www.wikidata.org/wiki/Q2001937,Canillejas,https://www.wikidata.org/wiki/Q663013,57 AVENIDA CANILLEJAS A VICALVARO,57_AVENIDA_CANILLEJAS_A_VICALVARO,28022,"448057,56","448057,56-4476320,43","4476320,43",Abierto,CERVECERIA LORENZO,Anual,Abierta,"5,58","5,58",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,3,0,40.4359374,"40.4359374,-3.6124248",-3.6124248
270441696,San Blas,https://www.wikidata.org/wiki/Q2001937,Simancas,https://www.wikidata.org/wiki/Q10371626,17 AVENIDA INSTITUCION LIBRE DE ENSEÑANZA,17_AVENIDA_INSTITUCION_LIBRE_DE_ENSEÑANZA,28037,"445988,57","445988,57-4476413,46","4476413,46",Abierto,BAYMA CAFETERIA,Anual,Abierta,"11,22","11,46",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,6,6,40.4366292,"40.4366292,-3.6366834",-3.6366834
270202216,San Blas,https://www.wikidata.org/wiki/Q2001937,Rosas,https://www.wikidata.org/wiki/Q18880469,2 CALLE LONGARES,2_CALLE_LONGARES,28022,"448257,56","448257,56-4475971,42","4475971,42",Abierto,BAR LA BAHÍA,Anual,Abierta,"16,38","11,7",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,7,5,40.432601,"40.432601,-3.6100118",-3.6100118
270032768,San Blas,https://www.wikidata.org/wiki/Q2001937,Canillejas,https://www.wikidata.org/wiki/Q663013,54 CALLE LUCANO,54_CALLE_LUCANO,28022,"448285,56","448285,56-4476333,42","4476333,42",Abierto,CASI BAR,Anual,Abierta,"2,88","2,88",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,2,2,40.4360372,"40.4360372,-3.609849",-3.609849
270529634,San Blas,https://www.wikidata.org/wiki/Q2001937,Rosas,https://www.wikidata.org/wiki/Q18880469,5 CALLE MARIA SEVILLA DIAGO,5_CALLE_MARIA_SEVILLA_DIAGO,28022,"448176,56","448176,56-4475997,43","4475997,43",Abierto,LA ALCAZABA DE ALMERIA,Anual,Abierta,"98,35","98,35",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,28,28,40.4329519,"40.4329519,-3.6110746",-3.6110746
270187893,San Blas,https://www.wikidata.org/wiki/Q2001937,Arcos,https://www.wikidata.org/wiki/Q9627876,2 CALLE MASILLA,2_CALLE_MASILLA,28037,"447678,56","447678,56-4475349,43","4475349,43",Abierto,CERVECERIA BAR SILA,Anual,Abierta,"26,97","26,97",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,10,0,40.4269062,"40.4269062,-3.6171301",-3.6171301
270529281,San Blas,https://www.wikidata.org/wiki/Q2001937,Arcos,https://www.wikidata.org/wiki/Q9627876,4 CALLE MASILLA,4_CALLE_MASILLA,28037,"447703,56","447703,56-4475352,43","4475352,43",Abierto,LOS NIÑOS DE LA VICTORIA BAR CAFE,Anual,Abierta,"20,02","15,4",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,7,7,40.4271699,"40.4271699,-3.6166139",-3.6166139
200000107,San Blas,https://www.wikidata.org/wiki/Q2001937,Canillejas,https://www.wikidata.org/wiki/Q663013,6 CALLE TORRE ARIAS,6_CALLE_TORRE_ARIAS,28022,"448098,57","448098,57-4477435,43","4477435,43",Abierto,BAR LOS ANGELES,Anual,Abierta,"51,59","22,14",Plaza peatonal,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,14,6,40.4459882,"40.4459882,-3.6120582",-3.6120582
270537939,San Blas,https://www.wikidata.org/wiki/Q2001937,Canillejas,https://www.wikidata.org/wiki/Q663013,24 CALLE ESFINGE,24_CALLE_ESFINGE,28022,"448194,57","448194,57-4477338,43","4477338,43",Abierto,SIDRERIA EL LLAGAR,Anual,Abierta,"72,43","72,43",Plaza peatonal,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,22,22,40.445,"40.445,-3.6107151",-3.6107151
270030162,San Blas,https://www.wikidata.org/wiki/Q2001937,Amposta,https://www.wikidata.org/wiki/Q11905392,23 CALLE JOYERIA,23_CALLE_JOYERIA,28037,"447122,56","447122,56-4474988,44","4474988,44",Abierto,BAR GUADIANA,Estacional,Abierta,"19,08","15,34",Acera,8:30:00,0:00:00,10:00:00,0:00:00,8:30:00,0:30:00,10:00:00,0:00:00,7,6,40.4238309,"40.4238309,-3.6233994",-3.6233994
270208604,San Blas,https://www.wikidata.org/wiki/Q2001937,Canillejas,https://www.wikidata.org/wiki/Q663013,16 CALLE CANAL DEL BOSFORO,16_CALLE_CANAL_DEL_BOSFORO,28022,"448026,56","448026,56-4476767,43","4476767,43",Abierto,BAR GIL,Anual,Abierta,"8,64","8,64",Acera,8:00:00,0:30:00,8:00:00,0:00:00,8:00:00,0:30:00,8:00:00,0:00:00,6,6,40.4399021,"40.4399021,-3.6128612",-3.6128612
270232747,San Blas,https://www.wikidata.org/wiki/Q2001937,Arcos,https://www.wikidata.org/wiki/Q9627876,2 PLAZUELA OBRA,2_PLAZUELA_OBRA,28037,"447796,56","447796,56-4475353,43","4475353,43",Abierto,BAR COIMBRA,Anual,Abierta,"48,8","48,8",Plaza peatonal,8:00:00,0:30:00,8:00:00,0:30:00,8:00:00,0:30:00,8:00:00,0:30:00,8,8,40.4395516,"40.4395516,-3.6709494",-3.6709494
200001301,San Blas,https://www.wikidata.org/wiki/Q2001937,Arcos,https://www.wikidata.org/wiki/Q9627876,6 CALLE POBLADURA DEL VALLE,6_CALLE_POBLADURA_DEL_VALLE,28037,"447016,56","447016,56-4474831,44","4474831,44",Abierto,BAR SUPERA,Anual,Abierta,"71,91","17,44",Calle peatonal,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,19,11,40.4224412,"40.4224412,-3.6243973",-3.6243973
200000142,San Blas,https://www.wikidata.org/wiki/Q2001937,Amposta,https://www.wikidata.org/wiki/Q11905392,2 CALLE ABANICO,2_CALLE_ABANICO,28037,"447253,56","447253,56-4475403,44","4475403,44",Abierto,BAR CAMARERO,Anual,Abierta,"83,06","83,06",Calle peatonal,8:00:00,1:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,31,0,40.427656,"40.427656,-3.6217854",-3.6217854
270188909,San Blas,https://www.wikidata.org/wiki/Q2001937,Canillejas,https://www.wikidata.org/wiki/Q663013,2 CALLE SEBASTIAN FRANCISCO,2_CALLE_SEBASTIAN_FRANCISCO,28022,"448378,57","448378,57-4477355,43","4477355,43",Abierto,BAR OLMEDILLA,Estacional,Abierta,"46,2",63,Acera,8:00:00,1:00:00,8:00:00,1:00:00,8:00:00,1:00:00,8:00:00,1:00:00,25,25,40.4452141,"40.4452141,-3.6087016",-3.6087016
200001356,San Blas,https://www.wikidata.org/wiki/Q2001937,Rosas,https://www.wikidata.org/wiki/Q18880469,50 CALLE SOFIA,50_CALLE_SOFIA,28022,"449018,55","449018,55-4475377,41","4475377,41",Abierto,LA VILLA DE FOZ,Anual,Abierta,"16,56","16,56",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,6,6,40.4274417,"40.4274417,-3.6010055",-3.6010055
